SnapshotId,RecordId,RecordOrdinal,BrandRaw,BrandNormalized,Category,CategoryEquipmentTypes,Length,SegCountDeclared,SegmentCountObserved,OptionCountObserved,ExtraFieldsJson
2026-01-24_v3.84,r00028,28,ADP,ADP,Coil,[],18,12,12,42,{}
2026-01-24_v3.84,r00029,29,Allstyle,ALLSTYLE,Condenser,[],11,9,9,2,{}
2026-01-24_v3.84,r00030,30,Allstyle,ALLSTYLE,Condenser,[],12,8,8,5,{}
2026-01-24_v3.84,r00031,31,Marvair,MARVAIR,Package,[],13,8,8,20,{}
2026-01-24_v3.84,r00032,32,Marvair,MARVAIR,Package,[],17,10,10,24,{}
2026-01-24_v3.84,r00033,33,Marvair,MARVAIR,Package,[],22,13,13,41,{}
2026-01-24_v3.84,r00034,34,Marvair,MARVAIR,Package,[],30,25,25,177,{}
2026-01-24_v3.84,r00035,35,ARRCO,ARRCO,Compressor,[],10,8,8,13,{}
2026-01-24_v3.84,r00036,36,Aspen,ASPEN,Air Handler,[],9,6,6,16,{}
2026-01-24_v3.84,r00037,37,Aspen,ASPEN,Coil,[],14,8,8,16,{}
2026-01-24_v3.84,r00038,38,Aspen,ASPEN,Coil,[],15,8,8,9,{}
2026-01-24_v3.84,r00039,39,AUX,AUX,Mini-Split,[],14,11,11,22,{}
2026-01-24_v3.84,r00040,40,BAC,BAC,Cooling Tower,[],10,5,5,11,{}
2026-01-24_v3.84,r00041,41,BAC,BAC,Cooling Tower,[],12,6,6,12,{}
2026-01-24_v3.84,r00042,42,Grandaire,GRANDAIRE,Air Handler,[],9,7,7,3,{}
2026-01-24_v3.84,r00043,43,Grandaire,GRANDAIRE,Air Handler,[],9,8,8,6,{}
2026-01-24_v3.84,r00044,44,Grandaire,GRANDAIRE,Air Handler,[],10,8,8,3,{}
2026-01-24_v3.84,r00045,45,Grandaire,GRANDAIRE,Furnace,[],13,8,8,12,{}
2026-01-24_v3.84,r00046,46,Grandaire,GRANDAIRE,Package,[],14,10,10,2,{}
2026-01-24_v3.84,r00047,47,Grandaire,GRANDAIRE,Package,[],14,9,9,2,{}
2026-01-24_v3.84,r00048,48,Grandaire,GRANDAIRE,Condenser,[],11,9,9,4,{}
2026-01-24_v3.84,r00049,49,Bard,BARD,Package,[],14,12,12,36,{}
2026-01-24_v3.84,r00050,50,Bard,BARD,Package,[],15,12,12,53,{}
2026-01-24_v3.84,r00051,51,Bard,BARD,Package,[],15,13,13,47,{}
2026-01-24_v3.84,r00052,52,Bard,BARD,Package,[],15,13,13,53,{}
2026-01-24_v3.84,r00053,53,BellandGossett,BELLANDGOSSETT,Package,[],20,13,13,34,{}
2026-01-24_v3.84,r00054,54,BellandGossett,BELLANDGOSSETT,Package,[],21,13,13,36,{}
2026-01-24_v3.84,r00055,55,Bohn,BOHN,Refrigeration Unit Coolers,[],11,8,8,11,{}
2026-01-24_v3.84,r00056,56,Bohn,BOHN,Refrigeration Unit Coolers,[],12,9,9,59,{}
2026-01-24_v3.84,r00057,57,Bohn,BOHN,Refrigeration Unit Coolers,[],18,11,11,39,{}
2026-01-24_v3.84,r00058,58,Bosch,BOSCH,Air Handler,[],11,8,8,6,{}
2026-01-24_v3.84,r00059,59,Bosch,BOSCH,Condenser,[],13,9,9,4,{}
2026-01-24_v3.84,r00060,60,Bosch,BOSCH,Condenser,[],16,12,12,7,{}
2026-01-24_v3.84,r00061,61,Bosch,BOSCH,Furnace,[],12,9,9,2,{}
2026-01-24_v3.84,r00062,62,Bosch,BOSCH,Mini-Split,[],20,12,12,19,{}
2026-01-24_v3.84,r00063,63,Bosch,BOSCH,Multi,[],15,13,13,21,{}
2026-01-24_v3.84,r00064,64,Bosch,BOSCH,Package,[],11,7,7,13,{}
2026-01-24_v3.84,r00065,65,Bosch,BOSCH,Package Rooftop Unit,[],14,10,10,7,{}
2026-01-24_v3.84,r00066,66,Bosch,BOSCH,Package Rooftop Unit,[],17,13,13,7,{}
2026-01-24_v3.84,r00067,67,Bosch/FHP,BOSCH/FHP,Water Source HP,[],10,6,6,12,{}
2026-01-24_v3.84,r00068,68,Bosch,BOSCH,Water Source HP,[],18,14,14,85,{}
2026-01-24_v3.84,r00069,69,Bosch,BOSCH,Water Source HP,[],37,36,36,107,{}
2026-01-24_v3.84,r00070,70,Bristol,BRISTOL,Compressor,[],11,10,10,79,{}
2026-01-24_v3.84,r00071,71,Crown,CROWN,Boiler,[],14,10,10,17,{}
2026-01-24_v3.84,r00072,72,Crown,CROWN,Boiler,[],14,10,10,19,{}
2026-01-24_v3.84,r00073,73,California Heat Pump,CALIFORNIA HEAT PUMP,Multi,[],14,6,10,29,{}
2026-01-24_v3.84,r00074,74,Carrier,CARRIER/ICP,Air Handler,[],10,5,5,19,{}
2026-01-24_v3.84,r00075,75,Carrier,CARRIER/ICP,Air Handler,[],10,7,7,2,{}
2026-01-24_v3.84,r00076,76,Carrier,CARRIER/ICP,Air Handler,[],12,7,7,14,{}
2026-01-24_v3.84,r00077,77,Carrier,CARRIER/ICP,Air Handler,[],12,9,9,9,{}
2026-01-24_v3.84,r00078,78,Carrier,CARRIER/ICP,Air Handler,[],12,9,9,9,{}
2026-01-24_v3.84,r00079,79,Carrier,CARRIER/ICP,Air Handler,[],12,10,10,8,{}
2026-01-24_v3.84,r00080,80,Carrier,CARRIER/ICP,Air Handler,[],16,9,9,17,{}
2026-01-24_v3.84,r00081,81,Carrier,CARRIER/ICP,Air Handler,[],18,12,12,13,{}
2026-01-24_v3.84,r00082,82,Carrier,CARRIER/ICP,Air Handler,[],18,10,10,21,{}
2026-01-24_v3.84,r00083,83,Carrier,CARRIER/ICP,Air Handler,[],18,14,14,7,{}
2026-01-24_v3.84,r00084,84,Carrier,CARRIER/ICP,Boiler,[],16,11,11,15,{}
2026-01-24_v3.84,r00085,85,Carrier,CARRIER/ICP,Chiller,[],13,8,7,8,{}
2026-01-24_v3.84,r00086,86,Carrier,CARRIER/ICP,Chiller,[],13,8,8,18,{}
2026-01-24_v3.84,r00087,87,Carrier,CARRIER/ICP,Chiller,[],16,9,9,26,{}
2026-01-24_v3.84,r00088,88,Carrier,CARRIER/ICP,Chiller,[],16,10,10,16,{}
2026-01-24_v3.84,r00089,89,Carrier,CARRIER/ICP,Chiller,[],16,10,10,22,{}
2026-01-24_v3.84,r00090,90,Carrier,CARRIER/ICP,Chiller,[],16,10,10,29,{}
2026-01-24_v3.84,r00091,91,Carrier,CARRIER/ICP,Chiller,[],16,11,11,42,{}
2026-01-24_v3.84,r00092,92,Carrier,CARRIER/ICP,Chiller,[],16,11,11,184,{}
2026-01-24_v3.84,r00093,93,Carrier,CARRIER/ICP,Chiller,[],17,12,12,108,{}
2026-01-24_v3.84,r00094,94,Carrier,CARRIER/ICP,Coil,[],9,7,7,9,{}
2026-01-24_v3.84,r00095,95,Carrier,CARRIER/ICP,Coil,[],10,3,3,1,{}
2026-01-24_v3.84,r00096,96,Carrier,CARRIER/ICP,Coil,[],12,8,8,14,{}
2026-01-24_v3.84,r00097,97,Carrier,CARRIER/ICP,Coil,[],12,10,10,8,{}
2026-01-24_v3.84,r00098,98,Carrier,CARRIER/ICP,Coil,[],12,10,10,9,{}
2026-01-24_v3.84,r00099,99,Carrier,CARRIER/ICP,Coil,[],14,10,10,14,{}
2026-01-24_v3.84,r00100,100,Carrier,CARRIER/ICP,Condenser,[],10,7,7,7,{}
2026-01-24_v3.84,r00101,101,Carrier,CARRIER/ICP,Condenser,[],10,7,7,14,{}
2026-01-24_v3.84,r00102,102,Carrier,CARRIER/ICP,Condenser,[],10,8,8,8,{}
2026-01-24_v3.84,r00103,103,Carrier,CARRIER/ICP,Condenser,[],11,5,5,17,{}
2026-01-24_v3.84,r00104,104,Carrier,CARRIER/ICP,Condenser,[],11,5,5,8,{}
2026-01-24_v3.84,r00105,105,Carrier,CARRIER/ICP,Condenser,[],11,5,5,5,{}
2026-01-24_v3.84,r00106,106,Carrier,CARRIER/ICP,Condenser,[],11,10,10,2,{}
2026-01-24_v3.84,r00107,107,Carrier,CARRIER/ICP,Condenser,[],12,7,7,14,{}
2026-01-24_v3.84,r00108,108,Carrier,CARRIER/ICP,Condenser,[],12,9,9,8,{}
2026-01-24_v3.84,r00109,109,Carrier,CARRIER/ICP,Condenser,[],12,10,10,10,{}
2026-01-24_v3.84,r00110,110,Carrier,CARRIER/ICP,Condenser,[],12,11,11,3,{}
2026-01-24_v3.84,r00111,111,Carrier,CARRIER/ICP,Condenser,[],13,8,8,3,{}
2026-01-24_v3.84,r00112,112,Carrier,CARRIER/ICP,Condenser,[],13,8,9,11,{}
2026-01-24_v3.84,r00113,113,Carrier,CARRIER/ICP,Condenser,[],13,10,10,11,{}
2026-01-24_v3.84,r00114,114,Carrier,CARRIER/ICP,Condenser,[],13,11,11,12,{}
2026-01-24_v3.84,r00115,115,Carrier,CARRIER/ICP,Condenser,[],14,7,7,9,{}
2026-01-24_v3.84,r00116,116,Carrier,CARRIER/ICP,Condenser,[],14,7,7,2,{}
2026-01-24_v3.84,r00117,117,Carrier,CARRIER/ICP,Condenser,[],14,8,8,0,{}
2026-01-24_v3.84,r00118,118,Carrier,CARRIER/ICP,Condenser,[],14,9,9,11,{}
2026-01-24_v3.84,r00119,119,Carrier,CARRIER/ICP,Condenser,[],14,11,11,8,{}
2026-01-24_v3.84,r00120,120,Carrier,CARRIER/ICP,Condenser,[],15,9,8,12,{}
2026-01-24_v3.84,r00121,121,Carrier,CARRIER/ICP,Condenser,[],15,9,9,13,{}
2026-01-24_v3.84,r00122,122,Carrier,CARRIER/ICP,Condenser,[],15,9,8,11,{}
2026-01-24_v3.84,r00123,123,Carrier,CARRIER/ICP,Condenser,[],15,11,11,20,{}
2026-01-24_v3.84,r00124,124,Carrier,CARRIER/ICP,Condenser,[],16,7,8,12,{}
2026-01-24_v3.84,r00125,125,Carrier,CARRIER/ICP,Condenser,[],16,7,7,10,{}
2026-01-24_v3.84,r00126,126,Carrier,CARRIER/ICP,Condenser,[],16,9,9,22,{}
2026-01-24_v3.84,r00127,127,Carrier,CARRIER/ICP,Condenser,[],16,11,11,36,{}
2026-01-24_v3.84,r00128,128,Carrier,CARRIER/ICP,Condenser,[],18,14,14,33,{}
2026-01-24_v3.84,r00129,129,Carrier,CARRIER/ICP,Condensing Furnace,[],13,5,5,6,{}
2026-01-24_v3.84,r00130,130,Carrier,CARRIER/ICP,Furnace,[],8,4,4,3,{}
2026-01-24_v3.84,r00131,131,Carrier,CARRIER/ICP,Furnace,[],11,5,4,17,{}
2026-01-24_v3.84,r00132,132,Carrier,CARRIER/ICP,Furnace,[],12,6,6,14,{}
2026-01-24_v3.84,r00133,133,Carrier,CARRIER/ICP,Furnace,[],12,8,8,3,{}
2026-01-24_v3.84,r00134,134,Carrier,CARRIER/ICP,Furnace,[],13,4,4,29,{}
2026-01-24_v3.84,r00135,135,Carrier,CARRIER/ICP,Furnace,[],13,5,5,8,{}
2026-01-24_v3.84,r00136,136,Carrier,CARRIER/ICP,Furnace,[],14,7,7,12,{}
2026-01-24_v3.84,r00137,137,Carrier,CARRIER/ICP,Furnace,[],16,11,11,19,{}
2026-01-24_v3.84,r00138,138,Carrier,CARRIER/ICP,Mini-Split,[],9,3,3,3,{}
2026-01-24_v3.84,r00139,139,Carrier,CARRIER/ICP,Mini-Split,[],11,5,7,9,{}
2026-01-24_v3.84,r00140,140,Carrier,CARRIER/ICP,Mini-Split,[],9,5,5,5,{}
2026-01-24_v3.84,r00141,141,Carrier,CARRIER/ICP,Mini-Split,[],9,5,5,11,{}
2026-01-24_v3.84,r00142,142,Carrier,CARRIER/ICP,Mini-Split,[],11,5,5,6,{}
2026-01-24_v3.84,r00143,143,Carrier,CARRIER/ICP,Mini-Split,[],12,8,8,4,{}
2026-01-24_v3.84,r00144,144,Carrier,CARRIER/ICP,Mini-Split,[],12,8,8,16,{}
2026-01-24_v3.84,r00145,145,Carrier,CARRIER/ICP,Mini-Split,[],12,9,9,29,{}
2026-01-24_v3.84,r00146,146,Carrier,CARRIER/ICP,Mini-Split,[],12,9,9,13,{}
2026-01-24_v3.84,r00147,147,Carrier,CARRIER/ICP,Mini-Split,[],12,10,10,10,{}
2026-01-24_v3.84,r00148,148,Carrier,CARRIER/ICP,Mini-Split,[],16,11,11,14,{}
2026-01-24_v3.84,r00149,149,Carrier,CARRIER/ICP,Oil Furnace,[],13,4,4,4,{}
2026-01-24_v3.84,r00150,150,Carrier,CARRIER/ICP,Package,[],10,4,4,28,{}
2026-01-24_v3.84,r00151,151,Carrier,CARRIER/ICP,Package,[],10,4,4,4,{}
2026-01-24_v3.84,r00152,152,Carrier,CARRIER/ICP,Package,[],10,5,5,1,{}
2026-01-24_v3.84,r00153,153,Carrier,CARRIER/ICP,Package,[],11,6,6,5,{}
2026-01-24_v3.84,r00154,154,Carrier,CARRIER/ICP,Package,[],11,7,7,18,{}
2026-01-24_v3.84,r00155,155,Carrier,CARRIER/ICP,Package,[],11,7,6,14,{}
2026-01-24_v3.84,r00156,156,Carrier,CARRIER/ICP,Package,[],11,8,8,6,{}
2026-01-24_v3.84,r00157,157,Carrier,CARRIER/ICP,Package,[],12,5,5,22,{}
2026-01-24_v3.84,r00158,158,Carrier,CARRIER/ICP,Package,[],13,5,5,2,{}
2026-01-24_v3.84,r00159,159,Carrier,CARRIER/ICP,Package,[],13,7,7,4,{}
2026-01-24_v3.84,r00160,160,Carrier,CARRIER/ICP,Package,[],14,6,6,12,{}
2026-01-24_v3.84,r00161,161,Carrier,CARRIER/ICP,Package,[],14,10,10,69,{}
2026-01-24_v3.84,r00162,162,Carrier,CARRIER/ICP,Package,[],14,10,10,45,{}
2026-01-24_v3.84,r00163,163,Carrier,CARRIER/ICP,Package,[],15,6,6,14,{}
2026-01-24_v3.84,r00164,164,Carrier,CARRIER/ICP,Package,[],15,8,8,5,{}
2026-01-24_v3.84,r00165,165,Carrier,CARRIER/ICP,Package,[],15,8,8,30,{}
2026-01-24_v3.84,r00166,166,Carrier,CARRIER/ICP,Package,[],16,7,7,21,{}
2026-01-24_v3.84,r00167,167,Carrier,CARRIER/ICP,Package,[],16,10,10,20,{}
2026-01-24_v3.84,r00168,168,Carrier,CARRIER/ICP,Package,[],16,11,11,37,{}
2026-01-24_v3.84,r00169,169,Carrier,CARRIER/ICP,Package,[],16,11,11,57,{}
2026-01-24_v3.84,r00170,170,Carrier,CARRIER/ICP,Package,[],17,12,12,40,{}
2026-01-24_v3.84,r00171,171,Carrier,CARRIER/ICP,Package,[],18,15,15,172,{}
2026-01-24_v3.84,r00172,172,Carrier,CARRIER/ICP,Package Rooftop Unit,[],8,6,6,42,{}
2026-01-24_v3.84,r00173,173,Carrier,CARRIER/ICP,Package Rooftop Unit,[],8,6,6,47,{}
2026-01-24_v3.84,r00174,174,Carrier,CARRIER/ICP,Package Rooftop Unit,[],10,6,6,33,{}
2026-01-24_v3.84,r00175,175,Carrier,CARRIER/ICP,Package Rooftop Unit,[],10,6,6,32,{}
2026-01-24_v3.84,r00176,176,Carrier,CARRIER/ICP,Package Rooftop Unit,[],13,9,9,24,{}
2026-01-24_v3.84,r00177,177,Carrier,CARRIER/ICP,Package Rooftop Unit,[],13,9,9,90,{}
2026-01-24_v3.84,r00178,178,Carrier,CARRIER/ICP,Package,[],14,8,8,3,{}
2026-01-24_v3.84,r00179,179,Carrier,CARRIER/ICP,Package Rooftop Unit,[],14,9,9,12,{}
2026-01-24_v3.84,r00180,180,Carrier,CARRIER/ICP,Package Rooftop Unit,[],14,10,10,110,{}
2026-01-24_v3.84,r00181,181,Carrier,CARRIER/ICP,Package Rooftop Unit,[],15,10,10,62,{}
2026-01-24_v3.84,r00182,182,Carrier,CARRIER/ICP,Package Rooftop Unit,[],16,10,10,135,{}
2026-01-24_v3.84,r00183,183,Carrier,CARRIER/ICP,Package Rooftop Unit,[],18,15,15,132,{}
2026-01-24_v3.84,r00184,184,Carrier,CARRIER/ICP,Package Rooftop Unit,[],18,15,15,143,{}
2026-01-24_v3.84,r00185,185,Carrier,CARRIER/ICP,Package Rooftop Unit,[],18,16,16,114,{}
2026-01-24_v3.84,r00186,186,Bryant,CARRIER/ICP,PTAC,[],13,9,9,14,{}
2026-01-24_v3.84,r00187,187,Carrier,CARRIER/ICP,VRF,[],12,8,8,16,{}
2026-01-24_v3.84,r00188,188,Carrier,CARRIER/ICP,VRF,[],14,10,10,5,{}
2026-01-24_v3.84,r00189,189,Carrier-Toshiba,CARRIER-TOSHIBA,VRF,[],18,12,12,10,{}
2026-01-24_v3.84,r00190,190,Carrier,CARRIER/ICP,Water Source HP,[],14,8,8,10,{}
2026-01-24_v3.84,r00191,191,Carrier,CARRIER/ICP,Water Source HP,[],14,9,8,8,{}
2026-01-24_v3.84,r00192,192,Carrier,CARRIER/ICP,Water Source HP,[],14,9,9,23,{}
2026-01-24_v3.84,r00193,193,Carrier,CARRIER/ICP,Water Source HP,[],14,9,9,41,{}
2026-01-24_v3.84,r00194,194,Carrier,CARRIER/ICP,Water Source HP,[],16,10,10,52,{}
2026-01-24_v3.84,r00195,195,Carrier,CARRIER/ICP,Water Source HP,[],16,11,11,72,{}
2026-01-24_v3.84,r00196,196,Carrier,CARRIER/ICP,Water Source HP,[],16,11,11,59,{}
2026-01-24_v3.84,r00197,197,Carrier,CARRIER/ICP,Water Source HP,[],16,11,11,35,{}
2026-01-24_v3.84,r00198,198,Carrier,CARRIER/ICP,Water Source HP,[],16,13,13,34,{}
2026-01-24_v3.84,r00199,199,Bryant,CARRIER/ICP,Air Handler,[],12,9,9,45,{}
2026-01-24_v3.84,r00200,200,Bryant,CARRIER/ICP,Air Handler,[],14,6,6,11,{}
2026-01-24_v3.84,r00201,201,Bryant,CARRIER/ICP,Air Handler,[],16,10,10,42,{}
2026-01-24_v3.84,r00202,202,Bryant,CARRIER/ICP,Coil,[],12,10,10,11,{}
2026-01-24_v3.84,r00203,203,Bryant,CARRIER/ICP,Condenser,[],9,5,5,0,{}
2026-01-24_v3.84,r00204,204,Bryant,CARRIER/ICP,Condenser,[],11,7,7,1,{}
2026-01-24_v3.84,r00205,205,Bryant,CARRIER/ICP,Condenser,[],14,6,7,1,{}
2026-01-24_v3.84,r00206,206,Bryant,CARRIER/ICP,Condenser,[],12,7,7,0,{}
2026-01-24_v3.84,r00207,207,Bryant,CARRIER/ICP,Condenser,[],12,11,11,0,{}
2026-01-24_v3.84,r00208,208,Bryant,CARRIER/ICP,Condenser,[],12,11,11,5,{}
2026-01-24_v3.84,r00209,209,Bryant,CARRIER/ICP,Condenser,[],13,11,11,6,{}
2026-01-24_v3.84,r00210,210,Bryant,CARRIER/ICP,Condenser,[],16,12,12,6,{}
2026-01-24_v3.84,r00211,211,Bryant,CARRIER/ICP,Condenser,[],17,14,14,23,{}
2026-01-24_v3.84,r00212,212,Bryant,CARRIER/ICP,Furnace,[],12,4,4,2,{}
2026-01-24_v3.84,r00213,213,Bryant,CARRIER/ICP,Furnace,[],12,5,5,8,{}
2026-01-24_v3.84,r00214,214,Bryant,CARRIER/ICP,Furnace,[],12,6,6,8,{}
2026-01-24_v3.84,r00215,215,Bryant,CARRIER/ICP,Furnace,[],16,12,12,18,{}
2026-01-24_v3.84,r00216,216,Bryant,CARRIER/ICP,Mini-Split,[],13,8,8,4,{}
2026-01-24_v3.84,r00217,217,Bryant,CARRIER/ICP,Multi,[],16,12,9,24,{}
2026-01-24_v3.84,r00218,218,Bryant,CARRIER/ICP,Package,[],12,6,6,0,{}
2026-01-24_v3.84,r00219,219,Bryant,CARRIER/ICP,Package,[],13,8,8,9,{}
2026-01-24_v3.84,r00220,220,Bryant,CARRIER/ICP,Package,[],14,6,6,3,{}
2026-01-24_v3.84,r00221,221,Bryant,CARRIER/ICP,Package,[],14,8,8,1,{}
2026-01-24_v3.84,r00222,222,Bryant,CARRIER/ICP,Package,[],14,8,8,18,{}
2026-01-24_v3.84,r00223,223,Bryant,CARRIER/ICP,Package,[],15,9,9,23,{}
2026-01-24_v3.84,r00224,224,Bryant,CARRIER/ICP,Package,[],16,9,9,6,{}
2026-01-24_v3.84,r00225,225,Bryant,CARRIER/ICP,Package,[],16,10,10,17,{}
2026-01-24_v3.84,r00226,226,Bryant,CARRIER/ICP,Package Rooftop Unit,[],17,11,11,59,{}
2026-01-24_v3.84,r00227,227,Magic Aire,MAGIC AIRE,Air Handler,[],14,11,11,44,{}
2026-01-24_v3.84,r00228,228,Magic Aire,MAGIC AIRE,Air Handler,[],23,20,20,157,{}
2026-01-24_v3.84,r00229,229,Payne,PAYNE,Air Handler,[],12,8,8,7,{}
2026-01-24_v3.84,r00230,230,Payne,PAYNE,Air Handler,[],12,8,8,2,{}
2026-01-24_v3.84,r00231,231,Payne,PAYNE,Air Handler,[],12,9,9,5,{}
2026-01-24_v3.84,r00232,232,Payne,PAYNE,Condenser,[],9,6,6,1,{}
2026-01-24_v3.84,r00233,233,Payne,PAYNE,Condenser,[],12,9,9,5,{}
2026-01-24_v3.84,r00234,234,Payne,PAYNE,Condenser,[],16,9,9,14,{}
2026-01-24_v3.84,r00235,235,Payne,PAYNE,Furnace,[],12,4,4,2,{}
2026-01-24_v3.84,r00236,236,Payne,PAYNE,Furnace,[],14,10,10,5,{}
2026-01-24_v3.84,r00237,237,Payne,PAYNE,Furnace,[],14,10,10,7,{}
2026-01-24_v3.84,r00238,238,Payne,PAYNE,Furnace,[],16,10,10,4,{}
2026-01-24_v3.84,r00239,239,Payne,PAYNE,Furnace,[],16,12,12,4,{}
2026-01-24_v3.84,r00240,240,Payne,PAYNE,Mini-Split,[],12,9,9,10,{}
2026-01-24_v3.84,r00241,241,Payne,PAYNE,Package,[],7,5,5,4,{}
2026-01-24_v3.84,r00242,242,Payne,PAYNE,Package,[],16,12,12,20,{}
2026-01-24_v3.84,r00243,243,Payne,PAYNE,Package,[],16,12,12,11,{}
2026-01-24_v3.84,r00244,244,Carrier-Toshiba,CARRIER-TOSHIBA,Multi,[],17,12,12,16,{}
2026-01-24_v3.84,r00245,245,Carrier-Toshiba,CARRIER-TOSHIBA,Multi,[],18,13,13,16,{}
2026-01-24_v3.84,r00246,246,Heatcraft,HEATCRAFT,Refrigeration Unit Coolers,[],10,7,7,20,{}
2026-01-24_v3.84,r00247,247,Heatcraft,HEATCRAFT,Refrigeration Unit Coolers,[],10,9,8,20,{}
2026-01-24_v3.84,r00248,248,Cold Zone,COLD ZONE,Condenser,[],11,8,8,16,{}
2026-01-24_v3.84,r00249,249,Comfort Star,COMFORT STAR,Condenser,[],8,3,3,2,{}
2026-01-24_v3.84,r00250,250,Comfort Star,COMFORT STAR,Condenser,[],9,5,5,1,{}
2026-01-24_v3.84,r00251,251,Comfort Star,COMFORT STAR,Condenser,[],11,7,7,2,{}
2026-01-24_v3.84,r00252,252,Comfort Star,COMFORT STAR,Mini-Split,[],11,4,4,8,{}
2026-01-24_v3.84,r00253,253,Comfort Star,COMFORT STAR,Mini-Split,[],13,5,5,8,{}
2026-01-24_v3.84,r00254,254,Commercial Aire Products,COMMERCIAL AIRE PRODUCTS,Air Handler,[],18,13,13,28,{}
2026-01-24_v3.84,r00255,255,Consolidated Industries,CONSOLIDATED INDUSTRIES,Furnace,[],10,8,8,22,{}
2026-01-24_v3.84,r00256,256,Compu-Aire,COMPU-AIRE,Package,[],7,6,6,8,{}
2026-01-24_v3.84,r00257,257,Compu-Aire,COMPU-AIRE,Package,[],9,7,7,8,{}
2026-01-24_v3.84,r00258,258,Compu-Aire,COMPU-AIRE,Package,[],10,7,7,8,{}
2026-01-24_v3.84,r00259,259,Copeland,COPELAND,Compressor,[],12,9,9,38,{}
2026-01-24_v3.84,r00260,260,Copeland,COPELAND,Compressor,[],12,10,10,21,{}
2026-01-24_v3.84,r00261,261,Copeland,COPELAND,Compressor,[],13,10,10,31,{}
2026-01-24_v3.84,r00262,262,Copeland,COPELAND,Compressor,[],13,11,11,23,{}
2026-01-24_v3.84,r00263,263,Copeland,COPELAND,Compressor,[],13,11,11,37,{}
2026-01-24_v3.84,r00264,264,Copeland,COPELAND,Compressor,[],14,11,11,47,{}
2026-01-24_v3.84,r00265,265,Copeland,COPELAND,Compressor,[],14,7,7,20,{}
2026-01-24_v3.84,r00266,266,Copeland,COPELAND,Compressor,[],15,11,11,46,{}
2026-01-24_v3.84,r00267,267,Copeland,COPELAND,Compressor,[],17,13,13,40,{}
2026-01-24_v3.84,r00268,268,Copeland,COPELAND,Refrigeration Unit Coolers,[],17,13,13,12,{}
2026-01-24_v3.84,r00269,269,Copeland,COPELAND,Refrigeration Unit Coolers,[],18,16,16,69,{}
2026-01-24_v3.84,r00270,270,Daikin,GOODMAN/AMANA/DAIKIN,Air Handler,[],7,4,4,2,{}
2026-01-24_v3.84,r00271,271,Daikin,GOODMAN/AMANA/DAIKIN,Air Handler,[],9,6,6,2,{}
2026-01-24_v3.84,r00272,272,Daikin,GOODMAN/AMANA/DAIKIN,Air Handler,[],9,8,8,7,{}
2026-01-24_v3.84,r00273,273,Daikin,GOODMAN/AMANA/DAIKIN,Air Handler,[],10,6,6,13,{}
