rule_type,brand,style_name,serial_regex,date_fields,example_serials,decade_ambiguity,guidance_action,guidance_text,evidence_excerpt,source_url,retrieved_on
decode,APCO,Style 1: 00 99 20304091,^\d{12}$,"{""year"": {""positions"": {""start"": 3, ""end"": 4}}}","[""009920304091""]","{""is_ambiguous"": true, ""notes"": ""Year not 4 digits""}",,,Year of manufacture can be determined by using the 3 rd & 4 th positions of the serial number,https://www.building-center.org/addison-hvac-age/,2026-01-25T03:33:37Z
decode,APCO,Style 2: 07 10 -043-115-0006,^\d{4}[A-Z0-9-]\d{3}[A-Z0-9-]\d{3}[A-Z0-9-]\d{4}$,"{""year"": {""positions"": {""start"": 1, ""end"": 2}}}","[""0710-043-115-0006""]","{""is_ambiguous"": true, ""notes"": ""Year not 4 digits""}",,,"Year of manufacture can be determined by using the 1 st & 2 nd positions of the serial number
Note: This is a Roberts-Gordon style number",https://www.building-center.org/addison-hvac-age/,2026-01-25T03:33:37Z
decode,APCO,Style 3: 2 86 07 168189,^\d{11}$,"{""year"": {""positions"": {""start"": 2, ""end"": 3}}}","[""28607168189""]","{""is_ambiguous"": true, ""notes"": ""Year not 4 digits""}",,,"Year of manufacture can be determined by using the 2 nd & 3 rd positions of the serial number
Note: This is a pre-1990 style number
Addison (APCO)® History¹ 1949 - Addison Products Company (APCO) foun",https://www.building-center.org/addison-hvac-age/,2026-01-25T03:33:37Z
guidance,Adirondack-Aire,Style 1: Unknown,,{},[],"{""is_ambiguous"": true, ""notes"": ""No year position instructions found""}",no_data,Legend: Year is RED ;  Month is GREEN ; Week is BLUE,Legend: Year is RED ;  Month is GREEN ; Week is BLUE,https://www.building-center.org/adirondackaire-hvac-age/,2026-01-25T03:33:38Z
guidance,Adirondack-Aire,Style 1: Unknown,,"{""year"": {""positions"": {""start"": 4, ""end"": 6}}}",[],"{""is_ambiguous"": true, ""notes"": ""No validated example serial for this style""}",pattern_no_example,"Unfortunately we are unable to determine the date of manufacture or age of these units. Perhaps you can assist us in our research with additional information.
Email us at [email protected]
Using the ANSI or CSA standards to determine approximate Date of Manufacture.
Most manufacturers today are required to include the manufacture compliance standard on the data tag. For the U.S. the compliance standard is typically from the American National Standards Institute (ANSI). For Canada, a common standard compliance is through the Canada Standards Association Group (CSA). Many times both standards are listed. Regardless, the specific standard will normally be listed on the data tag/plate and followed by the YEAR of the last revision (often the year is placed in parenthesis or follows the hyphen a","Unfortunately we are unable to determine the date of manufacture or age of these units. Perhaps you can assist us in our research with additional information.
Email us at [email protected]
Using the A",https://www.building-center.org/adirondackaire-hvac-age/,2026-01-25T03:33:38Z
guidance,ADP,Style 1: 56,,{},[],"{""is_ambiguous"": true, ""notes"": ""No year position instructions found""}",no_data,"10 M 00000
Legend: Year is RED ;  Month is GREEN ; Week is BLUE","10 M 00000
Legend: Year is RED ;  Month is GREEN ; Week is BLUE",https://www.building-center.org/adp-hvac-age/,2026-01-25T03:33:39Z
decode,ADP,Style 1: 56 10 M 00000,^\d{4}[M]\d{5}$,"{""year"": {""positions"": {""start"": 3, ""end"": 4}}, ""month"": {""positions"": {""start"": 5, ""end"": 5}}}","[""5610M00000""]","{""is_ambiguous"": true, ""notes"": ""Year not 4 digits""}",,,"Year of manufacture can be determined by using the 3 rd & 4 th positions of the serial number
Month of manufacture can be determined by using the 5 th position of the serial number (See chart below)
A",https://www.building-center.org/adp-hvac-age/,2026-01-25T03:33:39Z
guidance,Advantage,Style 2: 76507,,{},[],"{""is_ambiguous"": true, ""notes"": ""No year position instructions found""}",no_data,Legend: Year is RED ;  Month is GREEN ; Week is BLUE,Legend: Year is RED ;  Month is GREEN ; Week is BLUE,https://www.building-center.org/advantage-hvac-age/,2026-01-25T03:33:40Z
guidance,AEC,Style 1:,,{},[],"{""is_ambiguous"": true, ""notes"": ""No year position instructions found""}",no_data,"98 B 0552
Legend: Year is RED ;  Month is GREEN ; Week is BLUE","98 B 0552
Legend: Year is RED ;  Month is GREEN ; Week is BLUE",https://www.building-center.org/aec-hvac-age/,2026-01-25T03:33:42Z
decode,AEC,Style 1: 98 B 0552,^\d{2}[B]\d{4}$,"{""year"": {""positions"": {""start"": 1, ""end"": 2}}, ""month"": {""positions"": {""start"": 3, ""end"": 3}}}","[""98B0552""]","{""is_ambiguous"": true, ""notes"": ""Year not 4 digits""}",,,"Year of manufacture can be determined by using the 1 st & 2 nd positions of the serial number
Month of manufacture can be determined by using the 3 rd positions of the serial number (See chart below)
",https://www.building-center.org/aec-hvac-age/,2026-01-25T03:33:42Z
guidance,AERO,Style 1:,,{},[],"{""is_ambiguous"": true, ""notes"": ""No year position instructions found""}",no_data,02 09 12345,02 09 12345,https://www.building-center.org/aero-hvac-age/,2026-01-25T03:33:43Z
guidance,AERO,Style 2:,,{},[],"{""is_ambiguous"": true, ""notes"": ""No year position instructions found""}",no_data,"03 06 B 1377
Legend: Year is RED ;  Month is GREEN ; Week is BLUE","03 06 B 1377
Legend: Year is RED ;  Month is GREEN ; Week is BLUE",https://www.building-center.org/aero-hvac-age/,2026-01-25T03:33:43Z
decode,AERO,Style 1: 02 09 12345,^\d{9}$,"{""year"": {""positions"": {""start"": 1, ""end"": 2}}, ""month"": {""positions"": {""start"": 3, ""end"": 4}}}","[""020912345""]","{""is_ambiguous"": true, ""notes"": ""Year not 4 digits""}",,,"Year of manufacture can be determined by using the 1 st & 2 nd positions of the serial number
Month of manufacture can be determined by using the 3 rd & 4 th positions of the serial number",https://www.building-center.org/aero-hvac-age/,2026-01-25T03:33:43Z
decode,AERO,Style 2: 03 06 B 1377,^\d{4}[B]\d{4}$,"{""year"": {""positions"": {""start"": 1, ""end"": 2}}, ""month"": {""positions"": {""start"": 3, ""end"": 4}}}","[""0306B1377""]","{""is_ambiguous"": true, ""notes"": ""Year not 4 digits""}",,,"Note: This style from an oil-fired water heater manufactured by Aero under the Bradford White brand (after acquisition in 2002)
Year of manufacture can be determined by using the 1 st & 2 nd positions",https://www.building-center.org/aero-hvac-age/,2026-01-25T03:33:43Z
guidance,Aeroflo,Style 1: UNKNOWN,,{},[],"{""is_ambiguous"": true, ""notes"": ""No year position instructions found""}",no_data,Legend: Year is RED ;  Month is GREEN ; Week is BLUE,Legend: Year is RED ;  Month is GREEN ; Week is BLUE,https://www.building-center.org/aeroflo-hvac-age/,2026-01-25T03:33:44Z
guidance,Aeroflo,Style 1: Unknown,,"{""year"": {""positions"": {""start"": 4, ""end"": 6}}}",[],"{""is_ambiguous"": true, ""notes"": ""No validated example serial for this style""}",pattern_no_example,"Unfortunately we are unable to determine the date of manufacture or age of these units. Perhaps you can assist us in our research with additional information.
Email us at [email protected]
Using the ANSI or CSA standards to determine approximate Date of Manufacture.
Most manufacturers today are required to include the manufacture compliance standard on the data tag. For the U.S. the compliance standard is typically from the American National Standards Institute (ANSI). For Canada, a common standard compliance is through the Canada Standards Association Group (CSA). Many times both standards are listed. Regardless, the specific standard will normally be listed on the data tag/plate and followed by the YEAR of the last revision (often the year is placed in parenthesis or follows the hyphen a","Unfortunately we are unable to determine the date of manufacture or age of these units. Perhaps you can assist us in our research with additional information.
Email us at [email protected]
Using the A",https://www.building-center.org/aeroflo-hvac-age/,2026-01-25T03:33:44Z
guidance,AeroSys Incorporated,Style 1: E03 CW4F361,,{},[],"{""is_ambiguous"": true, ""notes"": ""Year positions not captured from text; chart/image likely required""}",chart_required,Year positions not captured from text; chart/manual review required. Images: https://building-center.org/wp-content/uploads/2017/08/AeroSys-Incorporated1-HVAC-Age.jpg,Every effort is undertaken to offer you correct and concise information to assist you in determining the age or manufacture date of water heating equipment. Anytime anyone is dealing with numbers and ,https://www.building-center.org/aerosys-incorporated-hvac-age/,2026-01-25T03:33:45Z
guidance,Air Star,Style 1:,,{},[],"{""is_ambiguous"": true, ""notes"": ""No year position instructions found""}",no_data,"85 03 04091
Legend: Year is RED ;  Month is GREEN ; Week is BLUE","85 03 04091
Legend: Year is RED ;  Month is GREEN ; Week is BLUE",https://www.building-center.org/air-star-hvac-age/,2026-01-25T03:33:53Z
decode,Air Star,Style 1: 85 03 04091,^\d{9}$,"{""year"": {""positions"": {""start"": 1, ""end"": 2}}, ""month"": {""positions"": {""start"": 3, ""end"": 4}}}","[""850304091""]","{""is_ambiguous"": true, ""notes"": ""Year not 4 digits""}",,,"Year of manufacture can be determined by using the 1 st & 2 nd positions of the serial number
Month of manufacture can be determined by using the 3 rd & 4 th positions of the serial number
Air Star® H",https://www.building-center.org/air-star-hvac-age/,2026-01-25T03:33:53Z
guidance,AIRBLOC,Style 1: GBB030708229,,{},[],"{""is_ambiguous"": true, ""notes"": ""No year position instructions found""}",no_data,Style 1: GBB030708229,Style 1: GBB030708229,https://www.building-center.org/airbloc-hvac-age/,2026-01-25T03:33:46Z
guidance,AIRBLOC,Style 2: F3891 4228,,{},[],"{""is_ambiguous"": true, ""notes"": ""No year position instructions found""}",no_data,Style 2: F3891 4228,Style 2: F3891 4228,https://www.building-center.org/airbloc-hvac-age/,2026-01-25T03:33:46Z
guidance,AIRBLOC,Style 3: G6R9905-05028,,{},[],"{""is_ambiguous"": true, ""notes"": ""No year position instructions found""}",no_data,Style 3: G6R9905-05028,Style 3: G6R9905-05028,https://www.building-center.org/airbloc-hvac-age/,2026-01-25T03:33:46Z
guidance,AIRBLOC,Style 4: M 1 G 9807 – 05432,,{},[],"{""is_ambiguous"": true, ""notes"": ""No year position instructions found""}",no_data,Style 4: M 1 G 9807 – 05432,Style 4: M 1 G 9807 – 05432,https://www.building-center.org/airbloc-hvac-age/,2026-01-25T03:33:46Z
guidance,AIRBLOC,Style 5: E2E-9705 01234,,{},[],"{""is_ambiguous"": true, ""notes"": ""No year position instructions found""}",no_data,Style 5: E2E-9705 01234,Style 5: E2E-9705 01234,https://www.building-center.org/airbloc-hvac-age/,2026-01-25T03:33:46Z
guidance,AIRBLOC,Style 1: GBB 0307 08229,,{},[],"{""is_ambiguous"": true, ""notes"": ""Year positions not captured from text; chart/image likely required""}",chart_required,"Year positions not captured from text; chart/manual review required. Images: https://building-center.org/wp-content/uploads/2016/04/NORDYNE-1-Serial-Number.jpg, https://building-center.org/wp-content/uploads/2016/04/NORDYNE-1a-Serial_Model-Data.jpg",Description: Twelve (12) character serial number.  Begins with three (3) letter digits followed by nine (9) numerical digits.,https://www.building-center.org/airbloc-hvac-age/,2026-01-25T03:33:46Z
guidance,AIRBLOC,Style 2: F3 89 1 4228,,{},[],"{""is_ambiguous"": true, ""notes"": ""Year positions not captured from text; chart/image likely required""}",chart_required,"Year positions not captured from text; chart/manual review required. Images: https://building-center.org/wp-content/uploads/2016/04/NORDYNE-2.jpg, https://building-center.org/wp-content/uploads/2016/04/NORDYNE-2a-Serial_Model-Data.jpg",Description: Nine (9) character serial number (does not count the space).  Begins with one (1) letter and ends with eight (8) numerical digits.,https://www.building-center.org/airbloc-hvac-age/,2026-01-25T03:33:46Z
guidance,AIRBLOC,Style 3: G6R 9905 -05028,,{},[],"{""is_ambiguous"": true, ""notes"": ""Year positions not captured from text; chart/image likely required""}",chart_required,Year positions not captured from text; chart/manual review required. Images: https://building-center.org/wp-content/uploads/2016/04/NORDYNE-3-Serial-Number.jpg,"Description:  Twelve (12) character serial number.  Begins with a single letter, followed by a single number, then another single letter and ends with four numerical digits, followed by a dash (-) and",https://www.building-center.org/airbloc-hvac-age/,2026-01-25T03:33:46Z
guidance,AIRBLOC,Style 4: M 1 G 9807 – 05432,,{},[],"{""is_ambiguous"": true, ""notes"": ""Year positions not captured from text; chart/image likely required""}",chart_required,Year positions not captured from text; chart/manual review required. Images: https://building-center.org/wp-content/uploads/2016/04/NORDYNE-4-Serial-Number.jpg,Description:  Thirteen (13) character serial number (includes the (-) but not the spaces).,https://www.building-center.org/airbloc-hvac-age/,2026-01-25T03:33:46Z
guidance,AIRBLOC,Style 4: E2E- 9705 01234,,{},[],"{""is_ambiguous"": true, ""notes"": ""Year positions not captured from text; chart/image likely required""}",chart_required,Year positions not captured from text; chart/manual review required. Images: https://building-center.org/wp-content/uploads/2016/04/NORDYNE-5-Serial-Number.jpg,"Description:  Thirteen (13) character serial number (includes dash (-) but not spaces).  Serial number begins with a letter followed by a number then another letter, dash(-) and ends with nine (9) num",https://www.building-center.org/airbloc-hvac-age/,2026-01-25T03:33:46Z
guidance,AIRCO,Style 1:,,{},[],"{""is_ambiguous"": true, ""notes"": ""No year position instructions found""}",no_data,12 07 A 012064,12 07 A 012064,https://www.building-center.org/airco-hvac-age/,2026-01-25T03:33:45Z
guidance,AIRCO,Style 2:,,{},[],"{""is_ambiguous"": true, ""notes"": ""No year position instructions found""}",no_data,"H T YL54759
Legend: Year is RED ;  Month is GREEN ; Week is BLUE","H T YL54759
Legend: Year is RED ;  Month is GREEN ; Week is BLUE",https://www.building-center.org/airco-hvac-age/,2026-01-25T03:33:45Z
decode,AIRCO,Style 1: 12 07 A 012064,^\d{4}[A]\d{6}$,"{""year"": {""positions"": {""start"": 3, ""end"": 4}}, ""month"": {""positions"": {""start"": 5, ""end"": 5}}}","[""1207A012064""]","{""is_ambiguous"": true, ""notes"": ""Year not 4 digits""}",,,"Year of manufacture can be determined by using the 3 rd & 4 th positions of the serial number
Month of manufacture can be determined by using the 5 th character of the serial number (See Chart Below)",https://www.building-center.org/airco-hvac-age/,2026-01-25T03:33:45Z
decode,AIRCO,Style 2: H T YL54759,^[H][T][Y][L]\d{5}$,"{""year"": {""positions"": {""start"": 2, ""end"": 2}}, ""month"": {""positions"": {""start"": 1, ""end"": 1}}}","[""HTYL54759""]","{""is_ambiguous"": true, ""notes"": ""Year not 4 digits""}",,,"Month of manufacture can be determined by using the 1 st character of the serial number (See Chart Below)
Year of manufacture can be determined by using the 2 nd character of the serial number (See Ch",https://www.building-center.org/airco-hvac-age/,2026-01-25T03:33:45Z
guidance,Aire-Flo,Style 1:,,{},[],"{""is_ambiguous"": true, ""notes"": ""No year position instructions found""}",no_data,"16 06 B 13871
Legend: Year is RED ;  Month is GREEN ; Week is BLUE","16 06 B 13871
Legend: Year is RED ;  Month is GREEN ; Week is BLUE",https://www.building-center.org/aire-flo-hvac-age/,2026-01-25T03:33:49Z
decode,Aire-Flo,Style 1: 16 06 B 13871,^\d{4}[B]\d{5}$,"{""year"": {""positions"": {""start"": 3, ""end"": 4}}, ""month"": {""positions"": {""start"": 5, ""end"": 5}}}","[""1606B13871""]","{""is_ambiguous"": true, ""notes"": ""Year not 4 digits""}",,,"Year of manufacture can be determined by using the 3 rd & 4 th positions of the serial number
Month of manufacture can be determined by using the 5 th position of the serial number (See Chart Below)
A",https://www.building-center.org/aire-flo-hvac-age/,2026-01-25T03:33:49Z
guidance,AirEase,Style 1:,,{},[],"{""is_ambiguous"": true, ""notes"": ""No year position instructions found""}",no_data,16 06 B 13871,16 06 B 13871,https://www.building-center.org/airease-hvac-age/,2026-01-25T03:33:47Z
guidance,AirEase,Style 2: C89274,,{},[],"{""is_ambiguous"": true, ""notes"": ""No year position instructions found""}",no_data,A A C,A A C,https://www.building-center.org/airease-hvac-age/,2026-01-25T03:33:47Z
guidance,AirEase,Style 3:,,{},[],"{""is_ambiguous"": true, ""notes"": ""No year position instructions found""}",no_data,15 A 67 JA098,15 A 67 JA098,https://www.building-center.org/airease-hvac-age/,2026-01-25T03:33:47Z
guidance,AirEase,Style 4: 414072,,{},[],"{""is_ambiguous"": true, ""notes"": ""No year position instructions found""}",no_data,"03 28
Legend: Year is RED ;  Month is GREEN ; Week is LIGHT BLUE ; Day is BLUE","03 28
Legend: Year is RED ;  Month is GREEN ; Week is LIGHT BLUE ; Day is BLUE",https://www.building-center.org/airease-hvac-age/,2026-01-25T03:33:47Z
decode,AirEase,Style 1: 16 06 B 13871,^\d{4}[B]\d{5}$,"{""year"": {""positions"": {""start"": 3, ""end"": 4}}, ""month"": {""positions"": {""start"": 5, ""end"": 5}}}","[""1606B13871""]","{""is_ambiguous"": true, ""notes"": ""Year not 4 digits""}",,,"Year of manufacture can be determined by using the 3 rd & 4 th positions of the serial number
Month of manufacture can be determined by using the 5 th position of the serial number (See Chart Below)",https://www.building-center.org/airease-hvac-age/,2026-01-25T03:33:47Z
decode,AirEase,Style 2: C89274 A A C,^[C]\d{5}[A]{2}[C]$,"{""year"": {""positions"": {""start"": 8, ""end"": 8}}, ""month"": {""positions"": {""start"": 7, ""end"": 7}}}","[""C89274AAC""]","{""is_ambiguous"": true, ""notes"": ""Year not 4 digits""}",,,"Month of manufacture can be determined by using the 7 th position of the serial number (See Chart Below)
Year of manufacture can be determined by using the 8 th position of the serial number (See Char",https://www.building-center.org/airease-hvac-age/,2026-01-25T03:33:47Z
decode,AirEase,Style 3: 15 A 67 JA09,^\d{2}[A]\d{2}[J][A]\d{2}$,"{""year"": {""positions"": {""start"": 4, ""end"": 5}}, ""month"": {""positions"": {""start"": 3, ""end"": 3}}, ""day"": {""positions"": {""start"": 1, ""end"": 2}}}","[""15A67JA09""]","{""is_ambiguous"": true, ""notes"": ""Year not 4 digits""}",,,"Day of manufacture can be determined by using the 1 st & 2 nd positions of the serial number
Month of manufacture can be determined by using the 3 rd position of the serial number (See Chart Below)
Ye",https://www.building-center.org/airease-hvac-age/,2026-01-25T03:33:47Z
decode,AirEase,Style 4: 414072 03 28,^\d{10}$,"{""year"": {""positions"": {""start"": 7, ""end"": 8}}, ""week"": {""positions"": {""start"": 9, ""end"": 10}}}","[""4140720328""]","{""is_ambiguous"": true, ""notes"": ""Year not 4 digits""}",,,"Year of manufacture can be determined by using the 7 th &8 th positions of the serial number
Week of manufacture can be determined by using the 9 th & 10 th positions of the serial number
AirEase® His",https://www.building-center.org/airease-hvac-age/,2026-01-25T03:33:47Z
guidance,Johnson,Style 1:,,{},[],"{""is_ambiguous"": true, ""notes"": ""No year position instructions found""}",no_data,16 06 B 13871,16 06 B 13871,https://www.building-center.org/airease-johnson-hvac-age/,2026-01-25T03:33:48Z
guidance,Johnson,Style 2: C89274,,{},[],"{""is_ambiguous"": true, ""notes"": ""No year position instructions found""}",no_data,A A C,A A C,https://www.building-center.org/airease-johnson-hvac-age/,2026-01-25T03:33:48Z
guidance,Johnson,Style 3:,,{},[],"{""is_ambiguous"": true, ""notes"": ""No year position instructions found""}",no_data,15 A 67 JA098,15 A 67 JA098,https://www.building-center.org/airease-johnson-hvac-age/,2026-01-25T03:33:48Z
guidance,Johnson,Style 4: 414072,,{},[],"{""is_ambiguous"": true, ""notes"": ""No year position instructions found""}",no_data,"03 28
Legend: Year is RED ;  Month is GREEN ; Week is LIGHT BLUE ; Day is BLUE","03 28
Legend: Year is RED ;  Month is GREEN ; Week is LIGHT BLUE ; Day is BLUE",https://www.building-center.org/airease-johnson-hvac-age/,2026-01-25T03:33:48Z
decode,Johnson,Style 1: 16 06 B 13871,^\d{4}[B]\d{5}$,"{""year"": {""positions"": {""start"": 3, ""end"": 4}}, ""month"": {""positions"": {""start"": 5, ""end"": 5}}}","[""1606B13871""]","{""is_ambiguous"": true, ""notes"": ""Year not 4 digits""}",,,"Year of manufacture can be determined by using the 3 rd & 4 th positions of the serial number
Month of manufacture can be determined by using the 5 th position of the serial number (See Chart Below)",https://www.building-center.org/airease-johnson-hvac-age/,2026-01-25T03:33:48Z
decode,Johnson,Style 2: C89274 A A C,^[C]\d{5}[A]{2}[C]$,"{""year"": {""positions"": {""start"": 8, ""end"": 8}}, ""month"": {""positions"": {""start"": 7, ""end"": 7}}}","[""C89274AAC""]","{""is_ambiguous"": true, ""notes"": ""Year not 4 digits""}",,,"Month of manufacture can be determined by using the 7 th position of the serial number (See Chart Below)
Year of manufacture can be determined by using the 8 th position of the serial number (See Char",https://www.building-center.org/airease-johnson-hvac-age/,2026-01-25T03:33:48Z
