rule_type,brand,style_name,serial_regex,date_fields,example_serials,decade_ambiguity,guidance_action,guidance_text,evidence_excerpt,source_url,retrieved_on
decode,AEC,Style 1: 98 B 0552,^\d{2}[B]\d{4}$,"{""year"": {""positions"": {""start"": 1, ""end"": 2}}, ""month"": {""positions"": {""start"": 3, ""end"": 3}}}","[""98B0552""]","{""is_ambiguous"": true, ""notes"": ""Year not 4 digits""}",,,"Year of manufacture can be determined by using the 1 st & 2 nd positions of the serial number
Month of manufacture can be determined by using the 3 rd positions of the serial number (See chart below)
",https://www.building-center.org/aec-hvac-age/,2026-01-25T03:33:42Z
decode,AERO,Style 1: 02 09 12345,^\d{9}$,"{""year"": {""positions"": {""start"": 1, ""end"": 2}}, ""month"": {""positions"": {""start"": 3, ""end"": 4}}}","[""020912345""]","{""is_ambiguous"": true, ""notes"": ""Year not 4 digits""}",,,"Year of manufacture can be determined by using the 1 st & 2 nd positions of the serial number
Month of manufacture can be determined by using the 3 rd & 4 th positions of the serial number",https://www.building-center.org/aero-hvac-age/,2026-01-25T03:33:43Z
decode,AERO,Style 2: 03 06 B 1377,^\d{4}[B]\d{4}$,"{""year"": {""positions"": {""start"": 1, ""end"": 2}}, ""month"": {""positions"": {""start"": 3, ""end"": 4}}}","[""0306B1377""]","{""is_ambiguous"": true, ""notes"": ""Year not 4 digits""}",,,"Note: This style from an oil-fired water heater manufactured by Aero under the Bradford White brand (after acquisition in 2002)
Year of manufacture can be determined by using the 1 st & 2 nd positions",https://www.building-center.org/aero-hvac-age/,2026-01-25T03:33:43Z
guidance,Aeroflo,Style 1: Unknown,,"{""year"": {""positions"": {""start"": 4, ""end"": 6}}}",[],"{""is_ambiguous"": true, ""notes"": ""No validated example serial for this style""}",pattern_no_example,"Unfortunately we are unable to determine the date of manufacture or age of these units. Perhaps you can assist us in our research with additional information.
Email us at [email protected]
Using the ANSI or CSA standards to determine approximate Date of Manufacture.
Most manufacturers today are required to include the manufacture compliance standard on the data tag. For the U.S. the compliance standard is typically from the American National Standards Institute (ANSI). For Canada, a common standard compliance is through the Canada Standards Association Group (CSA). Many times both standards are listed. Regardless, the specific standard will normally be listed on the data tag/plate and followed by the YEAR of the last revision (often the year is placed in parenthesis or follows the hyphen a","Unfortunately we are unable to determine the date of manufacture or age of these units. Perhaps you can assist us in our research with additional information.
Email us at [email protected]
Using the A",https://www.building-center.org/aeroflo-hvac-age/,2026-01-25T03:33:44Z
decode,Air Star,Style 1: 85 03 04091,^\d{9}$,"{""year"": {""positions"": {""start"": 1, ""end"": 2}}, ""month"": {""positions"": {""start"": 3, ""end"": 4}}}","[""850304091""]","{""is_ambiguous"": true, ""notes"": ""Year not 4 digits""}",,,"Year of manufacture can be determined by using the 1 st & 2 nd positions of the serial number
Month of manufacture can be determined by using the 3 rd & 4 th positions of the serial number
Air Star® H",https://www.building-center.org/air-star-hvac-age/,2026-01-25T03:33:53Z
decode,AIRCO,Style 1: 12 07 A 012064,^\d{4}[A]\d{6}$,"{""year"": {""positions"": {""start"": 3, ""end"": 4}}, ""month"": {""positions"": {""start"": 5, ""end"": 5}}}","[""1207A012064""]","{""is_ambiguous"": true, ""notes"": ""Year not 4 digits""}",,,"Year of manufacture can be determined by using the 3 rd & 4 th positions of the serial number
Month of manufacture can be determined by using the 5 th character of the serial number (See Chart Below)",https://www.building-center.org/airco-hvac-age/,2026-01-25T03:33:45Z
decode,AIRCO,Style 2: H T YL54759,^[H][T][Y][L]\d{5}$,"{""year"": {""positions"": {""start"": 2, ""end"": 2}}, ""month"": {""positions"": {""start"": 1, ""end"": 1}}}","[""HTYL54759""]","{""is_ambiguous"": true, ""notes"": ""Year not 4 digits""}",,,"Month of manufacture can be determined by using the 1 st character of the serial number (See Chart Below)
Year of manufacture can be determined by using the 2 nd character of the serial number (See Ch",https://www.building-center.org/airco-hvac-age/,2026-01-25T03:33:45Z
decode,Aire-Flo,Style 1: 16 06 B 13871,^\d{4}[B]\d{5}$,"{""year"": {""positions"": {""start"": 3, ""end"": 4}}, ""month"": {""positions"": {""start"": 5, ""end"": 5}}}","[""1606B13871""]","{""is_ambiguous"": true, ""notes"": ""Year not 4 digits""}",,,"Year of manufacture can be determined by using the 3 rd & 4 th positions of the serial number
Month of manufacture can be determined by using the 5 th position of the serial number (See Chart Below)
A",https://www.building-center.org/aire-flo-hvac-age/,2026-01-25T03:33:49Z
decode,AirEase,Style 1: 16 06 B 13871,^\d{4}[B]\d{5}$,"{""year"": {""positions"": {""start"": 3, ""end"": 4}}, ""month"": {""positions"": {""start"": 5, ""end"": 5}}}","[""1606B13871""]","{""is_ambiguous"": true, ""notes"": ""Year not 4 digits""}",,,"Year of manufacture can be determined by using the 3 rd & 4 th positions of the serial number
Month of manufacture can be determined by using the 5 th position of the serial number (See Chart Below)",https://www.building-center.org/airease-hvac-age/,2026-01-25T03:33:47Z
decode,AirEase,Style 2: C89274 A A C,^[C]\d{5}[A]{2}[C]$,"{""year"": {""positions"": {""start"": 8, ""end"": 8}}, ""month"": {""positions"": {""start"": 7, ""end"": 7}}}","[""C89274AAC""]","{""is_ambiguous"": true, ""notes"": ""Year not 4 digits""}",,,"Month of manufacture can be determined by using the 7 th position of the serial number (See Chart Below)
Year of manufacture can be determined by using the 8 th position of the serial number (See Char",https://www.building-center.org/airease-hvac-age/,2026-01-25T03:33:47Z
decode,AirEase,Style 3: 15 A 67 JA09,^\d{2}[A]\d{2}[J][A]\d{2}$,"{""year"": {""positions"": {""start"": 4, ""end"": 5}}, ""month"": {""positions"": {""start"": 3, ""end"": 3}}, ""day"": {""positions"": {""start"": 1, ""end"": 2}}}","[""15A67JA09""]","{""is_ambiguous"": true, ""notes"": ""Year not 4 digits""}",,,"Day of manufacture can be determined by using the 1 st & 2 nd positions of the serial number
Month of manufacture can be determined by using the 3 rd position of the serial number (See Chart Below)
Ye",https://www.building-center.org/airease-hvac-age/,2026-01-25T03:33:47Z
decode,AirEase,Style 4: 414072 03 28,^\d{10}$,"{""year"": {""positions"": {""start"": 7, ""end"": 8}}, ""week"": {""positions"": {""start"": 9, ""end"": 10}}}","[""4140720328""]","{""is_ambiguous"": true, ""notes"": ""Year not 4 digits""}",,,"Year of manufacture can be determined by using the 7 th &8 th positions of the serial number
Week of manufacture can be determined by using the 9 th & 10 th positions of the serial number
AirEase® His",https://www.building-center.org/airease-hvac-age/,2026-01-25T03:33:47Z
decode,Johnson,Style 1: 16 06 B 13871,^\d{4}[B]\d{5}$,"{""year"": {""positions"": {""start"": 3, ""end"": 4}}, ""month"": {""positions"": {""start"": 5, ""end"": 5}}}","[""1606B13871""]","{""is_ambiguous"": true, ""notes"": ""Year not 4 digits""}",,,"Year of manufacture can be determined by using the 3 rd & 4 th positions of the serial number
Month of manufacture can be determined by using the 5 th position of the serial number (See Chart Below)",https://www.building-center.org/airease-johnson-hvac-age/,2026-01-25T03:33:48Z
decode,Johnson,Style 2: C89274 A A C,^[C]\d{5}[A]{2}[C]$,"{""year"": {""positions"": {""start"": 8, ""end"": 8}}, ""month"": {""positions"": {""start"": 7, ""end"": 7}}}","[""C89274AAC""]","{""is_ambiguous"": true, ""notes"": ""Year not 4 digits""}",,,"Month of manufacture can be determined by using the 7 th position of the serial number (See Chart Below)
Year of manufacture can be determined by using the 8 th position of the serial number (See Char",https://www.building-center.org/airease-johnson-hvac-age/,2026-01-25T03:33:48Z
decode,Johnson,Style 3: 15 A 67 JA098,^\d{2}[A]\d{2}[J][A]\d{3}$,"{""year"": {""positions"": {""start"": 4, ""end"": 5}}, ""month"": {""positions"": {""start"": 3, ""end"": 3}}, ""day"": {""positions"": {""start"": 1, ""end"": 2}}}","[""15A67JA098""]","{""is_ambiguous"": true, ""notes"": ""Year not 4 digits""}",,,"Day of manufacture can be determined by using the 1 st & 2 nd positions of the serial number
Month of manufacture can be determined by using the 3 rd position of the serial number (See Chart Below)
Ye",https://www.building-center.org/airease-johnson-hvac-age/,2026-01-25T03:33:48Z
decode,Johnson,Style 4: 414072 03 28,^\d{10}$,"{""year"": {""positions"": {""start"": 7, ""end"": 8}}, ""week"": {""positions"": {""start"": 9, ""end"": 10}}}","[""4140720328""]","{""is_ambiguous"": true, ""notes"": ""Year not 4 digits""}",,,"Year of manufacture can be determined by using the 7 th & 8 th positions of the serial number
Week of manufacture can be determined by using the 9 th & 10 th positions of the serial number
Airease-Joh",https://www.building-center.org/airease-johnson-hvac-age/,2026-01-25T03:33:48Z
decode,Airedale,Style 1: 2001 08 AKG26241,^\d{6}[A][K][G]\d{5}$,"{""year"": {""positions"": {""start"": 1, ""end"": 4}}, ""month"": {""positions"": {""start"": 5, ""end"": 6}}}","[""200108AKG26241""]","{""is_ambiguous"": false, ""notes"": """"}",,,"Year of manufacture can be determined by using the 1 st - 4 th positions of the serial number
Month of manufacture can be determined by using the 5 th & 6 th positions of the serial number",https://www.building-center.org/airedale-hvac-age/,2026-01-25T03:33:47Z
decode,Airedale,Style 2: 97 J KGK153,^\d{2}[J][K][G][K]\d{3}$,"{""year"": {""positions"": {""start"": 1, ""end"": 2}}, ""month"": {""positions"": {""start"": 3, ""end"": 3}}}","[""97JKGK153""]","{""is_ambiguous"": true, ""notes"": ""Year not 4 digits""}",,,"Year of manufacture can be determined by using the 1 st & 2 nd positions of the serial number
Month of manufacture can be determined by using the 3 rd position of the serial number (See Chart Below)",https://www.building-center.org/airedale-hvac-age/,2026-01-25T03:33:47Z
decode,Airedale,Style 3: AKEC0 87 01,^[A][K][E][C]\d{5}$,"{""year"": {""positions"": {""start"": 6, ""end"": 7}}, ""month"": {""positions"": {""start"": 8, ""end"": 9}}}","[""AKEC08701""]","{""is_ambiguous"": true, ""notes"": ""Year not 4 digits""}",,,"Year of manufacture can be determined by using the 6 th & 7 th positions of the serial number
Month of manufacture can be determined by using the 8 th & 9 th position of the serial number (See Chart B",https://www.building-center.org/airedale-hvac-age/,2026-01-25T03:33:47Z
decode,AirPac,Style 1: E 04 2555,^[E]\d{6}$,"{""year"": {""positions"": {""start"": 2, ""end"": 3}}, ""month"": {""positions"": {""start"": 1, ""end"": 1}}}","[""E042555""]","{""is_ambiguous"": true, ""notes"": ""Year not 4 digits""}",,,"Month of manufacture can be determined by using the 1 st position of the serial number (See Chart Below)
Year of manufacture can be determined by using the 2 nd & 3 rd positions of the serial number
A",https://www.building-center.org/airpac-hvac-age/,2026-01-25T03:33:51Z
decode,Airquest,Style 1: E 07 25 14528,^[E]\d{9}$,"{""year"": {""positions"": {""start"": 2, ""end"": 3}}, ""week"": {""positions"": {""start"": 4, ""end"": 5}}}","[""E072514528""]","{""is_ambiguous"": true, ""notes"": ""Year not 4 digits""}",,,"Year of manufacture can be determined by using the 2 nd & 3 rd positions of the serial number
Week of manufacture can be determined by using the 4 th & 5 th positions of the serial number",https://www.building-center.org/airquest-hvac-age/,2026-01-25T03:33:52Z
decode,Airquest,Style 2: L 92 06 71787,^[L]\d{9}$,"{""year"": {""positions"": {""start"": 2, ""end"": 3}}, ""week"": {""positions"": {""start"": 4, ""end"": 5}}}","[""L920671787""]","{""is_ambiguous"": true, ""notes"": ""Year not 4 digits""}",,,"Year of manufacture can be determined by using the 2 nd & 3 rd positions of the serial number
Week of manufacture can be determined by using the 4 th & 5 th positions of the serial number",https://www.building-center.org/airquest-hvac-age/,2026-01-25T03:33:52Z
decode,Airquest,Style 3: 41 02 G12345,^\d{4}[G]\d{5}$,"{""year"": {""positions"": {""start"": 3, ""end"": 4}}, ""week"": {""positions"": {""start"": 1, ""end"": 2}}}","[""4102G12345""]","{""is_ambiguous"": true, ""notes"": ""Year not 4 digits""}",,,"Week of manufacture can be determined by using the 1 st & 2 nd positions of the serial number
Year of manufacture can be determined by using the 3 rd & 4 th positions of the serial number
Airquest® Hi",https://www.building-center.org/airquest-hvac-age/,2026-01-25T03:33:52Z
decode,Chrysler Air-Temp,Style 1: 5 G3 1261 or 7 R66 1430 or 3 D5 68320 (1960's - 1970's),"^[A-Z0-9]{7,8}$","{""year"": {""positions"": {""start"": 1, ""end"": 1}}}","[""3D568320"", ""5G31261"", ""7R661430""]","{""is_ambiguous"": true, ""notes"": ""Year not 4 digits""}",,,"Year of manufacture can be determined by using the 1 st position of the serial number
Month of manufacture cannot currently be determined by using the serial number",https://www.building-center.org/airtemp-hvac-age/,2026-01-25T03:33:54Z
guidance,Chrysler Air-Temp,"Style 3: OL98 4 392 (unknown era, but presumed 1950's ~ 1974)",,"{""year"": {""positions"": {""start"": 5, ""end"": 5}}}",[],"{""is_ambiguous"": true, ""notes"": ""No validated example serial for this style""}",pattern_no_example,"Year of manufacture can be determined by using the 5 th position of the serial number
Month of manufacture cannot currently be determined by using the serial number
CAUTION: Use this style formatting if the precise letter combinations cannot be found in style 4 below.","Year of manufacture can be determined by using the 5 th position of the serial number
Month of manufacture cannot currently be determined by using the serial number
CAUTION: Use this style formatting ",https://www.building-center.org/airtemp-hvac-age/,2026-01-25T03:33:54Z
decode,Chrysler Air-Temp,Style 5: VSG 18 11 50070 (current Nordyne/Nortek style 2012 and after),^[TV][ES][GK][A-Z0-9]{5}\d{4}[AC][NU][DR][AR][EF][NT][ET][NR]$,"{""year"": {""positions"": {""start"": 3, ""end"": 4}}, ""month"": {""positions"": {""start"": 5, ""end"": 6}}}","[""TEKSTYLE2012ANDAFTER"", ""VSG181150070CURRENTN""]","{""is_ambiguous"": true, ""notes"": ""Year not 4 digits""}",,,"Year of manufacture can be determined by using the 3 rd & 4 th positions of the serial number
Month of manufacture can be determined by using the 5 th & 6 th positions of the serial number
This is a N",https://www.building-center.org/airtemp-hvac-age/,2026-01-25T03:33:54Z
guidance,Airtherm,Style 1: UNKNOWN,,"{""year"": {""positions"": {""start"": 4, ""end"": 6}}}",[],"{""is_ambiguous"": true, ""notes"": ""No validated example serial for this style""}",pattern_no_example,"Unfortunately we are unable to determine the date of manufacture or age of these units. Perhaps you can assist us in our research with additional information.
Email us at [email protected]
Using the ANSI or CSA standards to determine approximate Date of Manufacture.
Most manufacturers today are required to include the manufacture compliance standard on the data tag. For the U.S. the compliance standard is typically from the American National Standards Institute (ANSI). For Canada, a common standard compliance is through the Canada Standards Association Group (CSA). Many times both standards are listed. Regardless, the specific standard will normally be listed on the data tag/plate and followed by the YEAR of the last revision (often the year is placed in parenthesis or follows the hyphen a","Unfortunately we are unable to determine the date of manufacture or age of these units. Perhaps you can assist us in our research with additional information.
Email us at [email protected]
Using the A",https://www.building-center.org/airtherm-hvac-age/,2026-01-25T03:33:55Z
decode,Allied Air/Allied-Commercial,Style 1: 16 06 B 13871,^\d{4}[B]\d{5}$,"{""year"": {""positions"": {""start"": 3, ""end"": 4}}, ""month"": {""positions"": {""start"": 5, ""end"": 5}}}","[""1606B13871""]","{""is_ambiguous"": true, ""notes"": ""Year not 4 digits""}",,,"Year of manufacture can be determined by using the 3rd & 4th positions of the serial number
Month of manufacture can be determined by using the 5 th position of the serial number (See below for legend",https://www.building-center.org/allied-commercial-hvac-age/,2026-01-25T03:33:56Z
decode,Allied Air/Allied-Commercial,Style 2: C89274 A A C,^[C]\d{5}[A]{2}[C]$,"{""year"": {""positions"": {""start"": 7, ""end"": 7}}, ""month"": {""positions"": {""start"": 6, ""end"": 6}}}","[""C89274AAC""]","{""is_ambiguous"": true, ""notes"": ""Year not 4 digits""}",,,"Year of manufacture can be determined by using the 7 th position of the serial number (See chart below for legend)
Month of manufacture can be determined by using the 6th position of the serial number",https://www.building-center.org/allied-commercial-hvac-age/,2026-01-25T03:33:56Z
decode,Allied Air/Allied-Commercial,Style 3: 15 A 67 JA098,^\d{2}[A]\d{2}[J][A]\d{3}$,"{""year"": {""positions"": {""start"": 4, ""end"": 5}}, ""week"": {""positions"": {""start"": 3, ""end"": 3}}, ""day"": {""positions"": {""start"": 1, ""end"": 2}}}","[""15A67JA098""]","{""is_ambiguous"": true, ""notes"": ""Year not 4 digits""}",,,"Day of manufacture can be determined by using the 1 st & 2 nd position of the serial number
Week of manufacture can be determined by using the 3 rd position of the serial number (See chart below for l",https://www.building-center.org/allied-commercial-hvac-age/,2026-01-25T03:33:56Z
decode,Allied Air/Allied-Commercial,Style 4: 414072 03 28,^\d{10}$,"{""year"": {""positions"": {""start"": 7, ""end"": 8}}, ""week"": {""positions"": {""start"": 9, ""end"": 10}}}","[""4140720328""]","{""is_ambiguous"": true, ""notes"": ""Year not 4 digits""}",,,"Year of manufacture can be determined by using the 7 th & 8 th position of the serial number
Week of manufacture can be determined by using the 9 th & 10 th p osition of the serial number
Allied-Comme",https://www.building-center.org/allied-commercial-hvac-age/,2026-01-25T03:33:56Z
decode,Goodman/Amana/Daikin,Style 1: 01 09 145052,^\d{10}$,"{""year"": {""positions"": {""start"": 1, ""end"": 2}}, ""month"": {""positions"": {""start"": 4, ""end"": 5}}}","[""0109145052""]","{""is_ambiguous"": true, ""notes"": ""Year not 4 digits""}",,,"Year of manufacture can be determined by using the 1 st & 2 nd positions of the serial number
Month of manufacture can be determined by using the 4 th & 5 th positions of the serial number",https://www.building-center.org/amana-hvac-age/,2026-01-25T03:33:59Z
decode,Goodman/Amana/Daikin,Style 2: 96 -90391,^\d{2}[A-Z0-9-]\d{5}$,"{""year"": {""positions"": {""start"": 1, ""end"": 2}}}","[""96-90391""]","{""is_ambiguous"": true, ""notes"": ""Year not 4 digits""}",,,Year of manufacture can be determined by using the 1 st & 2 nd positions of the serial number,https://www.building-center.org/amana-hvac-age/,2026-01-25T03:33:59Z
decode,Goodman/Amana/Daikin,Style 3: 04 05 90391,^\d{9}$,"{""year"": {""positions"": {""start"": 1, ""end"": 2}}, ""month"": {""positions"": {""start"": 4, ""end"": 5}}}","[""040590391""]","{""is_ambiguous"": true, ""notes"": ""Year not 4 digits""}",,,"Year of manufacture can be determined by using the 1 st & 2 nd positions of the serial number
Month of manufacture can be determined by using the 4 th & 5 th positions of the serial number
Every effor",https://www.building-center.org/amana-hvac-age/,2026-01-25T03:33:59Z
decode,American Best,Style 1: 85 03 04091,^\d{9}$,"{""year"": {""positions"": {""start"": 1, ""end"": 2}}, ""month"": {""positions"": {""start"": 3, ""end"": 4}}}","[""850304091""]","{""is_ambiguous"": true, ""notes"": ""Year not 4 digits""}",,,"Year of manufacture can be determined by using the 1 st & 2 nd positions of the serial number
Month of manufacture can be determined by using the 3 rd & 4 th positions of the serial number
American Be",https://www.building-center.org/american-best-hvac-age/,2026-01-25T03:34:01Z
decode,Lennox,Style 1: 46 07 B 20058,^\d{4}[B]\d{5}$,"{""year"": {""positions"": {""start"": 3, ""end"": 4}}, ""month"": {""positions"": {""start"": 5, ""end"": 5}}}","[""4607B20058""]","{""is_ambiguous"": true, ""notes"": ""Year not 4 digits""}",,,"Year of manufacture can be determined by using the 3 rd & 4 th positions of the serial number
Month of manufacture can be determined by using the 5 th position of the serial number (See chart below)",https://www.building-center.org/armstrong-air-hvac-age/,2026-01-25T03:34:23Z
decode,Lennox,Style 1: A14019 E L A,^[A]\d{5}[E][L][A]$,"{""year"": {""positions"": {""start"": 8, ""end"": 8}}, ""month"": {""positions"": {""start"": 7, ""end"": 7}}}","[""A14019ELA""]","{""is_ambiguous"": true, ""notes"": ""Year not 4 digits""}",,,"Month of manufacture can be determined by using the 7 th position of the serial number (See chart below)
Year of manufacture can be determined by using the 8 th position of the serial number (See char",https://www.building-center.org/armstrong-air-hvac-age/,2026-01-25T03:34:23Z
decode,Atherion,Style 2: 97 J KGJ153,^\d{2}[J][K][G][J]\d{3}$,"{""year"": {""positions"": {""start"": 1, ""end"": 2}}, ""month"": {""positions"": {""start"": 3, ""end"": 3}}}","[""97JKGJ153""]","{""is_ambiguous"": true, ""notes"": ""Year not 4 digits""}",,,"Year of manufacture can be determined by using the 1 st & 2 nd positions of the serial number
Month of manufacture can be determined by using the 3 rd position of the serial number (See chart below)",https://www.building-center.org/atherion-hvac-age/,2026-01-25T03:34:25Z
decode,Atherion,Style 3: AKEC0 87 01,^[A][K][E][C]\d{5}$,"{""year"": {""positions"": {""start"": 6, ""end"": 7}}, ""month"": {""positions"": {""start"": 8, ""end"": 9}}}","[""AKEC08701""]","{""is_ambiguous"": true, ""notes"": ""Year not 4 digits""}",,,"Year of manufacture can be determined by using the 6 th & 7 th positions of the serial number
Month of manufacture can be determined by using the 8 th & 9 th position of the serial number
Atherion® Hi",https://www.building-center.org/atherion-hvac-age/,2026-01-25T03:34:25Z
decode,Unknown,Style 5: 94 0128116,^\d{9}$,"{""year"": {""positions"": {""start"": 1, ""end"": 2}}}","[""940128116""]","{""is_ambiguous"": true, ""notes"": ""Year not 4 digits""}",,,"Year of manufacture can be determined by using the 1 st & 2 nd positions (digits) of the serial number
Bard® History¹
1914 - Dale Bard launches the Bryan Plumbing and Heating Company in Bryan, OH as a",https://www.building-center.org/bard-hvac-age/,2026-01-25T03:34:31Z
