rule_type,brand,style_name,serial_regex,date_fields,example_serials,decade_ambiguity,guidance_action,guidance_text,evidence_excerpt,source_url,retrieved_on,image_urls
guidance,CENTURY,Style 1: C00 A136750,,{},[],"{""is_ambiguous"": true, ""notes"": ""Year positions not captured from text; chart/image likely required""}",chart_required,"Year positions not captured from text; chart/manual review required. Images: http://building-center.org/wp-content/uploads/2017/08/CENTURY1-Water-Heater-Age.jpg, https://www.paypalobjects.com/en_US/i/scr/pixel.gif","Help keep this site FREE to the public. Please consider a single donation of $5, $10, $20, $50 or more…
Or join some of our generous donors who provide $2 to $10 automatic monthly donations!
Any amoun",https://www.building-center.org/century-water-heater-age/,2026-01-25T05:45:42Z,"[""http://building-center.org/wp-content/uploads/2017/08/CENTURY1-Water-Heater-Age.jpg"", ""https://www.paypalobjects.com/en_US/i/scr/pixel.gif""]"
decode,CHAMPION,Style 2: W 1 B 7 400526,^[W]\d[B]\d{7}$,"{""year"": {""positions"": {""start"": 2, ""end"": 3}}, ""month"": {""requires_chart"": true, ""snippet"": ""Month of manufacture can be determined BY using the 1st letter digits of the serial number."", ""positions"": {""start"": 1, ""end"": 1}}}","[""W1B7400526""]","{""is_ambiguous"": true, ""notes"": ""Year not 4 digits""}",chart_required,Some date fields require chart/manual mapping: month.,Style 2: W 1 B 7 400526 Back to Brand Listing Style 1: E 07 141664 Year of manufacture can be determined by using the 2nd & 3rd numerical digits of the serial number. Month of manufacture can be deter,https://www.building-center.org/champion-hvac-age/,2026-01-25T03:34:58Z,[]
guidance,CHAMPION,Style 1: 0438 12019,,{},[],"{""is_ambiguous"": true, ""notes"": ""Year positions not captured from text; chart/image likely required""}",chart_required,"Year positions not captured from text; chart/manual review required. Images: http://building-center.org/wp-content/uploads/2017/08/CHAMPION1-Water-Heater-Age.jpg, https://www.paypalobjects.com/en_US/i/scr/pixel.gif","Help keep this site FREE to the public. Please consider a single donation of $5, $10, $20, $50 or more…
Or join some of our generous donors who provide $2 to $10 automatic monthly donations!
Any amoun",https://www.building-center.org/champion-water-heater-age/,2026-01-25T05:45:43Z,"[""http://building-center.org/wp-content/uploads/2017/08/CHAMPION1-Water-Heater-Age.jpg"", ""https://www.paypalobjects.com/en_US/i/scr/pixel.gif""]"
guidance,CHROMALOX,Style 1: 63036333-00-7080-3241 Style 2: 253000-08065-00040-77470007354 Style 3: 00322 (Obsolete Style – Used on older Chromalox® Steam Boilers),,{},[],"{""is_ambiguous"": true, ""notes"": ""No year position instructions found""}",no_data,"Style 1: 63036333-00-7080-3241 Style 2: 253000-08065-00040-77470007354 Style 3: 00322 (Obsolete Style – Used on older Chromalox® Steam Boilers) Back to Brand Listing Style 1: 63036333-00- 7080 -3241 Description: BOSCH® serial numbers for boilers and tanks each consist of 18-27 digits with clear, consistent patterns divided by dashes. The Year of Manufacture can be determined by using the 1st numerical digit of the 3rd series of digits. The Day of Manufacture can be determined by using the last three digits of the 3rd series of digits. These three digits represent the Julian date. Using the ANSI or CSA standards to determine approximate Year of Manufacture. Most manufacturers today are required to include the manufacture compliance standard on the data tag. For the U.S. the compliance stand",Style 1: 63036333-00-7080-3241 Style 2: 253000-08065-00040-77470007354 Style 3: 00322 (Obsolete Style – Used on older Chromalox® Steam Boilers) Back to Brand Listing Style 1: 63036333-00- 7080 -3241 D,https://www.building-center.org/chromalox-hvac-age/,2026-01-25T03:35:00Z,[]
guidance,CHROMALOX,Style 1: 63036333-00- 7080 -3241,,{},[],"{""is_ambiguous"": true, ""notes"": ""Year positions not captured from text; chart/image likely required""}",chart_required,"Year positions not captured from text; chart/manual review required. Images: https://building-center.org/wp-content/uploads/2015/09/ANSI-Date-Code.png, https://building-center.org/wp-content/uploads/2015/10/Bosch.png","The Year of Manufacture can be determined by using the 1st numerical digit of the 3rd series of digits.
The Day of Manufacture can be determined by using the last three digits of the 3rd series of dig",https://www.building-center.org/chromalox-hvac-age/,2026-01-25T03:35:00Z,"[""https://building-center.org/wp-content/uploads/2015/09/ANSI-Date-Code.png"", ""https://building-center.org/wp-content/uploads/2015/10/Bosch.png""]"
decode,CHROMALOX,Style 2: 253000- 08065 -00040-77470007354,^\d{6}[A-Z0-9-]\d{5}[A-Z0-9-]\d{5}[A-Z0-9-]\d{11}$,"{""year"": {""positions"": {""start"": 1, ""end"": 2}}, ""day"": {""positions"": {""start"": 2, ""end"": 2}}}","[""253000-08065-00040-77470007354""]","{""is_ambiguous"": true, ""notes"": ""Year not 4 digits""}",,,"The Year of Manufacture can be determined by using the 1st & 2nd numerical digit of the 2nd series of digits.
The Day of Manufacture can be determined by using the last three digits of the 2nd series ",https://www.building-center.org/chromalox-hvac-age/,2026-01-25T03:35:00Z,"[""https://building-center.org/wp-content/uploads/2015/09/ANSI-Date-Code.png"", ""https://building-center.org/wp-content/uploads/2015/10/Buderus-Style2.png""]"
guidance,CIMARRON,Style 1: RN 0197 147899,,{},[],"{""is_ambiguous"": true, ""notes"": ""Year positions not captured from text; chart/image likely required""}",chart_required,"Year positions not captured from text; chart/manual review required. Images: http://building-center.org/wp-content/uploads/2017/08/CIMARRON1-Water-Heater-Age.jpg, https://www.paypalobjects.com/en_US/i/scr/pixel.gif","Help keep this site FREE to the public. Please consider a single donation of $5, $10, $20, $50 or more…
Or join some of our generous donors who provide $2 to $10 automatic monthly donations!
Any amoun",https://www.building-center.org/cimarron-water-heater-age/,2026-01-25T05:45:44Z,"[""http://building-center.org/wp-content/uploads/2017/08/CIMARRON1-Water-Heater-Age.jpg"", ""https://www.paypalobjects.com/en_US/i/scr/pixel.gif""]"
guidance,CITATION,Style 1: RN 0197 147899,,{},[],"{""is_ambiguous"": true, ""notes"": ""Year positions not captured from text; chart/image likely required""}",chart_required,"Year positions not captured from text; chart/manual review required. Images: http://building-center.org/wp-content/uploads/2017/08/CITATION1-Water-Heater-Age.jpg, https://www.paypalobjects.com/en_US/i/scr/pixel.gif","Help keep this site FREE to the public. Please consider a single donation of $5, $10, $20, $50 or more…
Or join some of our generous donors who provide $2 to $10 automatic monthly donations!
Any amoun",https://www.building-center.org/citation-water-heater-age/,2026-01-25T05:45:46Z,"[""http://building-center.org/wp-content/uploads/2017/08/CITATION1-Water-Heater-Age.jpg"", ""https://www.paypalobjects.com/en_US/i/scr/pixel.gif""]"
guidance,CLARE,Style 1: 9411C004626,,{},[],"{""is_ambiguous"": true, ""notes"": ""No year position instructions found""}",no_data,"Style 1: 9411C004626 Style 2: 41623 Back to Brand Listing Style 1: 9411C 0046 26 Year of manufacture can be determined by using the set of digits combined following the letter designation near the middle of the serial number. Month of manufacture can be determined by using the second set of digits combined following the letter designation near the middle of the serial number. Style 2: 41623 Year of manufacture can not be determined directly from using the serial number. The manufacturer (ICP) must be contacted. Page last updated: 10/9/2016 Contact ICP Customer Support: (931) 359-3511 ICP, LLC Inspection Notes This area has been reserved for any special considerations that inspectors or HVAC equipment owners should pay particular attention too. Access to this information requires membership",Style 1: 9411C004626 Style 2: 41623 Back to Brand Listing Style 1: 9411C 0046 26 Year of manufacture can be determined by using the set of digits combined following the letter designation near the mid,https://www.building-center.org/clare-hvac-age/,2026-01-25T03:35:01Z,[]
guidance,CLARE,Style 2: 41623,,{},[],"{""is_ambiguous"": true, ""notes"": ""No year position instructions found""}",no_data,"Style 2: 41623 Back to Brand Listing Style 1: 9411C 0046 26 Year of manufacture can be determined by using the set of digits combined following the letter designation near the middle of the serial number. Month of manufacture can be determined by using the second set of digits combined following the letter designation near the middle of the serial number. Style 2: 41623 Year of manufacture can not be determined directly from using the serial number. The manufacturer (ICP) must be contacted. Page last updated: 10/9/2016 Contact ICP Customer Support: (931) 359-3511 ICP, LLC Inspection Notes This area has been reserved for any special considerations that inspectors or HVAC equipment owners should pay particular attention too. Access to this information requires membership. [link] Trademarks &",Style 2: 41623 Back to Brand Listing Style 1: 9411C 0046 26 Year of manufacture can be determined by using the set of digits combined following the letter designation near the middle of the serial num,https://www.building-center.org/clare-hvac-age/,2026-01-25T03:35:01Z,[]
guidance,CLARK,Style 1: 7X60633,,{},[],"{""is_ambiguous"": true, ""notes"": ""Year positions not captured from text; chart/image likely required""}",chart_required,"Year positions not captured from text; chart/manual review required. Images: http://building-center.org/wp-content/uploads/2017/08/CLARK1-Water-Heater-Photo.jpg, https://www.paypalobjects.com/en_US/i/scr/pixel.gif","Last manufactured in 1974.
Unfortunately we are unable to determine the exact date of manufacture or age of these units.
Research Notes:
McGraw Electric acquired Clark Water Heater Company in 1927 .
T",https://www.building-center.org/clark-water-heater-age/,2026-01-25T05:45:47Z,"[""http://building-center.org/wp-content/uploads/2017/08/CLARK1-Water-Heater-Photo.jpg"", ""https://www.paypalobjects.com/en_US/i/scr/pixel.gif""]"
guidance,CLEARFIRE,Style 1: PSI DATE 2013,,{},[],"{""is_ambiguous"": true, ""notes"": ""No year position instructions found""}",no_data,"Style 1: PSI DATE 2013 Back to Brand Listing Style 1: PSI DATE 2013 Description: On the electrical panel or front head of every boiler or burner sold by Cleaver-Brooks is an identifying nameplate. Operational data about that particular unit can be found on the nameplate. Inspectors frequently reference this information to ensure the equipment is operating within the parameters set by the original manufacturer. The nameplate also provides essential information for ordering replacement parts. Sometimes, the specific pressure rating is required for a part, or the serial number is needed. If the parts department is unable to locate a particular job file, the nameplate data can reveal the original setup information. Fuel series information and boiler model type also help to guide the Cleaver-Br",Style 1: PSI DATE 2013 Back to Brand Listing Style 1: PSI DATE 2013 Description: On the electrical panel or front head of every boiler or burner sold by Cleaver-Brooks is an identifying nameplate. Ope,https://www.building-center.org/clearfire-hvac-age/,2026-01-25T03:35:03Z,[]
guidance,CLEAVER BROOKS,Style 1: PSI DATE 2013,,{},[],"{""is_ambiguous"": true, ""notes"": ""No year position instructions found""}",no_data,"Style 1: PSI DATE 2013 Back to Brand Listing Style 1: PSI DATE 2013 Description: On the electrical panel or front head of every boiler or burner sold by Cleaver-Brooks is an identifying nameplate. Operational data about that particular unit can be found on the nameplate. Inspectors frequently reference this information to ensure the equipment is operating within the parameters set by the original manufacturer. The nameplate also provides essential information for ordering replacement parts. Sometimes, the specific pressure rating is required for a part, or the serial number is needed. If the parts department is unable to locate a particular job file, the nameplate data can reveal the original setup information. Fuel series information and boiler model type also help to guide the Cleaver-Br",Style 1: PSI DATE 2013 Back to Brand Listing Style 1: PSI DATE 2013 Description: On the electrical panel or front head of every boiler or burner sold by Cleaver-Brooks is an identifying nameplate. Ope,https://www.building-center.org/cleaver-brooks-hvac-age/,2026-01-25T03:35:04Z,[]
guidance,CLEAVER BROOKS,Style 1: PSI DATE 2013,,{},[],"{""is_ambiguous"": true, ""notes"": ""Year positions not captured from text; chart/image likely required""}",chart_required,Year positions not captured from text; chart/manual review required. Images: https://building-center.org/wp-content/uploads/2016/10/CleaverBrooks-PSI-Date_How-to-determine-the-date-of-manufacture_production_age.png,Description: On the electrical panel or front head of every boiler or burner sold by Cleaver-Brooks is an identifying nameplate. Operational data about that particular unit can be found on the namepla,https://www.building-center.org/cleaver-brooks-hvac-age/,2026-01-25T03:35:04Z,"[""https://building-center.org/wp-content/uploads/2016/10/CleaverBrooks-PSI-Date_How-to-determine-the-date-of-manufacture_production_age.png""]"
decode,CLIMACOOL,Style 2: 92J010915,^\d{2}[J]\d{6}$,"{""year"": {""positions"": {""start"": 1, ""end"": 1}}, ""month"": {""positions"": {""start"": 3, ""end"": 3}}, ""week"": {""positions"": {""start"": 3, ""end"": 4}}}","[""92J010915""]","{""is_ambiguous"": true, ""notes"": ""Year not 4 digits""}",,,Style 2: 92J010915 Back to Brand Listing Style 1: K 1 11 300076 Description: Style 1: Ten (10) character Serial number begins with a letter followed by nine (9) numerical digits. Year of manufacture –,https://www.building-center.org/climacool-hvac-age/,2026-01-25T03:35:05Z,[]
guidance,CLIMACOOL,Style 1: Ten (10) character Serial number begins with a letter followed by nine (9) numerical digits.,,{},[],"{""is_ambiguous"": true, ""notes"": ""No year position instructions found""}",no_data,Style 1: Ten (10) character Serial number begins with a letter followed by nine (9) numerical digits.,Style 1: Ten (10) character Serial number begins with a letter followed by nine (9) numerical digits.,https://www.building-center.org/climacool-hvac-age/,2026-01-25T03:35:05Z,[]
decode,CLIMATE CONTROL,Style 1: 0004211300-239-0099 Style 2: 850304091,^\d{10}[A-Z0-9-]\d{3}[A-Z0-9-]\d{4}$,"{""year"": {""positions"": {""start"": 1, ""end"": 2}}, ""month"": {""positions"": {""start"": 3, ""end"": 4}}}","[""0004211300-239-0099""]","{""is_ambiguous"": true, ""notes"": ""Year not 4 digits""}",,,Style 1: 0004211300-239-0099 Style 2: 850304091 Back to Brand Listing Style 1: 0004 211300-239-00999 Year of manufacture can be determined by using the 1st & 2nd numerical digits Month of manufacture ,https://www.building-center.org/climate-control-hvac-age/,2026-01-25T03:35:06Z,[]
decode,CLIMATECRAFT,Style 2: 92J010915,^\d{2}[J]\d{6}$,"{""year"": {""positions"": {""start"": 1, ""end"": 1}}, ""month"": {""positions"": {""start"": 3, ""end"": 3}}, ""week"": {""positions"": {""start"": 3, ""end"": 4}}}","[""92J010915""]","{""is_ambiguous"": true, ""notes"": ""Year not 4 digits""}",,,Style 2: 92J010915 Back to Brand Listing Style 1: K 1 11 300076 Description: Style 1: Ten (10) character Serial number begins with a letter followed by nine (9) numerical digits. Year of manufacture –,https://www.building-center.org/climatecraft-hvac-age/,2026-01-25T03:35:07Z,[]
guidance,CLIMATECRAFT,Style 1: Ten (10) character Serial number begins with a letter followed by nine (9) numerical digits.,,{},[],"{""is_ambiguous"": true, ""notes"": ""No year position instructions found""}",no_data,Style 1: Ten (10) character Serial number begins with a letter followed by nine (9) numerical digits.,Style 1: Ten (10) character Serial number begins with a letter followed by nine (9) numerical digits.,https://www.building-center.org/climatecraft-hvac-age/,2026-01-25T03:35:07Z,[]
decode,CLIMATEMASTER,Style 2: 92J010915,^\d{2}[J]\d{6}$,"{""year"": {""positions"": {""start"": 1, ""end"": 1}}, ""month"": {""positions"": {""start"": 3, ""end"": 3}}, ""week"": {""positions"": {""start"": 3, ""end"": 4}}}","[""92J010915""]","{""is_ambiguous"": true, ""notes"": ""Year not 4 digits""}",,,Style 2: 92J010915 Back to Brand Listing Style 1: K 1 11 300076 Description: Style 1: Ten (10) character Serial number begins with a letter followed by nine (9) numerical digits. Year of manufacture –,https://www.building-center.org/climatemaster-hvac-age/,2026-01-25T03:35:08Z,[]
guidance,CLIMATEMASTER,Style 1: Ten (10) character Serial number begins with a letter followed by nine (9) numerical digits.,,{},[],"{""is_ambiguous"": true, ""notes"": ""No year position instructions found""}",no_data,Style 1: Ten (10) character Serial number begins with a letter followed by nine (9) numerical digits.,Style 1: Ten (10) character Serial number begins with a letter followed by nine (9) numerical digits.,https://www.building-center.org/climatemaster-hvac-age/,2026-01-25T03:35:08Z,[]
decode,CLIMATEWORX,Style 1: 03-1205/C03/01A,^\d{2}[A-Z0-9-]\d{4}[C]\d{4}[A]$,"{""year"": {""positions"": {""start"": 4, ""end"": 6}}}","[""03-1205C0301A""]","{""is_ambiguous"": true, ""notes"": ""Year not 4 digits""}",,,Style 1: 03-1205/C03/01A Back to Brand Listing Style 1: 03-1205/C03/01A Description: Fiveteen (15) character Serial number . Unfortunately we are unable to determine the date of manufacture or age of ,https://www.building-center.org/climateworx-hvac-age/,2026-01-25T03:35:10Z,[]
guidance,COAST TO COAST,Style 1: RN 0197 147899,,{},[],"{""is_ambiguous"": true, ""notes"": ""Year positions not captured from text; chart/image likely required""}",chart_required,"Year positions not captured from text; chart/manual review required. Images: http://building-center.org/wp-content/uploads/2017/08/COASTTOCOAST1-Water-Heater-Age.jpg, https://www.paypalobjects.com/en_US/i/scr/pixel.gif","Help keep this site FREE to the public. Please consider a single donation of $5, $10, $20, $50 or more…
Or join some of our generous donors who provide $2 to $10 automatic monthly donations!
Any amoun",https://www.building-center.org/coast-to-coast-water-heater-age/,2026-01-25T05:45:48Z,"[""http://building-center.org/wp-content/uploads/2017/08/COASTTOCOAST1-Water-Heater-Age.jpg"", ""https://www.paypalobjects.com/en_US/i/scr/pixel.gif""]"
guidance,COLD POINT,Style 1: Unknown,,"{""year"": {""positions"": {""start"": 4, ""end"": 6}}}",[],"{""is_ambiguous"": true, ""notes"": ""No validated example serial for this style""}",pattern_no_example,"Style 1: Unknown Back to Brand Listing Style 1: Unknown Description: Unfortunately we are unable to determine the date of manufacture or age of these units. Perhaps you can assist us in our research with additional information. Email us at [email protected] Using the ANSI or CSA standards to determine approximate Date of Manufacture. Most manufacturers today are required to include the manufacture compliance standard on the data tag. For the U.S. the compliance standard is typically from the American National Standards Institute (ANSI). For Canada, a common standard compliance is through the Canada Standards Association Group (CSA). Many times both standards are listed. Regardless, the specific standard will normally be listed on the data tag/plate and followed by the YEAR of the last revi",Style 1: Unknown Back to Brand Listing Style 1: Unknown Description: Unfortunately we are unable to determine the date of manufacture or age of these units. Perhaps you can assist us in our research w,https://www.building-center.org/cold-point-hvac-age/,2026-01-25T03:35:14Z,[]
guidance,COLD POINT,Style 1: Unknown,,"{""year"": {""positions"": {""start"": 4, ""end"": 6}}}","[""4TO6YEARS""]","{""is_ambiguous"": true, ""notes"": ""No validated example serial for this style""}",pattern_no_example,"Description:
Unfortunately we are unable to determine the date of manufacture or age of these units.  Perhaps you can assist us in our research with additional information.
Email us at [email protected]
Using the ANSI or CSA standards to determine approximate Date of Manufacture.
Most manufacturers today are required to include the manufacture compliance standard on the data tag.  For the U.S. the compliance standard is typically from the American National Standards Institute (ANSI).  For Canada, a common standard compliance is through the Canada Standards Association Group (CSA).  Many times both standards are listed.  Regardless, the specific standard will normally be listed on the data tag/plate and followed by the YEAR of the last revision (often the year is placed in parenthesis or fo","Description:
Unfortunately we are unable to determine the date of manufacture or age of these units.  Perhaps you can assist us in our research with additional information.
Email us at [email protecte",https://www.building-center.org/cold-point-hvac-age/,2026-01-25T03:35:14Z,"[""https://building-center.org/wp-content/uploads/2015/09/ANSI-Date-Code.png""]"
decode,COLDFLOW,Style 1: 0106K4606307,^\d{4}[K]\d{7}$,"{""year"": {""positions"": {""start"": 3, ""end"": 4}}, ""month"": {""requires_chart"": true, ""snippet"": ""Month of manufacture is 5th character letter digit (See chart below)."", ""positions"": {""start"": 5, ""end"": 5}}}","[""0106K4606307""]","{""is_ambiguous"": true, ""notes"": ""Year not 4 digits""}",chart_required,Some date fields require chart/manual mapping: month.,Style 1: 0106K4606307 Back to Brand Listing Style 1: 01 06K 4606307 Description: Twelve (12) character Serial number begins with four (4) number digits followed by one (1) letter digit and ends with s,https://www.building-center.org/coldflow-hvac-age/,2026-01-25T03:35:12Z,[]
decode,COLEMAN,Style 1: W,^\d[K]\d{7}$,"{""year"": {""positions_list"": [1, 3]}, ""month"": {""positions"": {""start"": 2, ""end"": 2}}}","[""0K5896070""]","{""is_ambiguous"": true, ""notes"": ""Year not 4 digits""}",,,Style 1: W 0 K 5 896070 Style 2: W A K M011379 Style 3: 99 06 97368 Style 4: 01 8 8 123456 Legend: Year is RED ; Month is GREEN ; Week is BLUE Style 1: W 0 K 5 896070 Year of manufacture can be determ,https://www.building-center.org/coleman-hvac-age/,2026-01-25T03:35:15Z,[]
decode,COLEMAN,Style 2: W,^[A][K][M]\d{6}$,"{""year"": {""positions"": {""start"": 2, ""end"": 2}}, ""month"": {""positions"": {""start"": 1, ""end"": 1}}}","[""AKM011379""]","{""is_ambiguous"": true, ""notes"": ""Year not 4 digits""}",,,Style 2: W A K M011379 Style 3: 99 06 97368 Style 4: 01 8 8 123456 Legend: Year is RED ; Month is GREEN ; Week is BLUE Style 1: W 0 K 5 896070 Year of manufacture can be determined by using the 2 nd &,https://www.building-center.org/coleman-hvac-age/,2026-01-25T03:35:15Z,[]
decode,COLEMAN,Style 3:,^\d{9}$,"{""year"": {""positions"": {""start"": 1, ""end"": 2}}, ""month"": {""positions"": {""start"": 3, ""end"": 4}}}","[""990697368""]","{""is_ambiguous"": true, ""notes"": ""Year not 4 digits""}",,,Style 3: 99 06 97368 Style 4: 01 8 8 123456 Legend: Year is RED ; Month is GREEN ; Week is BLUE Style 1: W 0 K 5 896070 Year of manufacture can be determined by using the 2 nd & 4 th positions (digits,https://www.building-center.org/coleman-hvac-age/,2026-01-25T03:35:15Z,[]
decode,COLEMAN,Style 4:,^\d{10}$,"{""year"": {""positions"": {""start"": 3, ""end"": 4}}, ""month"": {""positions"": {""start"": 1, ""end"": 2}}}","[""0188123456""]","{""is_ambiguous"": true, ""notes"": ""Year not 4 digits""}",,,Style 4: 01 8 8 123456 Legend: Year is RED ; Month is GREEN ; Week is BLUE Style 1: W 0 K 5 896070 Year of manufacture can be determined by using the 2 nd & 4 th positions (digits) of the serial numbe,https://www.building-center.org/coleman-hvac-age/,2026-01-25T03:35:15Z,[]
decode,COLEMAN,Style 1: W 0 K 5 896070,^[W]\d[K]\d{7}$,"{""year"": {""positions_list"": [2, 4]}, ""month"": {""positions"": {""start"": 3, ""end"": 3}}}","[""W0K5896070""]","{""is_ambiguous"": true, ""notes"": ""Year not 4 digits""}",,,"Year of manufacture can be determined by using the 2 nd & 4 th positions (digits) of the serial number combined
Month of manufacture can be determined by using the 3 rd position (letter separating the",https://www.building-center.org/coleman-hvac-age/,2026-01-25T03:35:15Z,"[""https://www.building-center.org/wp-content/uploads/2016/04/COLEMAN-Date-of-Manufacture-Serial-Number-Style-1-_-Data-Plate.jpg"", ""https://www.building-center.org/wp-content/uploads/2016/04/COLEMAN-Date-of-Manufacture-Serial-Number-Style-1.jpg""]"
decode,COLEMAN,Style 2: W A K M011379,^[W][A][K][M]\d{6}$,"{""year"": {""positions"": {""start"": 3, ""end"": 3}}, ""month"": {""positions"": {""start"": 2, ""end"": 2}}}","[""WAKM011379""]","{""is_ambiguous"": true, ""notes"": ""Year not 4 digits""}",,,"Year of manufacture can be determined by using the 3 th position (letter) of the serial number
Month of manufacture can be determined by using the 2 nd position (letter) of the serial number
See Chart",https://www.building-center.org/coleman-hvac-age/,2026-01-25T03:35:15Z,"[""https://www.building-center.org/wp-content/uploads/2016/04/COLEMAN-Date-of-Manufacture-Serial-Number-Style-2-_-Data-Plate.jpg"", ""https://www.building-center.org/wp-content/uploads/2016/04/COLEMAN-Date-of-Manufacture-Serial-Number-Style-2.jpg""]"
decode,COLEMAN,Style 3: 99 06 97368,^\d{9}$,"{""year"": {""positions"": {""start"": 1, ""end"": 2}}, ""month"": {""positions"": {""start"": 3, ""end"": 4}}}","[""990697368""]","{""is_ambiguous"": true, ""notes"": ""Year not 4 digits""}",,,"Year of manufacture can be determined by using the 1 st & 2 nd positions of the serial number
Month of manufacture can be determined by using the 3 rd & 4 th positions of the serial number
NOTE: This ",https://www.building-center.org/coleman-hvac-age/,2026-01-25T03:35:15Z,"[""https://www.building-center.org/wp-content/uploads/2016/04/COLEMAN-Date-of-Manufacture-Serial-Number-Style-3-_-Data-Plate.jpg"", ""https://www.building-center.org/wp-content/uploads/2016/04/COLEMAN-Date-of-Manufacture-Serial-Number-Style-3.jpg""]"
decode,COLEMAN,Style 4: 01 88 123456,^\d{10}$,"{""year"": {""positions"": {""start"": 3, ""end"": 4}}, ""month"": {""positions"": {""start"": 1, ""end"": 2}}}","[""0188123456""]","{""is_ambiguous"": true, ""notes"": ""Year not 4 digits""}",,,"Year of manufacture can be determined by using the 3 rd & 4 th positions of the serial number
Month of manufacture can be determined by using the 1 st & 2 nd positions of the serial number
NOTE: This ",https://www.building-center.org/coleman-hvac-age/,2026-01-25T03:35:15Z,"[""http://building-center.org/wp-content/uploads/2016/04/COLEMAN-Date-of-Manufacture-_-History.jpg"", ""https://www.building-center.org/wp-content/uploads/2016/04/COLEMAN-Date-of-Manufacture-Serial-Number-Style-4.jpg""]"
guidance,COLUMBIA,Style 1: 1993,,{},[],"{""is_ambiguous"": true, ""notes"": ""No year position instructions found""}",no_data,"Style 1: 1993 Back to Brand Listing Style 1: 1993 Description: The model number, serial number and manufacturing date are located on the rating plate. If the tag fails to provide this information the manufacturer must be contacted. When contacting the manufacturer have the model & serial number handy. (See the data tag below). Page last updated: 8 Nov 2015 Contact Columbia Boiler Company Contacting Columbia Boiler Company 3900 Old Reading Pike Stowe, Pennsylvania 19464 Phone:(610) 323-2700 Inspection Notes This area has been reserved for any special considerations that inspectors or HVAC equipment owners should pay particular attention too. Access to this information requires membership. [link] Trademarks & Service Marks (Disclaimer) Any of the trademarks, service marks, collective marks, ","Style 1: 1993 Back to Brand Listing Style 1: 1993 Description: The model number, serial number and manufacturing date are located on the rating plate. If the tag fails to provide this information the ",https://www.building-center.org/columbia-hvac-age/,2026-01-25T03:35:16Z,[]
decode,COMBAT,Style 1: 7-8197,^\d[A-Z0-9-]\d{4}$,"{""year"": {""positions"": {""start"": 4, ""end"": 6}}}","[""7-8197""]","{""is_ambiguous"": true, ""notes"": ""Year not 4 digits""}",,,Style 1: 7-8197 Back to Brand Listing Style 1: 7 -8197 Description: Six (6) character Serial number (including the “dash”). – 1 numerical digit followed by a dash and 4 numeric digits. Using the ANSI ,https://www.building-center.org/combat-hvac-age/,2026-01-25T03:35:16Z,[]
decode,COMFORT AIRE,Style 1: RSF,^\d{9}$,"{""year"": {""positions"": {""start"": 1, ""end"": 2}}, ""month"": {""positions"": {""start"": 3, ""end"": 4}}}","[""150300183""]","{""is_ambiguous"": true, ""notes"": ""Year not 4 digits""}",,,Style 1: RSF 15 03 00183 (Nordyne style) Style 2: EB5D302F 32 01 07830 (Rheem style) Style 3: 08 04 237539 (Goodman style) Style 4: R 04 24 070098 (ICP style) Style 5: 92 A -C70097 (Addison Products -,https://www.building-center.org/comfort-aire-hvac-age/,2026-01-25T03:35:17Z,[]
decode,COMFORT AIRE,Style 3:,^\d{10}$,"{""year"": {""positions"": {""start"": 1, ""end"": 2}}, ""month"": {""positions"": {""start"": 3, ""end"": 4}}}","[""0804237539""]","{""is_ambiguous"": true, ""notes"": ""Year not 4 digits""}",,,Style 3: 08 04 237539 (Goodman style) Style 4: R 04 24 070098 (ICP style) Style 5: 92 A -C70097 (Addison Products - APCO style) Style 6a: JR10006245X (unknown manufacturer style) Style 6b: BT 255768 0,https://www.building-center.org/comfort-aire-hvac-age/,2026-01-25T03:35:17Z,[]
decode,COMFORT AIRE,Style 4: R,^\d{10}$,"{""year"": {""positions"": {""start"": 1, ""end"": 2}}, ""week"": {""positions"": {""start"": 3, ""end"": 4}}}","[""0424070098""]","{""is_ambiguous"": true, ""notes"": ""Year not 4 digits""}",,,Style 4: R 04 24 070098 (ICP style) Style 5: 92 A -C70097 (Addison Products - APCO style) Style 6a: JR10006245X (unknown manufacturer style) Style 6b: BT 255768 046X (unknown manufacturer style) Legen,https://www.building-center.org/comfort-aire-hvac-age/,2026-01-25T03:35:17Z,[]
guidance,COMFORT AIRE,Style 5:,,{},[],"{""is_ambiguous"": true, ""notes"": ""No year position instructions found""}",no_data,"92 A -C70097 (Addison Products - APCO style)
Style 6a:   JR10006245X (unknown manufacturer style)
Style 6b:   BT 255768 046X (unknown manufacturer style)
Legend: Year is RED ;  Month is GREEN ; Week is BLUE","92 A -C70097 (Addison Products - APCO style)
Style 6a:   JR10006245X (unknown manufacturer style)
Style 6b:   BT 255768 046X (unknown manufacturer style)
Legend: Year is RED ;  Month is GREEN ; Week i",https://www.building-center.org/comfort-aire-hvac-age/,2026-01-25T03:35:17Z,[]
