Master Customer Name,Master Customer Name Canonical,Industrial Group,Industry Detail,NAICS,Method,Status,Confidence,Rationale,Support Category,Company Website,IsMerge,MergeGroupSize
Gardner Business Media,GARDNER BUSINESS MEDIA,Unknown / Needs Review,,,Unclassified,,Low,"Insufficient information (evidence: 'Gardner Business Media, Inc.')",,,FALSE,1
Gary Bowers Residence,GARY BOWERS RESIDENCE,Unknown / Needs Review,,,Unclassified,,Low,Insufficient information (evidence: 'Gary Bowers - Residence'),,,FALSE,1
Gary Fultheim,GARY FULTHEIM,Unknown / Needs Review,,,Unclassified,,Low,Insufficient information (evidence: 'Gary Fultheim'),,,FALSE,1
Gbbn Architects,GBBN ARCHITECTS,Unknown / Needs Review,,,Unclassified,,Low,"Insufficient information (evidence: 'Gbbn Architects, Inc.')",,,FALSE,1
Gc Contracting,GC CONTRACTING,Unknown / Needs Review,,,Unclassified,,Low,Insufficient information (evidence: 'Gc Contracting Inc'),,,FALSE,1
Gcp Applied Technologies,GCP APPLIED TECHNOLOGIES,Unknown / Needs Review,,,Unclassified,,Low,Insufficient information (evidence: 'Gcp Applied Technologies Inc'),,,FALSE,1
Gdoba Kingston Pike,GDOBA KINGSTON PIKE,Unknown / Needs Review,,,Unclassified,,Low,Insufficient information (evidence: 'Gdoba - Kingston Pike'),,,FALSE,1
Ge on Wing Support,GE ON WING SUPPORT,Unknown / Needs Review,,,Unclassified,,Low,Insufficient information (evidence: 'Ge On Wing Support'),,,FALSE,1
Gencanna Acquisition,GENCANNA ACQUISITION,Unknown / Needs Review,,,Unclassified,,Low,Insufficient information (evidence: 'Gencanna Acquisition Corp'),,,FALSE,1
Genera Energy,GENERA ENERGY,Unknown / Needs Review,,,Unclassified,,Low,Insufficient information (evidence: 'Genera Energy Inc'),,,FALSE,1
General Cable,GENERAL CABLE,Unknown / Needs Review,,,Unclassified,,Low,Insufficient information (evidence: 'General Cable'),,,FALSE,1
General Polymers,GENERAL POLYMERS,Unknown / Needs Review,,,Unclassified,,Low,Insufficient information (evidence: 'General Polymers'),,,TRUE,2
Genesco Journeys,GENESCO JOURNEYS,Unknown / Needs Review,,,Unclassified,,Low,Insufficient information (evidence: 'Genesco Journey'S'),,,FALSE,1
Gf Frank and Sons,GF FRANK AND SONS,Unknown / Needs Review,,,Unclassified,,Low,Insufficient information (evidence: 'Gf Frank & Sons'),,,TRUE,2
Ghent Manuafacturing,GHENT MANUAFACTURING,Unknown / Needs Review,,,Unclassified,,Low,Insufficient information (evidence: 'Ghent Manuafacturing'),,,FALSE,1
Gilkey Windows,GILKEY WINDOWS,Unknown / Needs Review,,,Unclassified,,Low,Insufficient information (evidence: 'Gilkey Windows'),,,FALSE,1
Glenn H Johnson Const,GLENN H JOHNSON CONST,Unknown / Needs Review,,,Unclassified,,Low,Insufficient information (evidence: 'Glenn H. Johnson Const.Co'),,,FALSE,1
Glr,GLR,Unknown / Needs Review,,,Unclassified,,Low,Insufficient information (evidence: 'G.L.R. Inc'),,,FALSE,1
Gnc,GNC,Unknown / Needs Review,,,Unclassified,,Low,Insufficient information (evidence: 'Gnc'),,,FALSE,1
Good Fortune,GOOD FORTUNE,Unknown / Needs Review,,,Unclassified,,Low,Insufficient information (evidence: 'Good Fortune Inc'),,,FALSE,1
Good Huber Mob,GOOD HUBER MOB,Unknown / Needs Review,,,Unclassified,,Low,Insufficient information (evidence: 'Good Huber Mob Llc C/O Equity'),,,FALSE,1
Gorilla Glue,GORILLA GLUE,Unknown / Needs Review,,,Unclassified,,Low,Insufficient information (evidence: 'Gorilla Glue'),,,FALSE,1
Gosiger Machine Tools,GOSIGER MACHINE TOOLS,Unknown / Needs Review,,,Unclassified,,Low,Insufficient information (evidence: 'Gosiger Machine Tools'),,,FALSE,1
Gould and Smith Crane Rental,GOULD AND SMITH CRANE RENTAL,Unknown / Needs Review,,,Unclassified,,Low,"Insufficient information (evidence: 'Gould & Smith Crane Rental, Inc.')",,,FALSE,1
Grand Park Sports and Entertainment,GRAND PARK SPORTS AND ENTERTAINMENT,Unknown / Needs Review,,,Unclassified,,Low,Insufficient information (evidence: 'Grand Park Sports & Entertainment'),,,FALSE,1
Graphic Village,GRAPHIC VILLAGE,Unknown / Needs Review,,,Unclassified,,Low,Insufficient information (evidence: 'Graphic Village'),,,FALSE,1
Graphic Village Blue Ash,GRAPHIC VILLAGE BLUE ASH,Unknown / Needs Review,,,Unclassified,,Low,Insufficient information (evidence: 'Graphic Village Blue Ash'),,,FALSE,1
Graybar,GRAYBAR,Unknown / Needs Review,,,Unclassified,,Low,Insufficient information (evidence: 'Graybar'),,,FALSE,1
Great Clips Ohio,GREAT CLIPS OHIO,Unknown / Needs Review,,,Unclassified,,Low,Insufficient information (evidence: 'Great Clips Ohio'),,,FALSE,1
Great Lakes Ace Hardware,GREAT LAKES ACE HARDWARE,Unknown / Needs Review,,,Unclassified,,Low,Insufficient information (evidence: 'Great Lakes Ace Hardware'),,,FALSE,1
Great Lakes Cheese,GREAT LAKES CHEESE,Unknown / Needs Review,,,Unclassified,,Low,Insufficient information (evidence: 'Great Lakes Cheese'),,,FALSE,1
Great Lakes Coca Cola Distribution,GREAT LAKES COCA COLA DISTRIBUTION,Unknown / Needs Review,,,Unclassified,,Low,Insufficient information (evidence: 'Great Lakes Coca Cola Distribution'),,,FALSE,1
Great Smoky Mountains Heritage Center,GREAT SMOKY MOUNTAINS HERITAGE CENTER,Unknown / Needs Review,,,Unclassified,,Low,Insufficient information (evidence: 'Great Smoky Mountains Heritage Center'),,,FALSE,1
Greater Hamilton Civic Theater,GREATER HAMILTON CIVIC THEATER,Unknown / Needs Review,,,Unclassified,,Low,Insufficient information (evidence: 'Greater Hamilton Civic Theater'),,,FALSE,1
Green Hills Grille,GREEN HILLS GRILLE,Unknown / Needs Review,,,Unclassified,,Low,Insufficient information (evidence: 'Green Hills Grille'),,,FALSE,1
Greenfield Global USA,GREENFIELD GLOBAL USA,Unknown / Needs Review,,,Unclassified,,Low,"Insufficient information (evidence: 'Greenfield Global Usa, Inc.')",,,FALSE,1
Greif,GREIF,Unknown / Needs Review,,,Unclassified,,Low,Insufficient information (evidence: 'Greif'),,,FALSE,1
Greyhound Tavern,GREYHOUND TAVERN,Unknown / Needs Review,,,Unclassified,,Low,Insufficient information (evidence: 'Greyhound Tavern'),,,FALSE,1
Griffin Elite Sports and Wellness,GRIFFIN ELITE SPORTS AND WELLNESS,Unknown / Needs Review,,,Unclassified,,Low,Insufficient information (evidence: 'Griffin Elite Sports & Wellness'),,,FALSE,1
Griffith Group,GRIFFITH GROUP,Unknown / Needs Review,,,Unclassified,,Low,"Insufficient information (evidence: 'Griffith Group, Llc')",,,FALSE,1
Gw Richmond Excel,GW RICHMOND EXCEL,Unknown / Needs Review,,,Unclassified,,Low,Insufficient information (evidence: 'Gw Richmond Excel Llc'),,,FALSE,1
Gxo Logistics Supply Chain,GXO LOGISTICS SUPPLY CHAIN,Unknown / Needs Review,,,Unclassified,,Low,Insufficient information (evidence: 'Gxo Logistics Supply Chain Inc'),,,FALSE,1
H and R Block,H AND R BLOCK,Unknown / Needs Review,,,Unclassified,,Low,Insufficient information (evidence: 'H&R Block'),,,FALSE,1
Habegger Cac,HABEGGER CAC,Unknown / Needs Review,,,Unclassified,,Low,Insufficient information (evidence: 'Habegger Corp - Cac'),,,FALSE,1
Habilitation Services,HABILITATION SERVICES,Unknown / Needs Review,,,Unclassified,,Low,Insufficient information (evidence: 'Habilitation Services'),,,FALSE,1
Hamilton Safe,HAMILTON SAFE,Unknown / Needs Review,,,Unclassified,,Low,Insufficient information (evidence: 'Hamilton Safe'),,,TRUE,2
Hammacher Schlemmer,HAMMACHER SCHLEMMER,Unknown / Needs Review,,,Unclassified,,Low,Insufficient information (evidence: 'Hammacher Schlemmer'),,,FALSE,1
Hampton Lumber Sales,HAMPTON LUMBER SALES,Unknown / Needs Review,,,Unclassified,,Low,Insufficient information (evidence: 'Hampton Lumber Sales'),,,FALSE,1
Hanger,HANGER,Unknown / Needs Review,,,Unclassified,,Low,Insufficient information (evidence: 'Hanger'),,,FALSE,1
Harmony at Tucker Station,HARMONY AT TUCKER STATION,Unknown / Needs Review,,,Unclassified,,Low,Insufficient information (evidence: 'Harmony At Tucker Station'),,,FALSE,1
Harper Auto,HARPER AUTO,Unknown / Needs Review,,,Unclassified,,Low,Insufficient information (evidence: 'Harper Auto'),,,TRUE,6
Harrington Plastics,HARRINGTON PLASTICS,Unknown / Needs Review,,,Unclassified,,Low,Insufficient information (evidence: 'Harrington Plastics'),,,FALSE,1
Harvia US,HARVIA US,Unknown / Needs Review,,,Unclassified,,Low,Insufficient information (evidence: 'Harvia Us Inc'),,,FALSE,1
Hayden,HAYDEN,Unknown / Needs Review,,,Unclassified,,Low,"Insufficient information (evidence: 'Hayden Company, Inc.')",,,FALSE,1
Hayneedle,HAYNEEDLE,Unknown / Needs Review,,,Unclassified,,Low,Insufficient information (evidence: 'Hayneedle'),,,FALSE,1
Hazama,HAZAMA,Unknown / Needs Review,,,Unclassified,,Low,Insufficient information (evidence: 'Hazama Corp'),,,FALSE,1
Hbcii,HBCII,Unknown / Needs Review,,,Unclassified,,Low,"Insufficient information (evidence: 'Hbc-Ii, Llc')",,,FALSE,1
Hdr,HDR,Unknown / Needs Review,,,Unclassified,,Low,Insufficient information (evidence: 'Hdr'),,,FALSE,1
Heartland Facilities,HEARTLAND FACILITIES,Unknown / Needs Review,,,Unclassified,,Low,Insufficient information (evidence: 'Heartland Facilities'),,,FALSE,1
Henkle Schueler,HENKLE SCHUELER,Unknown / Needs Review,,,Unclassified,,Low,Insufficient information (evidence: 'Henkle Schueler'),,,FALSE,1
Henry Schein,HENRY SCHEIN,Unknown / Needs Review,,,Unclassified,,Low,Insufficient information (evidence: 'Henry Schein Inc'),,,TRUE,2
Hero Facility Services,HERO FACILITY SERVICES,Unknown / Needs Review,,,Unclassified,,Low,Insufficient information (evidence: 'Hero Facility Services'),,,FALSE,1
Heron Technologies USA Dba Akh Heron Technologies,HERON TECHNOLOGIES USA DBA AKH HERON TECHNOLOGIES,Unknown / Needs Review,,,Unclassified,,Low,Insufficient information (evidence: 'Heron Technologies Usa Inc Dba Akh Heron Technologies'),,,FALSE,1
Hexa Americas,HEXA AMERICAS,Unknown / Needs Review,,,Unclassified,,Low,Insufficient information (evidence: 'Hexa Americas'),,,FALSE,1
Hillman Group,HILLMAN GROUP,Unknown / Needs Review,,,Unclassified,,Low,Insufficient information (evidence: 'Hillman Group'),,,FALSE,1
His Constructors,HIS CONSTRUCTORS,Unknown / Needs Review,,,Unclassified,,Low,Insufficient information (evidence: 'His Constructors'),,,FALSE,1
Hite Assoicates,HITE ASSOICATES,Unknown / Needs Review,,,Unclassified,,Low,Insufficient information (evidence: 'Hite Assoicates Inc'),,,FALSE,1
Hobsons,HOBSONS,Unknown / Needs Review,,,Unclassified,,Low,Insufficient information (evidence: 'Hobsons'),,,FALSE,1
Holistic Connection,HOLISTIC CONNECTION,Unknown / Needs Review,,,Unclassified,,Low,Insufficient information (evidence: 'Holistic Connection'),,,FALSE,1
Holland Colours America,HOLLAND COLOURS AMERICA,Unknown / Needs Review,,,Unclassified,,Low,Insufficient information (evidence: 'Holland Colours America Inc'),,,FALSE,1
Home Depot,HOME DEPOT,Unknown / Needs Review,,,Unclassified,,Low,Insufficient information (evidence: 'Home Depot'),,,FALSE,1
Home Shopping Network,HOME SHOPPING NETWORK,Unknown / Needs Review,,,Unclassified,,Low,Insufficient information (evidence: 'Home Shopping Network'),,,FALSE,1
Honeywell Intelligrated,HONEYWELL INTELLIGRATED,Unknown / Needs Review,,,Unclassified,,Low,Insufficient information (evidence: 'Honeywell Intelligrated'),,,FALSE,1
Hot Topic and Torrid Warehouse,HOT TOPIC AND TORRID WAREHOUSE,Unknown / Needs Review,,,Unclassified,,Low,Insufficient information (evidence: 'Hot Topic & Torrid Warehouse'),,,FALSE,1
Houston Johnson,HOUSTON JOHNSON,Unknown / Needs Review,,,Unclassified,,Low,Insufficient information (evidence: 'Houston Johnson Inc'),,,FALSE,1
Howmet Aerospace,HOWMET AEROSPACE,Unknown / Needs Review,,,Unclassified,,Low,Insufficient information (evidence: 'Howmet Aerospace'),,,FALSE,1
Ht Hackney,HT HACKNEY,Unknown / Needs Review,,,Unclassified,,Low,Insufficient information (evidence: 'H.T. Hackney Co.'),,,FALSE,1
Ht Hackney WV,HT HACKNEY WV,Unknown / Needs Review,,,Unclassified,,Low,Insufficient information (evidence: 'The Ht Hackney Co. Wv'),,,FALSE,1
Hti Logistics,HTI LOGISTICS,Unknown / Needs Review,,,Unclassified,,Low,Insufficient information (evidence: 'Hti Logistics Corporation'),,,FALSE,1
Hubbard Cincinnati,HUBBARD CINCINNATI,Unknown / Needs Review,,,Unclassified,,Low,Insufficient information (evidence: 'Hubbard Cincinnati Llc'),,,FALSE,1
Huber Engineered Woods,HUBER ENGINEERED WOODS,Unknown / Needs Review,,,Unclassified,,Low,Insufficient information (evidence: 'Huber Engineered Woods'),,,FALSE,1
Huber General Contracting,HUBER GENERAL CONTRACTING,Unknown / Needs Review,,,Unclassified,,Low,Insufficient information (evidence: 'Huber General Contracting'),,,FALSE,1
Hudawn,HUDAWN,Unknown / Needs Review,,,Unclassified,,Low,Insufficient information (evidence: 'Hudawn'),,,FALSE,1
Hueber Brothers,HUEBER BROTHERS,Unknown / Needs Review,,,Unclassified,,Low,Insufficient information (evidence: 'Hueber Brothers Inc'),,,FALSE,1
Hvac Technologies,HVAC TECHNOLOGIES,Unknown / Needs Review,,,Unclassified,,Low,Insufficient information (evidence: 'Hvac Technologies Inc'),,,FALSE,1
Hydronic and Steam Equipment,HYDRONIC AND STEAM EQUIPMENT,Unknown / Needs Review,,,Unclassified,,Low,Insufficient information (evidence: 'Hydronic & Steam Equipment Co Inc'),,,FALSE,1
Hylant Group,HYLANT GROUP,Unknown / Needs Review,,,Unclassified,,Low,Insufficient information (evidence: 'Hylant Group'),,,FALSE,1
I Herb,I HERB,Unknown / Needs Review,,,Unclassified,,Low,Insufficient information (evidence: 'I Herb Inc'),,,FALSE,1
Idealease,IDEALEASE,Unknown / Needs Review,,,Unclassified,,Low,Insufficient information (evidence: 'Idealease'),,,FALSE,1
Idi Composites,IDI COMPOSITES,Unknown / Needs Review,,,Unclassified,,Low,Insufficient information (evidence: 'Idi Composites'),,,FALSE,1
Ienjoy Home,IENJOY HOME,Unknown / Needs Review,,,Unclassified,,Low,Insufficient information (evidence: 'Ienjoy Home'),,,FALSE,1
Ikron,IKRON,Unknown / Needs Review,,,Unclassified,,Low,Insufficient information (evidence: 'Ikron Corporation'),,,FALSE,1
Impact Service Group,IMPACT SERVICE GROUP,Unknown / Needs Review,,,Unclassified,,Low,Insufficient information (evidence: 'Impact Service Group'),,,FALSE,1
In Motion Orthopadeics,IN MOTION ORTHOPADEICS,Unknown / Needs Review,,,Unclassified,,Low,Insufficient information (evidence: 'In Motion Orthopadeics'),,,FALSE,1
Index,INDEX,Unknown / Needs Review,,,Unclassified,,Low,Insufficient information (evidence: 'Index Corporation'),,,FALSE,1
India Bazaar,INDIA BAZAAR,Unknown / Needs Review,,,Unclassified,,Low,Insufficient information (evidence: 'India Bazaar'),,,FALSE,1
Indiana Podiatry Group,INDIANA PODIATRY GROUP,Unknown / Needs Review,,,Unclassified,,Low,Insufficient information (evidence: 'Indiana Podiatry Group'),,,FALSE,1
Indiana Spine Group Muncie,INDIANA SPINE GROUP MUNCIE,Unknown / Needs Review,,,Unclassified,,Low,Insufficient information (evidence: 'Indiana Spine Group Muncie'),,,FALSE,1
Indoor Tennis Club,INDOOR TENNIS CLUB,Unknown / Needs Review,,,Unclassified,,Low,Insufficient information (evidence: 'The Indoor Tennis Club'),,,FALSE,1
Industrial Sorting Services,INDUSTRIAL SORTING SERVICES,Unknown / Needs Review,,,Unclassified,,Low,Insufficient information (evidence: 'Industrial Sorting Services'),,,FALSE,1
Industry Products,INDUSTRY PRODUCTS,Unknown / Needs Review,,,Unclassified,,Low,Insufficient information (evidence: 'Industry Products Co'),,,FALSE,1
Infiniti Plastics and Engineering,INFINITI PLASTICS AND ENGINEERING,Unknown / Needs Review,,,Unclassified,,Low,Insufficient information (evidence: 'Infiniti Plastics & Engineering Inc'),,,FALSE,1
Infinity Global Dayton DC,INFINITY GLOBAL DAYTON DC,Unknown / Needs Review,,,Unclassified,,Low,Insufficient information (evidence: 'Infinity Global Dayton Dc'),,,FALSE,1
Infintech,INFINTECH,Unknown / Needs Review,,,Unclassified,,Low,Insufficient information (evidence: 'Infintech'),,,FALSE,1
Ingersoll-Rand,INGERSOLL-RAND,Unknown / Needs Review,,,Unclassified,,Low,Insufficient information (evidence: 'Ingersoll-Rand'),,,TRUE,2
Ingredion,INGREDION,Unknown / Needs Review,,,Unclassified,,Low,Insufficient information (evidence: 'Ingredion Incorporated'),,,FALSE,1
Innerwood and,INNERWOOD AND,Unknown / Needs Review,,,Unclassified,,Low,Insufficient information (evidence: 'Innerwood & Company'),,,FALSE,1
Innovative Energy Solutions,INNOVATIVE ENERGY SOLUTIONS,Unknown / Needs Review,,,Unclassified,,Low,Insufficient information (evidence: 'Innovative Energy Solutions'),,,FALSE,1
Insight Energy Solutions,INSIGHT ENERGY SOLUTIONS,Unknown / Needs Review,,,Unclassified,,Low,Insufficient information (evidence: 'Insight Energy Solutions'),,,FALSE,1
Intelligrated,INTELLIGRATED,Unknown / Needs Review,,,Unclassified,,Low,Insufficient information (evidence: 'Intelligrated'),,,FALSE,1
International Paper,INTERNATIONAL PAPER,Unknown / Needs Review,,,Unclassified,,Low,Insufficient information (evidence: 'International Paper'),,,FALSE,1
International Truck,INTERNATIONAL TRUCK,Unknown / Needs Review,,,Unclassified,,Low,Insufficient information (evidence: 'International Truck'),,,FALSE,1
Interplastic,INTERPLASTIC,Unknown / Needs Review,,,Unclassified,,Low,Insufficient information (evidence: 'Interplastic Corporation'),,,FALSE,1
Intertech Mechanical Services,INTERTECH MECHANICAL SERVICES,Unknown / Needs Review,,,Unclassified,,Low,Insufficient information (evidence: 'Intertech Mechanical Services'),,,FALSE,1
Intralot,INTRALOT,Unknown / Needs Review,,,Unclassified,,Low,"Insufficient information (evidence: 'Intralot, Inc.')",,,TRUE,2
Inx International,INX INTERNATIONAL,Unknown / Needs Review,,,Unclassified,,Low,Insufficient information (evidence: 'Inx International'),,,FALSE,1
Ipeg Billing,IPEG BILLING,Unknown / Needs Review,,,Unclassified,,Low,"Insufficient information (evidence: 'Ipeg, Inc - Billing')",,,FALSE,1
Itw,ITW,Unknown / Needs Review,,,Unclassified,,Low,Insufficient information (evidence: 'Itw'),,,FALSE,1
Itw Food Equipment Group,ITW FOOD EQUIPMENT GROUP,Unknown / Needs Review,,,Unclassified,,Low,Insufficient information (evidence: 'Itw Food Equipment Group'),,,FALSE,1
Ivan Funk,IVAN FUNK,Unknown / Needs Review,,,Unclassified,,Low,Insufficient information (evidence: 'Ivan Funk Llc'),,,FALSE,1
Ivax Pharmaceuticals,IVAX PHARMACEUTICALS,Unknown / Needs Review,,,Unclassified,,Low,Insufficient information (evidence: 'Ivax Pharmaceuticals'),,,FALSE,1
Ivey Mechanical,IVEY MECHANICAL,Unknown / Needs Review,,,Unclassified,,Low,Insufficient information (evidence: 'Ivey Mechanical Company Llc'),,,FALSE,1
J and F Mechanical,J AND F MECHANICAL,Unknown / Needs Review,,,Unclassified,,Low,Insufficient information (evidence: 'J&F Mechanical'),,,FALSE,1
J and J General Maintenance,J AND J GENERAL MAINTENANCE,Unknown / Needs Review,,,Unclassified,,Low,Insufficient information (evidence: 'J&J General Maintenance Inc'),,,FALSE,1
