Master Customer Name Canonical,Customer Key,Customer Name,Source Path,Source URL,Staged Path,Blob Name,Hosted Logo URL,Match Method,Match Score,Second Match,Second Score,Match Margin
CITY OF SHARONVILLE OH,,"City of Sharonville, OH",,https://i.postimg.cc/Y9ywVy3G/City-of-Sharonville-OH.png,/mnt/c/Users/thorn/documents/projects/Customer Segmentation/output/work/logos/staged_dbreen/CITY_OF_SHARONVILLE_OH.png,CITY_OF_SHARONVILLE_OH.png,https://stgreen.blob.core.windows.net/logos/CITY_OF_SHARONVILLE_OH.png,canonical,1.00,,,
CITY OF SOUTH CHARLESTON WV,,"City of South Charleston, WV",,https://i.postimg.cc/X750HLyq/City-of-South-Charleston-OH.png,/mnt/c/Users/thorn/documents/projects/Customer Segmentation/output/work/logos/staged_dbreen/CITY_OF_SOUTH_CHARLESTON_WV.png,CITY_OF_SOUTH_CHARLESTON_WV.png,https://stgreen.blob.core.windows.net/logos/CITY_OF_SOUTH_CHARLESTON_WV.png,canonical,1.00,,,
CITY OF ST BERNARD OH,,"City of St. Bernard, OH",,https://i.postimg.cc/7hGyyMsB/City-of-St-Bernard-OH.png,/mnt/c/Users/thorn/documents/projects/Customer Segmentation/output/work/logos/staged_dbreen/CITY_OF_ST_BERNARD_OH.png,CITY_OF_ST_BERNARD_OH.png,https://stgreen.blob.core.windows.net/logos/CITY_OF_ST_BERNARD_OH.png,canonical,1.00,,,
CLINTON COUNTY OH,,"Clinton County, OH",,https://i.postimg.cc/nhYfZL2t/Clinton-County-OH.png,/mnt/c/Users/thorn/documents/projects/Customer Segmentation/output/work/logos/staged_dbreen/CLINTON_COUNTY_OH.png,CLINTON_COUNTY_OH.png,https://stgreen.blob.core.windows.net/logos/CLINTON_COUNTY_OH.png,canonical,1.00,,,
FIRST BAPTIST CHURCH OF BOWLING GREEN,,First Baptist Church of Bowling Green,,https://i.postimg.cc/W3SPD1V1/First-Baptist-Church-of-Bowling-Green.png,/mnt/c/Users/thorn/documents/projects/Customer Segmentation/output/work/logos/staged_dbreen/FIRST_BAPTIST_CHURCH_OF_BOWLING_GREEN.png,FIRST_BAPTIST_CHURCH_OF_BOWLING_GREEN.png,https://stgreen.blob.core.windows.net/logos/FIRST_BAPTIST_CHURCH_OF_BOWLING_GREEN.png,canonical,1.00,,,
GREATER CLARK COUNTY SCHOOLS,,Greater Clark County Schools (IN),,https://i.postimg.cc/KcgmkyWW/Greater-Clark-County-Schools.png,/mnt/c/Users/thorn/documents/projects/Customer Segmentation/output/work/logos/staged_dbreen/GREATER_CLARK_COUNTY_SCHOOLS.png,GREATER_CLARK_COUNTY_SCHOOLS.png,https://stgreen.blob.core.windows.net/logos/GREATER_CLARK_COUNTY_SCHOOLS.png,canonical,1.00,,,
GREENUP COUNTY FISCAL COURT,,"Greenup County, KY",,https://i.postimg.cc/6QMs21Fj/Greenup-County-KY.png,/mnt/c/Users/thorn/documents/projects/Customer Segmentation/output/work/logos/staged_dbreen/GREENUP_COUNTY_FISCAL_COURT.png,GREENUP_COUNTY_FISCAL_COURT.png,https://stgreen.blob.core.windows.net/logos/GREENUP_COUNTY_FISCAL_COURT.png,canonical,1.00,,,
HARLAN COUNTY FISCAL COURT,,"Harlan County, KY",,https://i.postimg.cc/br3NjRrL/Harlan-County-KY.png,/mnt/c/Users/thorn/documents/projects/Customer Segmentation/output/work/logos/staged_dbreen/HARLAN_COUNTY_FISCAL_COURT.png,HARLAN_COUNTY_FISCAL_COURT.png,https://stgreen.blob.core.windows.net/logos/HARLAN_COUNTY_FISCAL_COURT.png,canonical,1.00,,,
JEFFERSON COUNTY SCHOOLS,,Jefferson County Schools (TN),,https://i.postimg.cc/rpktGdKb/JCCS.png,/mnt/c/Users/thorn/documents/projects/Customer Segmentation/output/work/logos/staged_dbreen/JEFFERSON_COUNTY_SCHOOLS.png,JEFFERSON_COUNTY_SCHOOLS.png,https://stgreen.blob.core.windows.net/logos/JEFFERSON_COUNTY_SCHOOLS.png,canonical,1.00,,,
JESSAMINE COUNTY FISCAL COURT,,"Jessamine County, KY",,https://i.postimg.cc/wjVx22SJ/Jessamine-County-KY.png,/mnt/c/Users/thorn/documents/projects/Customer Segmentation/output/work/logos/staged_dbreen/JESSAMINE_COUNTY_FISCAL_COURT.png,JESSAMINE_COUNTY_FISCAL_COURT.png,https://stgreen.blob.core.windows.net/logos/JESSAMINE_COUNTY_FISCAL_COURT.png,canonical,1.00,,,
LAWRENCE COUNTY OH,,"Lawrence County, OH",,https://i.postimg.cc/0QjTp0s8/Lawrence-County-OH.png,/mnt/c/Users/thorn/documents/projects/Customer Segmentation/output/work/logos/staged_dbreen/LAWRENCE_COUNTY_OH.png,LAWRENCE_COUNTY_OH.png,https://stgreen.blob.core.windows.net/logos/LAWRENCE_COUNTY_OH.png,canonical,1.00,,,
MADISON COUNTY FISCAL COURT,,"Madison County, KY",,https://i.postimg.cc/8k0QzqFj/Madison-County-KY.png,/mnt/c/Users/thorn/documents/projects/Customer Segmentation/output/work/logos/staged_dbreen/MADISON_COUNTY_FISCAL_COURT.png,MADISON_COUNTY_FISCAL_COURT.png,https://stgreen.blob.core.windows.net/logos/MADISON_COUNTY_FISCAL_COURT.png,canonical,1.00,,,
MARY QUEEN OF THE HOLY ROSARY,,Mary Queen of the Holy Rosary,,https://i.postimg.cc/7YSZGw9K/Mary-Queen.png,/mnt/c/Users/thorn/documents/projects/Customer Segmentation/output/work/logos/staged_dbreen/MARY_QUEEN_OF_THE_HOLY_ROSARY.png,MARY_QUEEN_OF_THE_HOLY_ROSARY.png,https://stgreen.blob.core.windows.net/logos/MARY_QUEEN_OF_THE_HOLY_ROSARY.png,canonical,1.00,,,
MORGAN COUNTY IN,,"Morgan County, IN",,https://i.postimg.cc/DZNt54v1/Morgan-County-IN.png,/mnt/c/Users/thorn/documents/projects/Customer Segmentation/output/work/logos/staged_dbreen/MORGAN_COUNTY_IN.png,MORGAN_COUNTY_IN.png,https://stgreen.blob.core.windows.net/logos/MORGAN_COUNTY_IN.png,canonical,1.00,,,
OWEN COUNTY FISCAL COURT,,"Owen County, KY",,https://i.postimg.cc/fbRzrXNP/Owen-County-KY.png,/mnt/c/Users/thorn/documents/projects/Customer Segmentation/output/work/logos/staged_dbreen/OWEN_COUNTY_FISCAL_COURT.png,OWEN_COUNTY_FISCAL_COURT.png,https://stgreen.blob.core.windows.net/logos/OWEN_COUNTY_FISCAL_COURT.png,canonical,1.00,,,
PICKAWAY COUNTY COMMISSIONERS,,"Pickaway County, OH",,https://i.postimg.cc/zDsfGVCL/Pickaway-County-OH.png,/mnt/c/Users/thorn/documents/projects/Customer Segmentation/output/work/logos/staged_dbreen/PICKAWAY_COUNTY_COMMISSIONERS.png,PICKAWAY_COUNTY_COMMISSIONERS.png,https://stgreen.blob.core.windows.net/logos/PICKAWAY_COUNTY_COMMISSIONERS.png,canonical,1.00,,,
PIKE COUNTY FISCAL COURT,,"Pike County, KY",,https://i.postimg.cc/tgvqQTR4/Pike-County-KY.png,/mnt/c/Users/thorn/documents/projects/Customer Segmentation/output/work/logos/staged_dbreen/PIKE_COUNTY_FISCAL_COURT.png,PIKE_COUNTY_FISCAL_COURT.png,https://stgreen.blob.core.windows.net/logos/PIKE_COUNTY_FISCAL_COURT.png,canonical,1.00,,,
POWELL COUNTY FISCAL COURT,,"Powell County, KY",,https://i.postimg.cc/pVwtp4b8/Powell-County-KY.png,/mnt/c/Users/thorn/documents/projects/Customer Segmentation/output/work/logos/staged_dbreen/POWELL_COUNTY_FISCAL_COURT.png,POWELL_COUNTY_FISCAL_COURT.png,https://stgreen.blob.core.windows.net/logos/POWELL_COUNTY_FISCAL_COURT.png,canonical,1.00,,,
PULASKI COUNTY FISCAL COURT,,"Pulaski County, KY",,https://i.postimg.cc/3RyKKTWC/Pulaski-County-KY.png,/mnt/c/Users/thorn/documents/projects/Customer Segmentation/output/work/logos/staged_dbreen/PULASKI_COUNTY_FISCAL_COURT.png,PULASKI_COUNTY_FISCAL_COURT.png,https://stgreen.blob.core.windows.net/logos/PULASKI_COUNTY_FISCAL_COURT.png,canonical,1.00,,,
PUTNAM COUNTY COMMISSIONERS,,"Putnam County, OH",,https://i.postimg.cc/mD0Tk5Hx/Putnam-County-OH.png,/mnt/c/Users/thorn/documents/projects/Customer Segmentation/output/work/logos/staged_dbreen/PUTNAM_COUNTY_COMMISSIONERS.png,PUTNAM_COUNTY_COMMISSIONERS.png,https://stgreen.blob.core.windows.net/logos/PUTNAM_COUNTY_COMMISSIONERS.png,canonical,1.00,,,
WASHINGTON COUNTY COURTHOUSE,,"Washington County, OH",,https://i.postimg.cc/cLZ4f250/Washington-County-OH.png,/mnt/c/Users/thorn/documents/projects/Customer Segmentation/output/work/logos/staged_dbreen/WASHINGTON_COUNTY_COURTHOUSE.png,WASHINGTON_COUNTY_COURTHOUSE.png,https://stgreen.blob.core.windows.net/logos/WASHINGTON_COUNTY_COURTHOUSE.png,canonical,1.00,,,
WAYNE COUNTY GOVERNMENT,,"Wayne County, TN",,http://waynecountytn.org/_assets_/images/logo.png,/mnt/c/Users/thorn/documents/projects/Customer Segmentation/output/work/logos/staged_dbreen/WAYNE_COUNTY_GOVERNMENT.png,WAYNE_COUNTY_GOVERNMENT.png,https://stgreen.blob.core.windows.net/logos/WAYNE_COUNTY_GOVERNMENT.png,canonical,1.00,,,
WILSON COUNTY SCHOOLS,,Wilson County Schools (TN),,https://i.postimg.cc/htcGNzQ8/Wilson-County-Schools.png,/mnt/c/Users/thorn/documents/projects/Customer Segmentation/output/work/logos/staged_dbreen/WILSON_COUNTY_SCHOOLS.png,WILSON_COUNTY_SCHOOLS.png,https://stgreen.blob.core.windows.net/logos/WILSON_COUNTY_SCHOOLS.png,canonical,1.00,,,
WOODFORD COUNTY FISCAL COURT,,"Woodford County, KY",,https://i.postimg.cc/V6Xd2MXH/Woodford-County-KY.png,/mnt/c/Users/thorn/documents/projects/Customer Segmentation/output/work/logos/staged_dbreen/WOODFORD_COUNTY_FISCAL_COURT.png,WOODFORD_COUNTY_FISCAL_COURT.png,https://stgreen.blob.core.windows.net/logos/WOODFORD_COUNTY_FISCAL_COURT.png,canonical,1.00,,,
