Master Customer Name,Master Customer Name Canonical,Industrial Group,Industry Detail,NAICS,Method,Status,Confidence,Rationale,Support Category,Company Website,IsMerge,MergeGroupSize
Jones Lang Lasalle JLL Amazon,JONES LANG LASALLE JLL AMAZON,Unknown / Needs Review,,,Unclassified,,Low,Insufficient information (evidence: 'Jones Lang Lasalle - Jll Amazon'),,,FALSE,1
Joy Global Underground Mining,JOY GLOBAL UNDERGROUND MINING,Unknown / Needs Review,,,Unclassified,,Low,Insufficient information (evidence: 'Joy Global Underground Mining Llc'),,,FALSE,1
Js Held,JS HELD,Unknown / Needs Review,,,Unclassified,,Low,Insufficient information (evidence: 'Js Held Llc'),,,FALSE,1
Jtekt North America,JTEKT NORTH AMERICA,Unknown / Needs Review,,,Unclassified,,Low,Insufficient information (evidence: 'Jtekt North America'),,,FALSE,1
Jw Harris,JW HARRIS,Unknown / Needs Review,,,Unclassified,,Low,"Insufficient information (evidence: 'Jw Harris Co., Inc.')",,,FALSE,1
Jw Marriot,JW MARRIOT,Unknown / Needs Review,,,Unclassified,,Low,Insufficient information (evidence: 'J.W. Marriot'),,,FALSE,1
Jwf Technologies,JWF TECHNOLOGIES,Unknown / Needs Review,,,Unclassified,,Low,Insufficient information (evidence: 'Jwf Technologies'),,,FALSE,1
K and L Allstar Investments,K AND L ALLSTAR INVESTMENTS,Unknown / Needs Review,,,Unclassified,,Low,Insufficient information (evidence: 'K&L Allstar Investments Llc C/O Equity'),,,FALSE,1
K4 Architecture,K4 ARCHITECTURE,Unknown / Needs Review,,,Unclassified,,Low,Insufficient information (evidence: 'K4 Architecture'),,,FALSE,1
KY Smelting Technolgies,KY SMELTING TECHNOLGIES,Unknown / Needs Review,,,Unclassified,,Low,Insufficient information (evidence: 'Ky Smelting Technolgies'),,,FALSE,1
Kaeser and Blair,KAESER AND BLAIR,Unknown / Needs Review,,,Unclassified,,Low,Insufficient information (evidence: 'Kaeser & Blair'),,,FALSE,1
Kajima Building and Design Group,KAJIMA BUILDING AND DESIGN GROUP,Unknown / Needs Review,,,Unclassified,,Low,"Insufficient information (evidence: 'Kajima Building & Design Group, Inc')",,,TRUE,2
Kao Brands,KAO BRANDS,Unknown / Needs Review,,,Unclassified,,Low,Insufficient information (evidence: 'Kao Brands'),,,FALSE,1
Kbc Buyer Dba Klosterman Baking,KBC BUYER DBA KLOSTERMAN BAKING,Unknown / Needs Review,,,Unclassified,,Low,Insufficient information (evidence: 'Kbc Buyer Inc Dba Klosterman Baking Company'),,,FALSE,1
Kbd Group,KBD GROUP,Unknown / Needs Review,,,Unclassified,,Low,Insufficient information (evidence: 'Kbd Group Inc'),,,FALSE,1
Kdc One,KDC ONE,Unknown / Needs Review,,,Unclassified,,Low,Insufficient information (evidence: 'Kdc One'),,,FALSE,1
Keenland Heights,KEENLAND HEIGHTS,Unknown / Needs Review,,,Unclassified,,Low,Insufficient information (evidence: 'Keenland Heights Llc'),,,FALSE,1
Keidel Supply,KEIDEL SUPPLY,Unknown / Needs Review,,,Unclassified,,Low,Insufficient information (evidence: 'Keidel Supply Company'),,,FALSE,1
Keller Warehousing and Packing,KELLER WAREHOUSING AND PACKING,Unknown / Needs Review,,,Unclassified,,Low,Insufficient information (evidence: 'Keller Warehousing & Co-Packing'),,,FALSE,1
Kenco Logistic Services,KENCO LOGISTIC SERVICES,Unknown / Needs Review,,,Unclassified,,Low,"Insufficient information (evidence: 'Kenco Logistic Services, Llc')",,,FALSE,1
Kenco Logistics,KENCO LOGISTICS,Unknown / Needs Review,,,Unclassified,,Low,Insufficient information (evidence: 'Kenco Logistics'),,,TRUE,2
Kentucky Blood Center,KENTUCKY BLOOD CENTER,Unknown / Needs Review,,,Unclassified,,Low,Insufficient information (evidence: 'Kentucky Blood Center Inc'),,,FALSE,1
Kentucky Underground Storage,KENTUCKY UNDERGROUND STORAGE,Unknown / Needs Review,,,Unclassified,,Low,Insufficient information (evidence: 'Kentucky Underground Storage Inc'),,,FALSE,1
Kentwood Office Furniture,KENTWOOD OFFICE FURNITURE,Unknown / Needs Review,,,Unclassified,,Low,Insufficient information (evidence: 'Kentwood Office Furniture'),,,FALSE,1
Keyme,KEYME,Unknown / Needs Review,,,Unclassified,,Low,Insufficient information (evidence: 'Keyme Llc'),,,FALSE,1
Ki USA,KI USA,Unknown / Needs Review,,,Unclassified,,Low,Insufficient information (evidence: 'Ki Usa'),,,FALSE,1
Kid City USA Franklin,KID CITY USA FRANKLIN,Unknown / Needs Review,,,Unclassified,,Low,Insufficient information (evidence: 'Kid City Usa Franklin'),,,FALSE,1
Kiesland,KIESLAND,Unknown / Needs Review,,,Unclassified,,Low,Insufficient information (evidence: 'Kiesland Inc.'),,,FALSE,1
Kindeva,KINDEVA,Unknown / Needs Review,,,Unclassified,,Low,Insufficient information (evidence: 'Kindeva'),,,FALSE,1
Kkt Chillers,KKT CHILLERS,Commercial Services,HVAC equipment/services (unclear),,AI Analyst Research,Queued,Low,Queued for AI analyst research,,,FALSE,1
Kppe,KPPE,Unknown / Needs Review,,,Unclassified,,Low,Insufficient information (evidence: 'K.P.P.E.'),,,FALSE,1
Landform,LANDFORM,Unknown / Needs Review,,,Unclassified,,Low,Insufficient information (evidence: 'Landform'),,,FALSE,1
Lasership Dba Ontrac,LASERSHIP DBA ONTRAC,Unknown / Needs Review,,,Unclassified,,Low,Insufficient information (evidence: 'Lasership Dba Ontrac'),,,FALSE,1
Latonia Bulk,LATONIA BULK,Unknown / Needs Review,,,Unclassified,,Low,Insufficient information (evidence: 'Latonia Bulk Llc'),,,FALSE,1
Lawrence Brothers,LAWRENCE BROTHERS,Unknown / Needs Review,,,Unclassified,,Low,Insufficient information (evidence: 'Lawrence Brothers'),,,FALSE,1
Lemond Bikes,LEMOND BIKES,Commercial Services,Retail/brand (verify),,AI Analyst Research,Queued,Low,Queued for AI analyst research,Hospitality,,FALSE,1
Lemond Composites,LEMOND COMPOSITES,Unknown / Needs Review,,,Unclassified,,Low,Insufficient information (evidence: 'Lemond Composites'),,,FALSE,1
Lennox Industry Warranty Dept,LENNOX INDUSTRY WARRANTY DEPT,Unknown / Needs Review,,,Unclassified,,Low,Insufficient information (evidence: 'Lennox Industry Inc - Warranty Dept'),,,FALSE,1
Leopardo Companies,LEOPARDO COMPANIES,Commercial Services,Property/contracting (unclear),,AI Analyst Research,Queued,Low,Queued for AI analyst research,,,FALSE,1
Levi Strauss and,LEVI STRAUSS AND,Unknown / Needs Review,,,Unclassified,,Low,Insufficient information (evidence: 'Levi Strauss & Company'),,,FALSE,1
Lhp Telematic,LHP TELEMATIC,Unknown / Needs Review,,,Unclassified,,Low,Insufficient information (evidence: 'Lhp Telematic'),,,FALSE,1
Lifetime Products,LIFETIME PRODUCTS,Unknown / Needs Review,,,Unclassified,,Low,Insufficient information (evidence: 'Lifetime Products Inc'),,,FALSE,1
Light Source,LIGHT SOURCE,Unknown / Needs Review,,,Unclassified,,Low,"Insufficient information (evidence: 'Light Source, Ltd')",,,FALSE,1
Lima USA,LIMA USA,Unknown / Needs Review,,,Unclassified,,Low,Insufficient information (evidence: 'Lima Usa Inc'),,,FALSE,1
Louisville Ilal Operations Dba Harmony at Tucker Station,LOUISVILLE ILAL OPERATIONS DBA HARMONY AT TUCKER STATION,Unknown / Needs Review,,,Unclassified,,Low,Insufficient information (evidence: 'Louisville Il-Al Operations Llc Dba Harmony At Tucker Station'),,,FALSE,1
Louisville Vegan Jerky,LOUISVILLE VEGAN JERKY,Unknown / Needs Review,,,Unclassified,,Low,Insufficient information (evidence: 'Louisville Vegan Jerky Company'),,,FALSE,1
MA Folkes,MA FOLKES,Unknown / Needs Review,,,Unclassified,,Low,Insufficient information (evidence: 'Ma Folkes Company'),,,FALSE,1
MS Mcclellan and,MS MCCLELLAN AND,Unknown / Needs Review,,,Unclassified,,Low,Insufficient information (evidence: 'Ms  Mcclellan & Co'),,,FALSE,1
MT and L,MT AND L,Unknown / Needs Review,,,Unclassified,,Low,Insufficient information (evidence: 'Mt&L'),,,FALSE,1
Madison Farm,MADISON FARM,Unknown / Needs Review,,,Unclassified,,Low,Insufficient information (evidence: 'The Madison Farm'),,,FALSE,1
Madisonchampaign Educational Service Center,MADISONCHAMPAIGN EDUCATIONAL SERVICE CENTER,Unknown / Needs Review,,,Unclassified,,Low,Insufficient information (evidence: 'Madison/Champaign Educational Service Center'),,,FALSE,1
Mantis Innovation,MANTIS INNOVATION,Unknown / Needs Review,,,Unclassified,,Low,Insufficient information (evidence: 'Mantis Innovation'),,,FALSE,1
Marksbury Farm,MARKSBURY FARM,Unknown / Needs Review,,,Unclassified,,Low,Insufficient information (evidence: 'Marksbury Farm'),,,FALSE,1
Marshall Recreation Center,MARSHALL RECREATION CENTER,Unknown / Needs Review,,,Unclassified,,Low,Insufficient information (evidence: 'Marshall Recreation Center'),,,FALSE,1
Martin Brower,MARTIN BROWER,Unknown / Needs Review,,,Unclassified,,Low,Insufficient information (evidence: 'The Martin Brower Company Llc'),,,FALSE,1
Mass Marketing,MASS MARKETING,Unknown / Needs Review,,,Unclassified,,Low,Insufficient information (evidence: 'Mass Marketing Inc.'),,,FALSE,1
Massey Services,MASSEY SERVICES,Unknown / Needs Review,,,Unclassified,,Low,Insufficient information (evidence: 'Massey Services Inc'),,,FALSE,1
Masters Pharmaceuticals,MASTERS PHARMACEUTICALS,Unknown / Needs Review,,,Unclassified,,Low,Insufficient information (evidence: 'Masters Pharmaceuticals'),,,FALSE,1
Mastronardi Berea,MASTRONARDI BEREA,Unknown / Needs Review,,,Unclassified,,Low,Insufficient information (evidence: 'Mastronardi Berea Llc'),,,FALSE,1
Matrix Technologies,MATRIX TECHNOLOGIES,Unknown / Needs Review,,,Unclassified,,Low,Insufficient information (evidence: 'Matrix Technologies'),,,FALSE,1
Max Technical Training,MAX TECHNICAL TRAINING,Unknown / Needs Review,,,Unclassified,,Low,Insufficient information (evidence: 'Max Technical Training'),,,FALSE,1
Mayerson the,MAYERSON THE,Unknown / Needs Review,,,Unclassified,,Low,"Insufficient information (evidence: 'Mayerson Company, The')",,,FALSE,1
Mbm Refrigeration,MBM REFRIGERATION,Unknown / Needs Review,,,Unclassified,,Low,Insufficient information (evidence: 'Mbm Refrigeration'),,,FALSE,1
Mch,MCH,Unknown / Needs Review,,,Unclassified,,Low,Insufficient information (evidence: 'Mch Corporation'),,,FALSE,1
Mcquay International,MCQUAY INTERNATIONAL,Unknown / Needs Review,,,Unclassified,,Low,Insufficient information (evidence: 'Mcquay International'),,,FALSE,1
Meco,MECO,Commercial Services,Services/manufacturing (unclear),,AI Analyst Research,Queued,Low,Queued for AI analyst research,,,FALSE,1
Megacity of Cincinnati,MEGACITY OF CINCINNATI,Commercial Services,Ambiguous,,AI Analyst Research,Queued,Low,Queued for AI analyst research,,,FALSE,1
Mellow River Dba HH2HOME,MELLOW RIVER DBA HH2HOME,Unknown / Needs Review,,,Unclassified,,Low,Insufficient information (evidence: 'Mellow River Inc Dba Hh2Home'),,,FALSE,1
Metzcor,METZCOR,Commercial Services,Ambiguous,,AI Analyst Research,Queued,Low,Queued for AI analyst research,,,FALSE,1
Midpark Knoxville,MIDPARK KNOXVILLE,Commercial Services,Business entity (unclear),,AI Analyst Research,Queued,Low,Queued for AI analyst research,,,FALSE,1
Midwest Sea Salt,MIDWEST SEA SALT,Commercial Services,Food/wholesale (unclear),,AI Analyst Research,Queued,Low,Queued for AI analyst research,,,FALSE,1
Millan Enterprises,MILLAN ENTERPRISES,Commercial Services,Ambiguous,,AI Analyst Research,Queued,Low,Queued for AI analyst research,,,FALSE,1
Millat Industries,MILLAT INDUSTRIES,Manufacturing,Manufacturing (unclear),,AI Analyst Research,Queued,Low,Queued for AI analyst research,,,FALSE,1
Ml Barnard,ML BARNARD,Unknown / Needs Review,,,Unclassified,,Low,Insufficient information (evidence: 'Ml Barnard Inc.'),,,FALSE,1
Momentum,MOMENTUM,Commercial Services,Ambiguous,,AI Analyst Research,Queued,Low,Queued for AI analyst research,,,FALSE,1
Monaire,MONAIRE,Commercial Services,HVAC services (unclear),,AI Analyst Research,Queued,Low,Queued for AI analyst research,,,FALSE,1
Mount Vernon Developmental Center,MOUNT VERNON DEVELOPMENTAL CENTER,Commercial Real Estate,Govt/health (ambiguous),,AI Analyst Research,Queued,Low,Queued for AI analyst research,,,FALSE,1
Msi Express,MSI EXPRESS,Unknown / Needs Review,,,Unclassified,,Low,"Insufficient information (evidence: 'Msi Express, Inc.')",,,FALSE,1
Msp Wellness Billing,MSP WELLNESS BILLING,Unknown / Needs Review,,,Unclassified,,Low,Insufficient information (evidence: 'Msp Wellness Llc - Billing'),,,FALSE,1
Mueller,MUELLER,Commercial Services,Manufacturing/distribution (too broad),,AI Analyst Research,Queued,Low,Queued for AI analyst research,,,FALSE,1
Murphy,MURPHY,Unknown / Needs Review,,,Unclassified,,Low,Insufficient information (evidence: 'Murphy Company'),,,FALSE,1
Nasco,NASCO,Commercial Services,Distribution/education supplies (unclear),,AI Analyst Research,Queued,Low,Queued for AI analyst research,,,FALSE,1
Nashville Opera Association,NASHVILLE OPERA ASSOCIATION,Unknown / Needs Review,,,Unclassified,,Low,Insufficient information (evidence: 'Nashville Opera Association'),,,FALSE,1
National Bedding,NATIONAL BEDDING,Unknown / Needs Review,,,Unclassified,,Low,"Insufficient information (evidence: 'National Bedding, Llc.')",,,FALSE,1
Nehemiah,NEHEMIAH,Commercial Services,Nonprofit/education (unclear),,AI Analyst Research,Queued,Low,Queued for AI analyst research,,,FALSE,1
Netfor,NETFOR,Commercial Services,Staffing/services (unclear),,AI Analyst Research,Queued,Low,Queued for AI analyst research,,,FALSE,1
New Riff Distilling,NEW RIFF DISTILLING,Unknown / Needs Review,,,Unclassified,,Low,Insufficient information (evidence: 'New Riff Distilling'),,,TRUE,2
Nickles Bakery,NICKLES BAKERY,Unknown / Needs Review,,,Unclassified,,Low,Insufficient information (evidence: 'Nickles Bakery'),,,FALSE,1
Nlign Analytics Etegent,NLIGN ANALYTICS ETEGENT,Commercial Services,Ambiguous,,AI Analyst Research,Queued,Low,Queued for AI analyst research,,,FALSE,1
Nnodum Pharmaceuticals,NNODUM PHARMACEUTICALS,Commercial Services,Pharma (unclear),,AI Analyst Research,Queued,Low,Queued for AI analyst research,,,FALSE,1
OMNIA360 Facility Solutions,OMNIA360 FACILITY SOLUTIONS,Commercial Services,Facilities services (unclear),,AI Analyst Research,Queued,Low,Queued for AI analyst research,,,FALSE,1
Oak Grove Gaming,OAK GROVE GAMING,Unknown / Needs Review,,,Unclassified,,Low,Insufficient information (evidence: 'Oak Grove Gaming'),,,FALSE,1
Ohio Valley Chapter Abc,OHIO VALLEY CHAPTER ABC,Unknown / Needs Review,,,Unclassified,,Low,Insufficient information (evidence: 'Ohio Valley Chapter Abc'),,,TRUE,2
On Display,ON DISPLAY,Commercial Services,Ambiguous,,AI Analyst Research,Queued,Low,Queued for AI analyst research,,,TRUE,2
Optimira Energy,OPTIMIRA ENERGY,Commercial Services,Energy services (unclear),,AI Analyst Research,Queued,Low,Queued for AI analyst research,,,FALSE,1
Osborn Enterprises,OSBORN ENTERPRISES,Unknown / Needs Review,,,Unclassified,,Low,Insufficient information (evidence: 'Osborn Enterprises'),,,FALSE,1
Otics USA,OTICS USA,Manufacturing,Manufacturing (unclear),,AI Analyst Research,Queued,Low,Queued for AI analyst research,,,FALSE,1
Pam Spraguedave Collins,PAM SPRAGUEDAVE COLLINS,Commercial Services,Person/entity ambiguous,,AI Analyst Research,Queued,Low,Queued for AI analyst research,,,FALSE,1
Panorama,PANORAMA,Commercial Services,Ambiguous,,AI Analyst Research,Queued,Low,Queued for AI analyst research,,,FALSE,1
Passageways Dba Onboard,PASSAGEWAYS DBA ONBOARD,Commercial Services,Services (unclear),,AI Analyst Research,Queued,Low,Queued for AI analyst research,,,FALSE,1
Patriot Armor,PATRIOT ARMOR,Unknown / Needs Review,,,Unclassified,,Low,Insufficient information (evidence: 'Patriot Armor'),,,FALSE,1
Paw Pet Adventures Worldwide,PAW PET ADVENTURES WORLDWIDE,Commercial Services,Pet services (unclear),,AI Analyst Research,Queued,Low,Queued for AI analyst research,Hospitality,,FALSE,1
Peace Communications,PEACE COMMUNICATIONS,Commercial Services,Telecom/IT (unclear),,AI Analyst Research,Queued,Low,Queued for AI analyst research,,,FALSE,1
Pentagon Group,PENTAGON GROUP,Commercial Services,Ambiguous,,AI Analyst Research,Queued,Low,Queued for AI analyst research,,,FALSE,1
Perfection Group,PERFECTION GROUP,Unknown / Needs Review,Your organization (internal),2382,Manual Override,Final,High,Analyst-approved override (method: Manual Override),,,TRUE,2
Perfection Mechanical,PERFECTION MECHANICAL,Unknown / Needs Review,Mechanical contractor (internal brand),2382,Manual Override,Final,High,Analyst-approved override (method: Manual Override),,,FALSE,1
Perfection Services,PERFECTION SERVICES,Unknown / Needs Review,Services (internal brand),2382,Manual Override,Final,High,Analyst-approved override (method: Manual Override),,,TRUE,8
Peterson,PETERSON,Unknown / Needs Review,,,Unclassified,,Low,"Insufficient information (evidence: 'The Peterson Company, Llc')",,,FALSE,1
Petria Lowenstine,PETRIA LOWENSTINE,Commercial Services,Professional services (unclear),,AI Analyst Research,Queued,Low,Queued for AI analyst research,,,FALSE,1
Phillips Edison and,PHILLIPS EDISON AND,Unknown / Needs Review,,,Unclassified,,Low,Insufficient information (evidence: 'Phillips Edison & Company'),,,FALSE,1
Pioneer Vocational Industrial Services,PIONEER VOCATIONAL INDUSTRIAL SERVICES,Unknown / Needs Review,,,Unclassified,,Low,Insufficient information (evidence: 'Pioneer Vocational Industrial Services Inc'),,,FALSE,1
Pitt and Frank,PITT AND FRANK,Commercial Services,Professional services (unclear),,AI Analyst Research,Queued,Low,Queued for AI analyst research,,,FALSE,1
Planet Xchange,PLANET XCHANGE,Commercial Services,Recycling/IT? (unclear),,AI Analyst Research,Queued,Low,Queued for AI analyst research,,,FALSE,1
Pointe at Lifespring,POINTE AT LIFESPRING,Unknown / Needs Review,,,Unclassified,,Low,Insufficient information (evidence: 'The Pointe At Lifespring'),,,FALSE,1
Powerhouse Now Central Region,POWERHOUSE NOW CENTRAL REGION,Unknown / Needs Review,,,Unclassified,,Low,Insufficient information (evidence: 'Powerhouse Now - Central Region'),,,FALSE,1
Pro Oncall Technologies,PRO ONCALL TECHNOLOGIES,Commercial Services,IT/services (unclear),,AI Analyst Research,Queued,Low,Queued for AI analyst research,,,FALSE,1
Profile By Sanford,PROFILE BY SANFORD,Unknown / Needs Review,,,Unclassified,,Low,Insufficient information (evidence: 'Profile By Sanford'),,,FALSE,1
Promotion,PROMOTION,Commercial Services,Ambiguous,,AI Analyst Research,Queued,Low,Queued for AI analyst research,,,FALSE,1
Prospiant,PROSPIANT,Unknown / Needs Review,,,Unclassified,,Low,Insufficient information (evidence: 'Prospiant'),,,FALSE,1
Prudent Growth Operation,PRUDENT GROWTH OPERATION,Commercial Real Estate,Investment/property (unclear),,AI Analyst Research,Queued,Low,Queued for AI analyst research,,,FALSE,1
Quality Controls,QUALITY CONTROLS,Commercial Services,QA/testing services (unclear),,AI Analyst Research,Queued,Low,Queued for AI analyst research,,,FALSE,1
Quality Industries Dba Anchor Fabrication TN,QUALITY INDUSTRIES DBA ANCHOR FABRICATION TN,Unknown / Needs Review,,,Unclassified,,Low,Insufficient information (evidence: 'Quality Industries Dba Anchor Fabrication Tn'),,,FALSE,1
Quandell Group,QUANDELL GROUP,Commercial Services,Construction services/engineering (unclear),,AI Analyst Research,Queued,Low,Queued for AI analyst research,,,FALSE,1
Questar,QUESTAR,Commercial Services,Ambiguous (utilities/telecom?),,AI Analyst Research,Queued,Low,Queued for AI analyst research,,,FALSE,1
Ra Phillips Industries,RA PHILLIPS INDUSTRIES,Unknown / Needs Review,,,Unclassified,,Low,Insufficient information (evidence: 'Ra Phillips Industries Inc'),,,FALSE,1
Ramsey Pike,RAMSEY PIKE,Unknown / Needs Review,,,Unclassified,,Low,Insufficient information (evidence: 'Ramsey Pike Llc'),,,FALSE,1
Ramseys,RAMSEYS,Unknown / Needs Review,,,Unclassified,,Low,Insufficient information (evidence: 'Ramsey'S'),,,FALSE,1
Reececampbell,REECECAMPBELL,Commercial Services,Professional services (unclear),,AI Analyst Research,Queued,Low,Queued for AI analyst research,,,FALSE,1
Reinhart Food Service Johnson City,REINHART FOOD SERVICE JOHNSON CITY,Unknown / Needs Review,,,Unclassified,,Low,Insufficient information (evidence: 'Reinhart Food Service Johnson City'),,,FALSE,1
Reinhart Foodservice,REINHART FOODSERVICE,Unknown / Needs Review,,,Unclassified,,Low,Insufficient information (evidence: 'Reinhart Foodservice Llc'),,,FALSE,1
Rejay Group,REJAY GROUP,Unknown / Needs Review,,,Unclassified,,Low,Insufficient information (evidence: 'Rejay Group Llc'),,,FALSE,1
Resistatemps,RESISTATEMPS,Commercial Services,Products/services (unclear),,AI Analyst Research,Queued,Low,Queued for AI analyst research,,,FALSE,1
Rgbs Enterprises,RGBS ENTERPRISES,Commercial Services,Ambiguous,,AI Analyst Research,Queued,Low,Queued for AI analyst research,,,FALSE,1
Rich Products Gallatin,RICH PRODUCTS GALLATIN,Unknown / Needs Review,,,Unclassified,,Low,Insufficient information (evidence: 'Rich Products Gallatin'),,,FALSE,1
Richmond Auto Parts Technology,RICHMOND AUTO PARTS TECHNOLOGY,Unknown / Needs Review,,,Unclassified,,Low,Insufficient information (evidence: 'Richmond Auto Parts Technology Inc'),,,FALSE,1
Ridge K,RIDGE K,Unknown / Needs Review,,,Unclassified,,Low,"Insufficient information (evidence: 'Ridge K, Llc')",,,FALSE,1
Riverside Industrial,RIVERSIDE INDUSTRIAL,Unknown / Needs Review,,,Unclassified,,Low,Insufficient information (evidence: 'Riverside Industrial Inc'),,,FALSE,1
Rivian,RIVIAN,Unknown / Needs Review,,,Unclassified,,Low,Insufficient information (evidence: 'Rivian'),,,FALSE,1
Robert W Baird and,ROBERT W BAIRD AND,Unknown / Needs Review,,,Unclassified,,Low,"Insufficient information (evidence: 'Robert W. Baird & Co., Inc')",,,FALSE,1
Rockquest,ROCKQUEST,Unknown / Needs Review,,,Unclassified,,Low,Insufficient information (evidence: 'Rockquest'),,,FALSE,1
Rocktenn,ROCKTENN,Unknown / Needs Review,,,Unclassified,,Low,Insufficient information (evidence: 'Rock-Tenn Company'),,,FALSE,1
Rocky Top Nutrition Billing,ROCKY TOP NUTRITION BILLING,Commercial Services,Retail/health services (unclear),,AI Analyst Research,Queued,Low,Queued for AI analyst research,,,FALSE,1
Royal Services,ROYAL SERVICES,Commercial Services,Services (unclear),,AI Analyst Research,Queued,Low,Queued for AI analyst research,,,FALSE,1
Sakscom,SAKSCOM,Commercial Services,E-commerce/retail ops (unclear),,AI Analyst Research,Queued,Low,Queued for AI analyst research,,,FALSE,1
Sams Club FC9475,SAMS CLUB FC9475,Unknown / Needs Review,,,Unclassified,,Low,Insufficient information (evidence: 'Sam'S Club Fc9475'),,,FALSE,1
Sandpiper Data Systems,SANDPIPER DATA SYSTEMS,Commercial Services,IT/services (unclear),,AI Analyst Research,Queued,Low,Queued for AI analyst research,,,FALSE,1
Satco,SATCO,Manufacturing,Lighting products (ambiguous entity),,AI Analyst Research,Queued,Low,Queued for AI analyst research,,,TRUE,2
Savor Seasonings,SAVOR SEASONINGS,Unknown / Needs Review,,,Unclassified,,Low,Insufficient information (evidence: 'Savor Seasonings'),,,FALSE,1
Scenic Industries,SCENIC INDUSTRIES,Manufacturing,Manufacturing (unclear),,AI Analyst Research,Queued,Low,Queued for AI analyst research,,,FALSE,1
Schaad Companies,SCHAAD COMPANIES,Unknown / Needs Review,,,Unclassified,,Low,Insufficient information (evidence: 'Schaad Companies'),,,TRUE,2
Schumacher Dugan,SCHUMACHER DUGAN,Commercial Services,Professional services (unclear),,AI Analyst Research,Queued,Low,Queued for AI analyst research,,,FALSE,1
Sci,SCI,Commercial Services,Ambiguous acronym,,AI Analyst Research,Queued,Low,Queued for AI analyst research,,,FALSE,1
Scos,SCOS,Commercial Services,Ambiguous,,AI Analyst Research,Queued,Low,Queued for AI analyst research,,,FALSE,1
Serta Simmons Bedding,SERTA SIMMONS BEDDING,Unknown / Needs Review,,,Unclassified,,Low,Insufficient information (evidence: 'Serta Simmons Bedding'),,,FALSE,1
Sew Eurodrive,SEW EURODRIVE,Unknown / Needs Review,,,Unclassified,,Low,Insufficient information (evidence: 'Sew Eurodrive'),,,FALSE,1
Shares,SHARES,Commercial Services,Ambiguous,,AI Analyst Research,Queued,Low,Queued for AI analyst research,,,FALSE,1
Sherwood Midwest,SHERWOOD MIDWEST,Unknown / Needs Review,,,Unclassified,,Low,"Insufficient information (evidence: 'Sherwood Midwest, Llc')",,,FALSE,1
Shook,SHOOK,Unknown / Needs Review,,,Unclassified,,Low,"Insufficient information (evidence: 'Shook, Inc.')",,,FALSE,1
Shoot Point Blank,SHOOT POINT BLANK,Unknown / Needs Review,,,Unclassified,,Low,Insufficient information (evidence: 'Shoot Point Blank'),,,TRUE,2
Singleton Companies,SINGLETON COMPANIES,Commercial Services,Ambiguous,,AI Analyst Research,Queued,Low,Queued for AI analyst research,,,FALSE,1
Skico,SKICO,Commercial Services,Ambiguous,,AI Analyst Research,Queued,Low,Queued for AI analyst research,,,FALSE,1
Sl Tennessee,SL TENNESSEE,Commercial Services,Ambiguous,,AI Analyst Research,Queued,Low,Queued for AI analyst research,,,FALSE,1
Smobee,SMOBEE,Commercial Services,Ambiguous,,AI Analyst Research,Queued,Low,Queued for AI analyst research,,,FALSE,1
