Customer Key,Customer Number,Original Name,Master Customer Name,Master Customer Name Canonical,Segment Source Name,IsMerge,MergeGroupSize,Source,Last Billing Date (Any Stream)
3D TECHMECH_GP,3D TECH,3D Technical Services,3D Technical Services,3D TECHNICAL SERVICES,3D Technical Services,FALSE,1,MECH_GP,2007-05-01 00:00:00
TN992018SERV_GP,TN992018,3Ls Properties Chattanooga C/O Realty Trust Group,3LS Properties Chattanooga,3LS PROPERTIES CHATTANOOGA,3Ls Properties Chattanooga C/O Realty Trust Group,FALSE,1,SERV_GP,2024-12-06 00:00:00
4000 ASSOCIATESMECH_GP,4000 ASSOCIATES,4000 Associates,4000 Associates,4000 ASSOCIATES,4000 Associates,FALSE,1,MECH_GP,2007-11-01 00:00:00
45NINETYCONSTRUMECH_GP,45NINETYCONSTRU,45 Ninety Construction,45NINETY Construction,45NINETY CONSTRUCTION,45 Ninety Construction,TRUE,2,MECH_GP,2026-01-01 00:00:00
CN992334SERV_GP,CN992334,"45Ninety Construction, Inc",45NINETY Construction,45NINETY CONSTRUCTION,"45Ninety Construction, Inc",TRUE,2,SERV_GP,2026-01-09 00:00:00
4J REDEVLOPMECH_GP,4J REDEVLOP,4J Redevelopment Llc,4J Redevelopment,4J REDEVELOPMENT,4J Redevelopment Llc,FALSE,1,MECH_GP,2008-07-01 00:00:00
IN990440SERV_GP,IN990440,502 Fletcher Ave Llc,502 Fletcher Ave,502 FLETCHER AVE,502 Fletcher Ave Llc,FALSE,1,SERV_GP,2026-01-01 00:00:00
CN992127SERV_GP,CN992127,513 Property Management,513 Property Management,513 PROPERTY MANAGEMENT,513 Property Management,FALSE,1,SERV_GP,2021-07-07 00:00:00
IN990273SERV_GP,IN990273,56 Street Llc,56 Street,56 STREET,56 Street Llc,FALSE,1,SERV_GP,2021-08-09 00:00:00
TN991242SERV_GP,TN991242,625 Market Street,625 Market Street,625 MARKET STREET,625 Market Street,FALSE,1,SERV_GP,2023-06-09 00:00:00
IN990246SERV_GP,IN990246,8200 Haverstick Llc C/O Jll,JLL Property Management,JLL PROPERTY MANAGEMENT,JLL Property Management,TRUE,10,SERV_GP,2021-03-15 00:00:00
TN991662SERV_GP,TN991662,93 Palladium Way Property Llc,93 Palladium Way Property,93 PALLADIUM WAY PROPERTY,93 Palladium Way Property Llc,FALSE,1,SERV_GP,2026-01-02 00:00:00
IN990522SERV_GP,IN990522,9998 East 121St Street,9998 East 121ST Street,9998 EAST 121ST STREET,9998 East 121St Street,FALSE,1,SERV_GP,2025-12-04 00:00:00
CN992110SERV_GP,CN992110,A Childs Hope Int'L,A Childs Hope Intl,A CHILDS HOPE INTL,A Childs Hope Int'L,FALSE,1,SERV_GP,2021-03-03 00:00:00
AT REDEVELOPMECH_GP,AT REDEVELOP,"A T Redevelopment Company, Llc",A T Redevelopment,A T REDEVELOPMENT,"A T Redevelopment Company, Llc",FALSE,1,MECH_GP,2014-09-01 00:00:00
AL MILLERMECH_GP,AL MILLER,A.L. Miller Plumbing Inc.,AL Miller Plumbing,AL MILLER PLUMBING,A.L. Miller Plumbing Inc.,FALSE,1,MECH_GP,2012-12-01 00:00:00
NV00108SERV_GP,NV00108,A.O. Smith Water Products Company,Ao Smith Water Products,AO SMITH WATER PRODUCTS,A.O. Smith Water Products Company,FALSE,1,SERV_GP,2025-11-01 00:00:00
CN992062SERV_GP,CN992062,Abb Optical Group,Abb Optical Group,ABB OPTICAL GROUP,Abb Optical Group,FALSE,1,SERV_GP,2022-07-07 00:00:00
LX990368SERV_GP,LX990368,Abc Automotive Systems Inc,Abc Automotive Systems,ABC AUTOMOTIVE SYSTEMS,Abc Automotive Systems Inc,FALSE,1,SERV_GP,2021-08-09 00:00:00
TN991418SERV_GP,TN991418,Abloom Florist,Abloom Florist,ABLOOM FLORIST,Abloom Florist,FALSE,1,SERV_GP,2023-03-10 00:00:00
CN991906SERV_GP,CN991906,Absolute Machine Tools,Absolute Machine Tools,ABSOLUTE MACHINE TOOLS,Absolute Machine Tools,FALSE,1,SERV_GP,2026-01-07 00:00:00
IN990292SERV_GP,IN990292,Absolute Value Management,Absolute Value Management,ABSOLUTE VALUE MANAGEMENT,Absolute Value Management,TRUE,2,SERV_GP,2021-08-11 00:00:00
LV990433SERV_GP,LV990433,Absolute Value Management,Absolute Value Management,ABSOLUTE VALUE MANAGEMENT,Absolute Value Management,TRUE,2,SERV_GP,2022-07-06 00:00:00
TN991439SERV_GP,TN991439,Accella Tire Fill Systems,Accella Tire Fill Systems,ACCELLA TIRE FILL SYSTEMS,Accella Tire Fill Systems,FALSE,1,SERV_GP,2025-11-01 00:00:00
IN990319SERV_GP,IN990319,Accenture Llp,Accenture LLP,ACCENTURE LLP,Accenture Llp,TRUE,2,SERV_GP,2023-01-01 00:00:00
TN992163SERV_GP,TN992163,Accenture Llp,Accenture LLP,ACCENTURE LLP,Accenture Llp,TRUE,2,SERV_GP,2025-12-19 00:00:00
CN992211SERV_GP,CN992211,Accumet Specialty Metals Inc.,Accumet Specialty Metals,ACCUMET SPECIALTY METALS,Accumet Specialty Metals Inc.,FALSE,1,SERV_GP,2023-01-26 00:00:00
ACCURATEMECH_GP,ACCURATE,Accurate Mechanical Solutions,Accurate Mechanical Solutions,ACCURATE MECHANICAL SOLUTIONS,Accurate Mechanical Solutions,FALSE,1,MECH_GP,2013-03-01 00:00:00
DY991126SERV_GP,DY991126,Activate Games,Activate Games,ACTIVATE GAMES,Activate Games,FALSE,1,SERV_GP,2025-10-01 00:00:00
ADAIR COUNTYMECH_GP,ADAIR COUNTY,Adair County Fiscal Court,Adair County Fiscal Court,ADAIR COUNTY FISCAL COURT,Adair County Fiscal Court,TRUE,2,MECH_GP,2015-08-01 00:00:00
LX990293SERV_GP,LX990293,Adair County Jail,Adair County Fiscal Court,ADAIR COUNTY FISCAL COURT,Adair County Fiscal Court,TRUE,2,SERV_GP,2025-12-05 00:00:00
CN992253SERV_GP,CN992253,Adams County Regional Medical Center,Adams County Regional Medical Center,ADAMS COUNTY REGIONAL MEDICAL CENTER,Adams County Regional Medical Center,FALSE,1,SERV_GP,2025-12-31 00:00:00
ADAMS COUNTYMECH_GP,ADAMS COUNTY,Adams County/Ohio Valley School,Adams Countyohio Valley School,ADAMS COUNTYOHIO VALLEY SCHOOL,Adams County/Ohio Valley School,FALSE,1,MECH_GP,2011-07-01 00:00:00
"ADAMS, DOUGMECH_GP","ADAMS, DOUG","Adams, Doug",Adams Doug,ADAMS DOUG,"Adams, Doug",FALSE,1,MECH_GP,2011-09-01 00:00:00
LX990465SERV_GP,LX990465,Addiction Recovery Care,Addiction Recovery Care,ADDICTION RECOVERY CARE,Addiction Recovery Care,FALSE,1,SERV_GP,2025-02-14 00:00:00
LX990471SERV_GP,LX990471,Adkev Inc,Adkev,ADKEV,Adkev Inc,FALSE,1,SERV_GP,2024-07-08 00:00:00
TN992228SERV_GP,TN992228,"Adman Electric, Inc",Adman Electric,ADMAN ELECTRIC,"Adman Electric, Inc",FALSE,1,SERV_GP,2025-09-25 00:00:00
IN990364SERV_GP,IN990364,Advanced Agrilytics,Advanced Agrilytics,ADVANCED AGRILYTICS,Advanced Agrilytics,FALSE,1,SERV_GP,2025-03-11 00:00:00
ADVANCED INDUSTMECH_GP,ADVANCED INDUST,"Advanced Industrial Managment, Inc.",Advanced Industrial Managment,ADVANCED INDUSTRIAL MANAGMENT,"Advanced Industrial Managment, Inc.",FALSE,1,MECH_GP,2013-09-01 00:00:00
TN992112SERV_GP,TN992112,Advanced Lableworx Inc,Advanced Lableworx,ADVANCED LABLEWORX,Advanced Lableworx Inc,FALSE,1,SERV_GP,2025-06-25 00:00:00
ADVANTAGEENGINMECH_GP,ADVANTAGEENGIN,Advantage Engineering,Advantage Engineering,ADVANTAGE ENGINEERING,Advantage Engineering,FALSE,1,MECH_GP,2025-09-01 00:00:00
CN992111SERV_GP,CN992111,Aegis Protective Services,Aegis Protective Services,AEGIS PROTECTIVE SERVICES,Aegis Protective Services,FALSE,1,SERV_GP,2021-10-20 00:00:00
IN990410SERV_GP,IN990410,Ael-Span,Aelspan,AELSPAN,Ael-Span,FALSE,1,SERV_GP,2022-10-21 00:00:00
CN990200SERV_GP,CN990200,Aero-Blast,Aeroblast,AEROBLAST,Aero-Blast,FALSE,1,SERV_GP,2025-07-14 00:00:00
DY991111SERV_GP,DY991111,Aerospace Lubricants Inc,Aerospace Lubricants,AEROSPACE LUBRICANTS,Aerospace Lubricants Inc,FALSE,1,SERV_GP,2025-05-15 00:00:00
DY991123SERV_GP,DY991123,Aesthetic Eye Oculoplastic Surgery,Aesthetic Eye Oculoplastic Surgery,AESTHETIC EYE OCULOPLASTIC SURGERY,Aesthetic Eye Oculoplastic Surgery,FALSE,1,SERV_GP,2025-07-01 00:00:00
TN991883SERV_GP,TN991883,Afc Urgent Care,Afc Urgent Care,AFC URGENT CARE,Afc Urgent Care,FALSE,1,SERV_GP,2025-09-04 00:00:00
LX990334SERV_GP,LX990334,Afford A Vet - Pasadena,Afford a Vet Pasadena,AFFORD A VET PASADENA,Afford A Vet - Pasadena,FALSE,1,SERV_GP,2023-03-23 00:00:00
LX990333SERV_GP,LX990333,Afford A Vet - Richmond Rd,Afford a Vet Richmond Rd,AFFORD A VET RICHMOND RD,Afford A Vet - Richmond Rd,FALSE,1,SERV_GP,2023-09-25 00:00:00
TN991753SERV_GP,TN991753,Affordable Dentures,Affordable Dentures,AFFORDABLE DENTURES,Affordable Dentures,FALSE,1,SERV_GP,2021-08-30 00:00:00
AFFORDABLESERVIMECH_GP,AFFORDABLESERVI,Affordable Service Solutions,Affordable Service Solutions,AFFORDABLE SERVICE SOLUTIONS,Affordable Service Solutions,FALSE,1,MECH_GP,2025-10-01 00:00:00
CN992331SERV_GP,CN992331,Ag Stones,Ag Stones,AG STONES,Ag Stones,FALSE,1,SERV_GP,2025-12-30 00:00:00
IN990270SERV_GP,IN990270,Agellan Commercial Reit,Agellan Commercial Reit,AGELLAN COMMERCIAL REIT,Agellan Commercial Reit,FALSE,1,SERV_GP,2022-05-02 00:00:00
IN990393SERV_GP,IN990393,Agree Realty Corporation,Agree Realty,AGREE REALTY,Agree Realty Corporation,FALSE,1,SERV_GP,2021-08-13 00:00:00
NV00151SERV_GP,NV00151,Ahc Clarksville,Ahc Clarksville,AHC CLARKSVILLE,Ahc Clarksville,FALSE,1,SERV_GP,2021-05-27 00:00:00
CN991511SERV_GP,CN991511,Aicholtz Llc,Aicholtz,AICHOLTZ,Aicholtz Llc,FALSE,1,SERV_GP,2025-12-15 00:00:00
CN992148SERV_GP,CN992148,Aigc Solutions,Aigc Solutions,AIGC SOLUTIONS,Aigc Solutions,FALSE,1,SERV_GP,2022-03-22 00:00:00
DY991010SERV_GP,DY991010,Air Energy,Air Energy,AIR ENERGY,Air Energy,FALSE,1,SERV_GP,2021-02-12 00:00:00
AIR ENERGYMECH_GP,AIR ENERGY,Air Energy Systems,Air Energy Systems,AIR ENERGY SYSTEMS,Air Energy Systems,FALSE,1,MECH_GP,2020-02-01 00:00:00
AIR FORCE ONEMECH_GP,AIR FORCE ONE,"Air Force One, Inc.",Air Force One,AIR FORCE ONE,"Air Force One, Inc.",FALSE,1,MECH_GP,2014-06-01 00:00:00
LX950098SERV_GP,LX950098,Air Gas,Air Gas,AIR GAS,Air Gas,FALSE,1,SERV_GP,2025-11-01 00:00:00
LX990301SERV_GP,LX990301,Aisin Automotive,Aisin Automotive,AISIN AUTOMOTIVE,Aisin Automotive,FALSE,1,SERV_GP,2026-01-01 00:00:00
NV00103SERV_GP,NV00103,Aisin World Corp Of America,Aisin World of America,AISIN WORLD OF AMERICA,Aisin World Corp Of America,FALSE,1,SERV_GP,2024-02-29 00:00:00
AJKMECH_GP,AJK,"Ajk Management, Inc.",Ajk Management,AJK MANAGEMENT,"Ajk Management, Inc.",FALSE,1,MECH_GP,2005-06-01 00:00:00
AKERSMECH_GP,AKERS,Akers Packaging,Akers Packaging,AKERS PACKAGING,Akers Packaging,FALSE,1,MECH_GP,2011-08-01 00:00:00
AL NEYERMECH_GP,AL NEYER,"Al. Neyer, Llc",AL Neyer,AL NEYER,"Al. Neyer, Llc",FALSE,1,MECH_GP,2026-01-01 00:00:00
ALBA MANUFACTURMECH_GP,ALBA MANUFACTUR,"Alba Manufacturing, Inc.",Alba Manufacturing,ALBA MANUFACTURING,"Alba Manufacturing, Inc.",FALSE,1,MECH_GP,2011-08-01 00:00:00
ALBERT HIGLEYMECH_GP,ALBERT HIGLEY,Albert M. Higley Co.,Albert M Higley,ALBERT M HIGLEY,Albert M. Higley Co.,FALSE,1,MECH_GP,2014-12-01 00:00:00
TN991254SERV_GP,TN991254,Alec Blaine,Alec Blaine,ALEC BLAINE,Alec Blaine,FALSE,1,SERV_GP,2023-09-14 00:00:00
IN990472SERV_GP,IN990472,Alhuda Foundation,Alhuda Foundation,ALHUDA FOUNDATION,Alhuda Foundation,FALSE,1,SERV_GP,2025-12-30 00:00:00
DY991063SERV_GP,DY991063,Ali Industries Inc.,Ali Industries,ALI INDUSTRIES,Ali Industries Inc.,FALSE,1,SERV_GP,2022-10-18 00:00:00
TN992196SERV_GP,TN992196,All Eleven C/O Nai,All Eleven,ALL ELEVEN,All Eleven C/O Nai,FALSE,1,SERV_GP,2026-01-02 00:00:00
ALL OCCASIONSMECH_GP,ALL OCCASIONS,All Occasions Equip. Rentals,All Occasions Equip Rentals,ALL OCCASIONS EQUIP RENTALS,All Occasions Equip. Rentals,FALSE,1,MECH_GP,2014-11-01 00:00:00
IN990431SERV_GP,IN990431,All Pro Commercial Services,All Pro Commercial Services,ALL PRO COMMERCIAL SERVICES,All Pro Commercial Services,FALSE,1,SERV_GP,2023-02-24 00:00:00
CN991496SERV_GP,CN991496,All Pro Parking,All Pro Parking,ALL PRO PARKING,All Pro Parking,FALSE,1,SERV_GP,2025-10-01 00:00:00
TN992230SERV_GP,TN992230,Alliance Technical Group Llc,Alliance Technical Group,ALLIANCE TECHNICAL GROUP,Alliance Technical Group Llc,FALSE,1,SERV_GP,2025-11-01 00:00:00
CN991912SERV_GP,CN991912,Allied Crawford (Cincinnati),Allied Crawford Cincinnati,ALLIED CRAWFORD CINCINNATI,Allied Crawford (Cincinnati),FALSE,1,SERV_GP,2025-11-18 00:00:00
CN991970SERV_GP,CN991970,Allied Supply,Allied Supply,ALLIED SUPPLY,Allied Supply,TRUE,2,SERV_GP,2022-12-13 00:00:00
ALLIED SUPPLYMECH_GP,ALLIED SUPPLY,Allied Supply Company,Allied Supply,ALLIED SUPPLY,Allied Supply Company,TRUE,2,MECH_GP,2019-09-01 00:00:00
LX990385SERV_GP,LX990385,Allison Abrasives,Allison Abrasives,ALLISON ABRASIVES,Allison Abrasives,FALSE,1,SERV_GP,2021-07-23 00:00:00
IN990258SERV_GP,IN990258,Alo Property Management,Alo Property Management,ALO PROPERTY MANAGEMENT,Alo Property Management,FALSE,1,SERV_GP,2025-12-31 00:00:00
LV990536SERV_GP,LV990536,Aloft Louisville East,Aloft Louisville East,ALOFT LOUISVILLE EAST,Aloft Louisville East,FALSE,1,SERV_GP,2025-10-24 00:00:00
DY991103SERV_GP,DY991103,Alp-Arc I Parkway Operating Company Llc,Alparc I Parkway Operating,ALPARC I PARKWAY OPERATING,Alp-Arc I Parkway Operating Company Llc,FALSE,1,SERV_GP,2024-08-01 00:00:00
DY991106SERV_GP,DY991106,Alp-Arc Ii Creek Run Operating Company Llc,Alparc II Creek Run Operating,ALPARC II CREEK RUN OPERATING,Alp-Arc Ii Creek Run Operating Company Llc,FALSE,1,SERV_GP,2024-05-30 00:00:00
DY991105SERV_GP,DY991105,Alp-Arc Ii Dearborn Park Operating Company Llc,Alparc II Dearborn Park Operating,ALPARC II DEARBORN PARK OPERATING,Alp-Arc Ii Dearborn Park Operating Company Llc,FALSE,1,SERV_GP,2024-11-25 00:00:00
DY991104SERV_GP,DY991104,Alp-Arc Ii Lakeview Operating Company Llc,Alparc II Lakeview Operating,ALPARC II LAKEVIEW OPERATING,Alp-Arc Ii Lakeview Operating Company Llc,FALSE,1,SERV_GP,2024-12-01 00:00:00
DY991100SERV_GP,DY991100,Alp-Arc Ii Tuller Ridge Operating Company Llc,Alparc II Tuller Ridge Operating,ALPARC II TULLER RIDGE OPERATING,Alp-Arc Ii Tuller Ridge Operating Company Llc,FALSE,1,SERV_GP,2025-02-01 00:00:00
DY991102SERV_GP,DY991102,Alp-Arc Iv Citygate Operating Company Llc,Alparc IV Citygate Operating,ALPARC IV CITYGATE OPERATING,Alp-Arc Iv Citygate Operating Company Llc,FALSE,1,SERV_GP,2024-11-25 00:00:00
DY991101SERV_GP,DY991101,"Alp-Arc Iv Cramer Creek Operating Company, Llc",Alparc IV Cramer Creek Operating,ALPARC IV CRAMER CREEK OPERATING,"Alp-Arc Iv Cramer Creek Operating Company, Llc",FALSE,1,SERV_GP,2024-11-25 00:00:00
DY990987SERV_GP,DY990987,Alpha Technologies Services Inc,Alpha Technologies Services,ALPHA TECHNOLOGIES SERVICES,Alpha Technologies Services Inc,TRUE,3,SERV_GP,2024-02-16 00:00:00
LV990350SERV_GP,LV990350,Alpha Technologies Services Inc,Alpha Technologies Services,ALPHA TECHNOLOGIES SERVICES,Alpha Technologies Services Inc,TRUE,3,SERV_GP,2025-12-29 00:00:00
WV990246SERV_GP,WV990246,Alpha Technologies Services Inc,Alpha Technologies Services,ALPHA TECHNOLOGIES SERVICES,Alpha Technologies Services Inc,TRUE,3,SERV_GP,2025-07-14 00:00:00
DY990973SERV_GP,DY990973,Alpla Inc.,Alpla,ALPLA,Alpla Inc.,FALSE,1,SERV_GP,2022-07-01 00:00:00
ALSTOMMECH_GP,ALSTOM,Alstom,Alstom,ALSTOM,Alstom,FALSE,1,MECH_GP,2010-05-01 00:00:00
CN990124SERV_GP,CN990124,Alt & Witzig Engineering,Alt and Witzig Engineering,ALT AND WITZIG ENGINEERING,Alt & Witzig Engineering,TRUE,2,SERV_GP,2025-10-01 00:00:00
CN992159SERV_GP,CN992159,Alt & Witzig Engineering,Alt and Witzig Engineering,ALT AND WITZIG ENGINEERING,Alt & Witzig Engineering,TRUE,2,SERV_GP,2024-07-24 00:00:00
ALTAMECH_GP,ALTA,"Alta Refrigeration, Inc.",Alta Refrigeration,ALTA REFRIGERATION,"Alta Refrigeration, Inc.",FALSE,1,MECH_GP,2013-08-01 00:00:00
CN940085SERV_GP,CN940085,Amano Cincinnati Inc.,Amano Cincinnati,AMANO CINCINNATI,Amano Cincinnati Inc.,FALSE,1,SERV_GP,2025-01-02 00:00:00
CN992042SERV_GP,CN992042,"Amazon Data Services, Inc.",Amazon,AMAZON,Amazon,TRUE,4,SERV_GP,2023-03-01 00:00:00
AMAZON.COMMECH_GP,AMAZON.COM,Amazon.Com,Amazon,AMAZON,Amazon,TRUE,4,MECH_GP,2015-02-01 00:00:00
AMAZONMECH_GP,AMAZON,Amazon.Com Services Llc,Amazon,AMAZON,Amazon,TRUE,4,MECH_GP,2023-04-01 00:00:00
WV990109SERV_GP,WV990109,Amazon.Com Services Llc,Amazon,AMAZON,Amazon,TRUE,4,SERV_GP,2021-10-01 00:00:00
IN990187SERV_GP,IN990187,Amcor Rigid Plastics Usa Inc,Amcor Rigids,AMCOR RIGIDS,AMCOR RIGID PLASTICS,TRUE,2,SERV_GP,2024-09-01 00:00:00
IN990397SERV_GP,IN990397,Amcor Rigids C/O Aramark Gbs Facility Operations Center,Amcor Rigids,AMCOR RIGIDS,AMCOR RIGID PLASTICS,TRUE,2,SERV_GP,2026-01-06 00:00:00
AMERESCOMECH_GP,AMERESCO,Ameresco,Ameresco,AMERESCO,Ameresco,FALSE,1,MECH_GP,2014-05-01 00:00:00
LV990351SERV_GP,LV990351,American Fuji Seal Inc,American Fuji Seal,AMERICAN FUJI SEAL,American Fuji Seal Inc,FALSE,1,SERV_GP,2025-11-01 00:00:00
LX990462SERV_GP,LX990462,American Greetings Corporation,American Greetings,AMERICAN GREETINGS,American Greetings Corporation,FALSE,1,SERV_GP,2026-01-01 00:00:00
AME001SERV_GP,AME001,American Hermetic,American Hermetic,AMERICAN HERMETIC,American Hermetic,FALSE,1,SERV_GP,2024-03-07 00:00:00
TN992139SERV_GP,TN992139,American House Halls,American House Halls,AMERICAN HOUSE HALLS,American House Halls,FALSE,1,SERV_GP,2024-01-31 00:00:00
CN991108SERV_GP,CN991108,American Mortgage,American Mortgage,AMERICAN MORTGAGE,American Mortgage,FALSE,1,SERV_GP,2023-02-28 00:00:00
IN990328SERV_GP,IN990328,American Mortgage Service Company,American Mortgage Service,AMERICAN MORTGAGE SERVICE,American Mortgage Service Company,FALSE,1,SERV_GP,2023-04-01 00:00:00
CN992145SERV_GP,CN992145,American Red Cross,American Red Cross,AMERICAN RED CROSS,American Red Cross,FALSE,1,SERV_GP,2025-12-08 00:00:00
DY991045SERV_GP,DY991045,American Regent,American Regent,AMERICAN REGENT,American Regent,FALSE,1,SERV_GP,2025-12-01 00:00:00
IN990363SERV_GP,IN990363,American Society For Clinical Pathology,American Society for Clinical Pathology,AMERICAN SOCIETY FOR CLINICAL PATHOLOGY,American Society For Clinical Pathology,FALSE,1,SERV_GP,2025-06-01 00:00:00
DY991139SERV_GP,DY991139,American Standard,American Standard,AMERICAN STANDARD,American Standard,FALSE,1,SERV_GP,2025-12-19 00:00:00
TN991469SERV_GP,TN991469,America'S Collectibles Network,Americas Collectibles Network,AMERICAS COLLECTIBLES NETWORK,America'S Collectibles Network,FALSE,1,SERV_GP,2025-11-14 00:00:00
AMERIMEDMECH_GP,AMERIMED,Amerimed,Amerimed,AMERIMED,Amerimed,TRUE,2,MECH_GP,2017-04-01 00:00:00
CN992267SERV_GP,CN992267,Amerimed,Amerimed,AMERIMED,Amerimed,TRUE,2,SERV_GP,2024-12-03 00:00:00
IN990372SERV_GP,IN990372,Ameriplex 2 Llc C/O Jones Lang Lasalle Americas Inc,Ameriplex 2,AMERIPLEX 2,Ameriplex 2 Llc C/O Jones Lang Lasalle Americas Inc,FALSE,1,SERV_GP,2021-02-04 00:00:00
NV15074SERV_GP,NV15074,Amfine Chemical Corporation,Amfine Chemical,AMFINE CHEMICAL,Amfine Chemical Corporation,FALSE,1,SERV_GP,2025-04-01 00:00:00
LX990479SERV_GP,LX990479,Amk Services Llc,Amk Services,AMK SERVICES,Amk Services Llc,FALSE,1,SERV_GP,2025-12-11 00:00:00
LV990473SERV_GP,LV990473,Ammega Us Inc Dba Midwest Industrial Rubber,Ammega US Dba Midwest Industrial Rubber,AMMEGA US DBA MIDWEST INDUSTRIAL RUBBER,Ammega Us Inc Dba Midwest Industrial Rubber,FALSE,1,SERV_GP,2023-09-05 00:00:00
TN991940SERV_GP,TN991940,Analysis And Measurement Services Corporation,Analysis and Measurement Services,ANALYSIS AND MEASUREMENT SERVICES,Analysis And Measurement Services Corporation,FALSE,1,SERV_GP,2021-01-01 00:00:00
CN992050SERV_GP,CN992050,Ancra Cargo,Ancra Cargo,ANCRA CARGO,Ancra Cargo,TRUE,2,SERV_GP,2025-06-11 00:00:00
CN992363SERV_GP,CN992363,Ancra Cargo,Ancra Cargo,ANCRA CARGO,Ancra Cargo,TRUE,2,SERV_GP,2025-07-18 00:00:00
ANDERSONMECH_GP,ANDERSON,Anderson County Fiscal Court,Anderson County Fiscal Court,ANDERSON COUNTY FISCAL COURT,Anderson County Fiscal Court,FALSE,1,MECH_GP,2025-03-01 00:00:00
NV00117SERV_GP,NV00117,Andrew Kintz,Andrew Kintz,ANDREW KINTZ,Andrew Kintz,FALSE,1,SERV_GP,2021-07-01 00:00:00
LV990485SERV_GP,LV990485,Andy Lindsey,Andy Lindsey,ANDY LINDSEY,Andy Lindsey,FALSE,1,SERV_GP,2024-09-09 00:00:00
LV990500SERV_GP,LV990500,Ankaa Global Logistics,Ankaa Global Logistics,ANKAA GLOBAL LOGISTICS,Ankaa Global Logistics,FALSE,1,SERV_GP,2025-11-21 00:00:00
TN991722SERV_GP,TN991722,Ann Schaad,Ann Schaad,ANN SCHAAD,Ann Schaad,FALSE,1,SERV_GP,2022-12-29 00:00:00
DY991157SERV_GP,DY991157,Annunciation Greek Orthodox Church,Annunciation Greek Orthodox Church,ANNUNCIATION GREEK ORTHODOX CHURCH,Annunciation Greek Orthodox Church,FALSE,1,SERV_GP,2026-01-01 00:00:00
DY991021SERV_GP,DY991021,Anson Logistics Assets Llc,Anson Logistics Assets,ANSON LOGISTICS ASSETS,Anson Logistics Assets Llc,FALSE,1,SERV_GP,2023-06-15 00:00:00
ANSWERSINGENESIMECH_GP,ANSWERSINGENESI,"Answers In Genesis Of Ky, Inc.",Answers IN Genesis of KY,ANSWERS IN GENESIS OF KY,"Answers In Genesis Of Ky, Inc.",FALSE,1,MECH_GP,2011-12-01 00:00:00
CN991945SERV_GP,CN991945,Anytime Fitness,Anytime Fitness,ANYTIME FITNESS,Anytime Fitness,FALSE,1,SERV_GP,2023-09-22 00:00:00
CN991455SERV_GP,CN991455,Ap Tech Group,Ap Tech Group,AP TECH GROUP,Ap Tech Group,FALSE,1,SERV_GP,2025-12-22 00:00:00
CN992036SERV_GP,CN992036,Aquisense,Aquisense,AQUISENSE,Aquisense,FALSE,1,SERV_GP,2023-04-01 00:00:00
DY991113SERV_GP,DY991113,Aramark Gbs,Aramark Gbs,ARAMARK GBS,Aramark Gbs,FALSE,1,SERV_GP,2025-11-01 00:00:00
ARCMECH_GP,ARC,Arc,Arc,ARC,Arc,FALSE,1,MECH_GP,2024-05-01 00:00:00
