SnapshotId,OptionId,SegmentId,RecordId,SegmentOrdinal,OptionOrdinal,OPText
2026-01-24_v3.84_enriched1,r00004_s006_o003,r00004_s006,r00004,6,3,3- V4
2026-01-24_v3.84_enriched1,r00004_s006_o004,r00004_s006,r00004,6,4,4- V5
2026-01-24_v3.84_enriched1,r00004_s006_o005,r00004_s006,r00004,6,5,5- V1
2026-01-24_v3.84_enriched1,r00004_s006_o006,r00004_s006,r00004,6,6,6- V22
2026-01-24_v3.84_enriched1,r00004_s006_o007,r00004_s006,r00004,6,7,7- V15
2026-01-24_v3.84_enriched1,r00004_s006_o008,r00004_s006,r00004,6,8,8- V7
2026-01-24_v3.84_enriched1,r00004_s006_o009,r00004_s006,r00004,6,9,9- V6
2026-01-24_v3.84_enriched1,r00004_s008_o001,r00004_s008,r00004,8,1,00- NA
2026-01-24_v3.84_enriched1,r00004_s008_o002,r00004_s008,r00004,8,2,10- EVAP SGL CKT
2026-01-24_v3.84_enriched1,r00004_s008_o003,r00004_s008,r00004,8,3,16- EVAP SGL CKT Six Row
2026-01-24_v3.84_enriched1,r00004_s008_o004,r00004_s008,r00004,8,4,50- EVAP Dual CKT
2026-01-24_v3.84_enriched1,r00004_s008_o005,r00004_s008,r00004,8,5,56- EVAP Dual CKT Six Row
2026-01-24_v3.84_enriched1,r00004_s008_o006,r00004_s008,r00004,8,6,20- CH H2O STD CL
2026-01-24_v3.84_enriched1,r00004_s008_o007,r00004_s008,r00004,8,7,30- CH H2O OPT CL
2026-01-24_v3.84_enriched1,r00004_s008_o008,r00004_s008,r00004,8,8,40- CH H2O OPT CL Six Row
2026-01-24_v3.84_enriched1,r00004_s008_o009,r00004_s008,r00004,8,9,99- SPL CL SECT
2026-01-24_v3.84_enriched1,r00004_s010_o001,r00004_s010,r00004,10,1,0- NA
2026-01-24_v3.84_enriched1,r00004_s010_o002,r00004_s010,r00004,10,2,1- STM CL
2026-01-24_v3.84_enriched1,r00004_s010_o003,r00004_s010,r00004,10,3,2- HH2O CL
2026-01-24_v3.84_enriched1,r00004_s010_o004,r00004_s010,r00004,10,4,3- ELEC
2026-01-24_v3.84_enriched1,r00004_s011_o001,r00004_s011,r00004,11,1,0- NA
2026-01-24_v3.84_enriched1,r00004_s011_o002,r00004_s011,r00004,11,2,A- 7
2026-01-24_v3.84_enriched1,r00004_s011_o003,r00004_s011,r00004,11,3,B- 14
2026-01-24_v3.84_enriched1,r00004_s011_o004,r00004_s011,r00004,11,4,C- 21
2026-01-24_v3.84_enriched1,r00004_s011_o005,r00004_s011,r00004,11,5,D- 28
2026-01-24_v3.84_enriched1,r00004_s011_o006,r00004_s011,r00004,11,6,H- 35
2026-01-24_v3.84_enriched1,r00004_s011_o007,r00004_s011,r00004,11,7,E- 42
2026-01-24_v3.84_enriched1,r00004_s011_o008,r00004_s011,r00004,11,8,F- 56
2026-01-24_v3.84_enriched1,r00004_s011_o009,r00004_s011,r00004,11,9,G- 70
2026-01-24_v3.84_enriched1,r00005_s001_o001,r00005_s001,r00005,1,1,H3- HORZ - Back IA Front DISC
2026-01-24_v3.84_enriched1,r00005_s001_o002,r00005_s001,r00005,1,2,V3- VERT - Back IA Top DISC
2026-01-24_v3.84_enriched1,r00005_s002_o001,r00005_s002,r00005,2,1,"A- Up to 1,200"
2026-01-24_v3.84_enriched1,r00005_s002_o002,r00005_s002,r00005,2,2,"B- Up to 2,000"
2026-01-24_v3.84_enriched1,r00005_s002_o003,r00005_s002,r00005,2,3,"C- Up to 4,000"
2026-01-24_v3.84_enriched1,r00005_s002_o004,r00005_s002,r00005,2,4,"D- Up to 6,000"
2026-01-24_v3.84_enriched1,r00005_s002_o005,r00005_s002,r00005,2,5,"E- Up to 10,000"
2026-01-24_v3.84_enriched1,r00005_s005_o001,r00005_s005,r00005,5,1,1- V8
2026-01-24_v3.84_enriched1,r00005_s005_o002,r00005_s005,r00005,5,2,2- V9
2026-01-24_v3.84_enriched1,r00005_s005_o003,r00005_s005,r00005,5,3,3- V4
2026-01-24_v3.84_enriched1,r00005_s005_o004,r00005_s005,r00005,5,4,4- V5
2026-01-24_v3.84_enriched1,r00005_s005_o005,r00005_s005,r00005,5,5,5- V1
2026-01-24_v3.84_enriched1,r00005_s005_o006,r00005_s005,r00005,5,6,6- V22
2026-01-24_v3.84_enriched1,r00005_s005_o007,r00005_s005,r00005,5,7,7- V15
2026-01-24_v3.84_enriched1,r00005_s005_o008,r00005_s005,r00005,5,8,8- V7
2026-01-24_v3.84_enriched1,r00005_s005_o009,r00005_s005,r00005,5,9,9- V6
2026-01-24_v3.84_enriched1,r00005_s006_o001,r00005_s006,r00005,6,1,0- None
2026-01-24_v3.84_enriched1,r00005_s006_o002,r00005_s006,r00005,6,2,A- INT CORR PROT
2026-01-24_v3.84_enriched1,r00005_s007_o001,r00005_s007,r00005,7,1,0- No AC
2026-01-24_v3.84_enriched1,r00005_s007_o002,r00005_s007,r00005,7,2,1- R2 DX AC
2026-01-24_v3.84_enriched1,r00005_s007_o003,r00005_s007,r00005,7,3,2- CH H2O AC
2026-01-24_v3.84_enriched1,r00005_s009_o001,r00005_s009,r00005,9,1,0- No AC
2026-01-24_v3.84_enriched1,r00005_s009_o002,r00005_s009,r00005,9,2,1- SGL CKT
2026-01-24_v3.84_enriched1,r00005_s009_o003,r00005_s009,r00005,9,3,2- Two CKT - Interlaced CL
2026-01-24_v3.84_enriched1,r00005_s009_o004,r00005_s009,r00005,9,4,D- Dual SERP
2026-01-24_v3.84_enriched1,r00005_s009_o005,r00005_s009,r00005,9,5,F- SGL SERP
2026-01-24_v3.84_enriched1,r00005_s009_o006,r00005_s009,r00005,9,6,H- Half SERP
2026-01-24_v3.84_enriched1,r00005_s009_o007,r00005_s009,r00005,9,7,Q- Quarter SERP
2026-01-24_v3.84_enriched1,r00005_s010_o001,r00005_s010,r00005,10,1,0- No AC
2026-01-24_v3.84_enriched1,r00005_s010_o002,r00005_s010,r00005,10,2,A- 10 FPI
2026-01-24_v3.84_enriched1,r00005_s010_o003,r00005_s010,r00005,10,3,B- 8 FPI
2026-01-24_v3.84_enriched1,r00005_s010_o004,r00005_s010,r00005,10,4,C- 12 FPI
2026-01-24_v3.84_enriched1,r00005_s010_o005,r00005_s010,r00005,10,5,D- 14 FPI
2026-01-24_v3.84_enriched1,r00005_s011_o001,r00005_s011,r00005,11,1,0- No HTG
2026-01-24_v3.84_enriched1,r00005_s011_o002,r00005_s011,r00005,11,2,1- HH2O
2026-01-24_v3.84_enriched1,r00005_s011_o003,r00005_s011,r00005,11,3,3- ELEC HTG
2026-01-24_v3.84_enriched1,r00005_s011_o004,r00005_s011,r00005,11,4,4- STM DIST
2026-01-24_v3.84_enriched1,r00005_s011_o005,r00005_s011,r00005,11,5,A- Open COMB NG HT
2026-01-24_v3.84_enriched1,r00005_s011_o006,r00005_s011,r00005,11,6,B- SEPD COMB NG HT
2026-01-24_v3.84_enriched1,r00005_s011_o007,r00005_s011,r00005,11,7,C- Open COMB LP GH
2026-01-24_v3.84_enriched1,r00005_s011_o008,r00005_s011,r00005,11,8,D- SEPD COMB LP GH
2026-01-24_v3.84_enriched1,r00005_s011_o009,r00005_s011,r00005,11,9,E- Open COMB NG HT HI ALTD
2026-01-24_v3.84_enriched1,r00005_s011_o010,r00005_s011,r00005,11,10,F- SEPD COMB NG HT HI ALTD
2026-01-24_v3.84_enriched1,r00005_s011_o011,r00005_s011,r00005,11,11,G- Open COMB LP GH HI ALTD
2026-01-24_v3.84_enriched1,r00005_s011_o012,r00005_s011,r00005,11,12,H- SEPD COMB LP GH HI ALTD
2026-01-24_v3.84_enriched1,r00005_s012_o001,r00005_s012,r00005,12,1,0- No HTG
2026-01-24_v3.84_enriched1,r00005_s012_o002,r00005_s012,r00005,12,2,1- 1 Row CL
2026-01-24_v3.84_enriched1,r00005_s012_o003,r00005_s012,r00005,12,3,2- 2 Row CL
2026-01-24_v3.84_enriched1,r00005_s012_o004,r00005_s012,r00005,12,4,A- 7 KW (5.3 KW @ 208V)
2026-01-24_v3.84_enriched1,r00005_s012_o005,r00005_s012,r00005,12,5,B- 14 KW (10.5 KW @ 208V)
2026-01-24_v3.84_enriched1,r00005_s012_o006,r00005_s012,r00005,12,6,C- 21 KW (15.8 KW @ 208V)
2026-01-24_v3.84_enriched1,r00005_s012_o007,r00005_s012,r00005,12,7,D- 28 KW (21.0 KW @ 208V)
2026-01-24_v3.84_enriched1,r00005_s012_o008,r00005_s012,r00005,12,8,E- 35 KW (26.3 KW @ 208V)
2026-01-24_v3.84_enriched1,r00005_s012_o009,r00005_s012,r00005,12,9,F- 42 KW (31.5 KW @ 208V)
2026-01-24_v3.84_enriched1,r00005_s012_o010,r00005_s012,r00005,12,10,G- 49 KW (37.0 KW @ 208V)
2026-01-24_v3.84_enriched1,r00005_s012_o011,r00005_s012,r00005,12,11,H- 56 KW (42.0 KW @ 208V)
2026-01-24_v3.84_enriched1,r00005_s012_o012,r00005_s012,r00005,12,12,J- 63 KW (47.3 KW @ 208V)
2026-01-24_v3.84_enriched1,r00005_s012_o013,r00005_s012,r00005,12,13,K- 70 KW (52.5 KW @ 208V)
2026-01-24_v3.84_enriched1,r00005_s012_o014,r00005_s012,r00005,12,14,L- 77 KW (57.8 KW @ 208V)
2026-01-24_v3.84_enriched1,r00005_s012_o015,r00005_s012,r00005,12,15,M- 84 KW (63.0 KW @ 208V)
2026-01-24_v3.84_enriched1,r00005_s012_o016,r00005_s012,r00005,12,16,N- 225 MBH input
2026-01-24_v3.84_enriched1,r00005_s013_o001,r00005_s013,r00005,13,1,0- None
2026-01-24_v3.84_enriched1,r00005_s013_o002,r00005_s013,r00005,13,2,1- SGL STG
2026-01-24_v3.84_enriched1,r00005_s013_o003,r00005_s013,r00005,13,3,2- 2 STG
2026-01-24_v3.84_enriched1,r00005_s013_o004,r00005_s013,r00005,13,4,3- 3 STG
2026-01-24_v3.84_enriched1,r00005_s013_o005,r00005_s013,r00005,13,5,4- 4 STG
2026-01-24_v3.84_enriched1,r00005_s013_o006,r00005_s013,r00005,13,6,B- MODU 5 to 1 93% EFF
2026-01-24_v3.84_enriched1,r00005_s013_o007,r00005_s013,r00005,13,7,S- MODU / SCR ELEC
2026-01-24_v3.84_enriched1,r00005_s013_o008,r00005_s013,r00005,13,8,F- SGL SERP 12 FPI
2026-01-24_v3.84_enriched1,r00005_s013_o009,r00005_s013,r00005,13,9,H- Half SERP 12 FPI
2026-01-24_v3.84_enriched1,r00005_s013_o010,r00005_s013,r00005,13,10,Q- Quarter SERP 12 FPI
2026-01-24_v3.84_enriched1,r00006_s001_o001,r00006_s001,r00006,1,1,M3- MOD AH
2026-01-24_v3.84_enriched1,r00006_s003_o001,r00006_s003,r00006,3,1,O- INDR
2026-01-24_v3.84_enriched1,r00006_s003_o002,r00006_s003,r00006,3,2,A- ODU
2026-01-24_v3.84_enriched1,r00006_s007_o001,r00006_s007,r00006,7,1,092X066- 92 IN x 66 IN
2026-01-24_v3.84_enriched1,r00006_s007_o002,r00006_s007,r00006,7,2,092X079- 92 IN x 79 IN
2026-01-24_v3.84_enriched1,r00006_s007_o003,r00006_s007,r00006,7,3,092X089- 92 IN x 89 IN
2026-01-24_v3.84_enriched1,r00006_s007_o004,r00006_s007,r00006,7,4,108X089- 108 IN x 89 IN
2026-01-24_v3.84_enriched1,r00006_s007_o005,r00006_s007,r00006,7,5,108X099- 108 IN x 99 IN
2026-01-24_v3.84_enriched1,r00006_s007_o006,r00006_s007,r00006,7,6,122X096- 122 IN x 96 IN
2026-01-24_v3.84_enriched1,r00006_s007_o007,r00006_s007,r00006,7,7,134X096- 134 IN x 96 IN
2026-01-24_v3.84_enriched1,r00006_s007_o008,r00006_s007,r00006,7,8,134X107- 134 IN x 107 IN
2026-01-24_v3.84_enriched1,r00006_s007_o009,r00006_s007,r00006,7,9,134X119- 134 IN x 119 IN
2026-01-24_v3.84_enriched1,r00006_s009_o001,r00006_s009,r00006,9,1,1- V8
2026-01-24_v3.84_enriched1,r00006_s009_o002,r00006_s009,r00006,9,2,2- V9
2026-01-24_v3.84_enriched1,r00006_s009_o003,r00006_s009,r00006,9,3,3- V4
2026-01-24_v3.84_enriched1,r00006_s009_o004,r00006_s009,r00006,9,4,4- V5
2026-01-24_v3.84_enriched1,r00006_s009_o005,r00006_s009,r00006,9,5,6- V22
2026-01-24_v3.84_enriched1,r00006_s009_o006,r00006_s009,r00006,9,6,8- V7
2026-01-24_v3.84_enriched1,r00006_s009_o007,r00006_s009,r00006,9,7,9- V6
2026-01-24_v3.84_enriched1,r00006_s011_o001,r00006_s011,r00006,11,1,A- FAC
2026-01-24_v3.84_enriched1,r00006_s011_o002,r00006_s011,r00006,11,2,B- SHPG Split
2026-01-24_v3.84_enriched1,r00006_s013_o001,r00006_s013,r00006,13,1,O- NA
2026-01-24_v3.84_enriched1,r00006_s013_o002,r00006_s013,r00006,13,2,A- Wiring MTR SRTR + Branch Fusing
2026-01-24_v3.84_enriched1,r00006_s015_o001,r00006_s015,r00006,15,1,O- NA
2026-01-24_v3.84_enriched1,r00006_s015_o002,r00006_s015,r00006,15,2,A- CONVO FAC Wired
2026-01-24_v3.84_enriched1,r00006_s015_o003,r00006_s015,r00006,15,3,B- CONVO FLD Wired
2026-01-24_v3.84_enriched1,r00006_s017_o001,r00006_s017,r00006,17,1,O- No PTD
2026-01-24_v3.84_enriched1,r00006_s017_o002,r00006_s017,r00006,17,2,A- INT
2026-01-24_v3.84_enriched1,r00006_s017_o003,r00006_s017,r00006,17,3,B- EXT
2026-01-24_v3.84_enriched1,r00006_s017_o004,r00006_s017,r00006,17,4,C- SHPG SHW
2026-01-24_v3.84_enriched1,r00006_s017_o005,r00006_s017,r00006,17,5,D- INT + EXT
2026-01-24_v3.84_enriched1,r00006_s017_o006,r00006_s017,r00006,17,6,E- INT + SHPG SHW
2026-01-24_v3.84_enriched1,r00006_s017_o007,r00006_s017,r00006,17,7,F- EXT + SHPG SHW
2026-01-24_v3.84_enriched1,r00006_s017_o008,r00006_s017,r00006,17,8,G- INT EXT + SHPG SHW
2026-01-24_v3.84_enriched1,r00006_s019_o001,r00006_s019,r00006,19,1,O- 6 IN HI
2026-01-24_v3.84_enriched1,r00006_s019_o002,r00006_s019,r00006,19,2,A- 8 IN HI
2026-01-24_v3.84_enriched1,r00006_s019_o003,r00006_s019,r00006,19,3,B- 10 IN HI
2026-01-24_v3.84_enriched1,r00006_s021_o001,r00006_s021,r00006,21,1,O- NA
2026-01-24_v3.84_enriched1,r00006_s021_o002,r00006_s021,r00006,21,2,U- SPL EXT PTD + SPL Pricing
2026-01-24_v3.84_enriched1,r00006_s021_o003,r00006_s021,r00006,21,3,X- SPL Pricing + STD PTD
2026-01-24_v3.84_enriched1,r00007_s005_o001,r00007_s005,r00007,5,1,1- V8
2026-01-24_v3.84_enriched1,r00007_s005_o002,r00007_s005,r00007,5,2,2- V9
2026-01-24_v3.84_enriched1,r00007_s005_o003,r00007_s005,r00007,5,3,3- V4
2026-01-24_v3.84_enriched1,r00007_s005_o004,r00007_s005,r00007,5,4,4- V5
2026-01-24_v3.84_enriched1,r00007_s005_o005,r00007_s005,r00007,5,5,6- V22
2026-01-24_v3.84_enriched1,r00007_s005_o006,r00007_s005,r00007,5,6,8- V7
2026-01-24_v3.84_enriched1,r00007_s005_o007,r00007_s005,r00007,5,7,9- V6
2026-01-24_v3.84_enriched1,r00007_s009_o001,r00007_s009,r00007,9,1,B- R4 VAR CPTY Oil-Free Bearing CENT COMP
2026-01-24_v3.84_enriched1,r00007_s009_o002,r00007_s009,r00007,9,2,D- R2 Dual CKT SCL COMP
2026-01-24_v3.84_enriched1,r00007_s009_o003,r00007_s009,r00007,9,3,E- R2 INDP CKT SCL COMP
2026-01-24_v3.84_enriched1,r00007_s009_o004,r00007_s009,r00007,9,4,M- R2 VFD COPB SCL COMP
2026-01-24_v3.84_enriched1,r00007_s010_o001,r00007_s010,r00007,10,1,0- ARCD COND Low H2O Flow
2026-01-24_v3.84_enriched1,r00007_s010_o002,r00007_s010,r00007,10,2,A- ARCD COND HI H2O Flow
2026-01-24_v3.84_enriched1,r00007_s010_o003,r00007_s010,r00007,10,3,B- EVAP CLD COND Low H2O Flow
2026-01-24_v3.84_enriched1,r00007_s010_o004,r00007_s010,r00007,10,4,C- EVAP CLD COND HI H2O Flow
2026-01-24_v3.84_enriched1,r00007_s011_o001,r00007_s011,r00007,11,1,0- STD
2026-01-24_v3.84_enriched1,r00007_s011_o002,r00007_s011,r00007,11,2,1- POLY EPC COND CL
2026-01-24_v3.84_enriched1,r00007_s011_o003,r00007_s011,r00007,11,3,2- SS COND CL Casing
2026-01-24_v3.84_enriched1,r00007_s012_o001,r00007_s012,r00007,12,1,A- SHT HX
2026-01-24_v3.84_enriched1,r00007_s012_o002,r00007_s012,r00007,12,2,C- OVS SHT HX
2026-01-24_v3.84_enriched1,r00007_s012_o003,r00007_s012,r00007,12,3,V- SHT HX All VAR SPD COMP
2026-01-24_v3.84_enriched1,r00007_s012_o004,r00007_s012,r00007,12,4,W- OVS SHT HX All VAR SPD COMP
2026-01-24_v3.84_enriched1,r00007_s014_o001,r00007_s014,r00007,14,1,0- No BLR
2026-01-24_v3.84_enriched1,r00007_s014_o002,r00007_s014,r00007,14,2,A- NG Fired BLR
2026-01-24_v3.84_enriched1,r00007_s014_o003,r00007_s014,r00007,14,3,B- LP Fired BLR
2026-01-24_v3.84_enriched1,r00007_s015_o001,r00007_s015,r00007,15,1,0- No BLR
2026-01-24_v3.84_enriched1,r00007_s015_o002,r00007_s015,r00007,15,2,1- SGL BLR
2026-01-24_v3.84_enriched1,r00007_s015_o003,r00007_s015,r00007,15,3,2- Dual BLR
2026-01-24_v3.84_enriched1,r00007_s015_o004,r00007_s015,r00007,15,4,3- Three BLR
2026-01-24_v3.84_enriched1,r00007_s015_o005,r00007_s015,r00007,15,5,4- Four BLR
2026-01-24_v3.84_enriched1,r00007_s016_o001,r00007_s016,r00007,16,1,0- No BLR
2026-01-24_v3.84_enriched1,r00007_s016_o002,r00007_s016,r00007,16,2,A- 500 MBH MODU HFW
2026-01-24_v3.84_enriched1,r00007_s016_o003,r00007_s016,r00007,16,3,B- 750 MBH MODU HFW
2026-01-24_v3.84_enriched1,r00007_s016_o004,r00007_s016,r00007,16,4,"C- 1,000 MBH MODU HFW"
2026-01-24_v3.84_enriched1,r00007_s016_o005,r00007_s016,r00007,16,5,"D- 1,500 MBH MODU HFW"
2026-01-24_v3.84_enriched1,r00007_s016_o006,r00007_s016,r00007,16,6,E- 500 MBH MODU LFW
2026-01-24_v3.84_enriched1,r00007_s016_o007,r00007_s016,r00007,16,7,F- 750 MBH MODU LFW
2026-01-24_v3.84_enriched1,r00007_s016_o008,r00007_s016,r00007,16,8,"G- 1,000 MBH MODU LFW"
2026-01-24_v3.84_enriched1,r00007_s016_o009,r00007_s016,r00007,16,9,"H- 1,500 MBH MODU LFW"
2026-01-24_v3.84_enriched1,r00008_s004_o001,r00008_s004,r00008,4,1,1- V8
2026-01-24_v3.84_enriched1,r00008_s004_o002,r00008_s004,r00008,4,2,2- V9
2026-01-24_v3.84_enriched1,r00008_s004_o003,r00008_s004,r00008,4,3,3- V4
