SnapshotId,SegmentId,RecordId,SegmentOrdinal,SL,DEF,DEFNormalized,IsCompressedType,StartPos,EndPos,OptionCount,ExtraFieldsJson
2026-01-24_v3.84_enriched1,r00006_s011,r00006,11,1,Assembly,,false,20,20,2,{}
2026-01-24_v3.84_enriched1,r00006_s012,r00006,12,1,Spacer,,true,21,21,0,{}
2026-01-24_v3.84_enriched1,r00006_s013,r00006,13,1,Wiring,,false,22,22,2,{}
2026-01-24_v3.84_enriched1,r00006_s014,r00006,14,1,Spacer,,true,23,23,0,{}
2026-01-24_v3.84_enriched1,r00006_s015,r00006,15,1,Accessories,,false,24,24,3,{}
2026-01-24_v3.84_enriched1,r00006_s016,r00006,16,1,Spacer,,true,25,25,0,{}
2026-01-24_v3.84_enriched1,r00006_s017,r00006,17,1,CORR PROT,,false,26,26,8,{}
2026-01-24_v3.84_enriched1,r00006_s018,r00006,18,1,Spacer,,true,27,27,0,{}
2026-01-24_v3.84_enriched1,r00006_s019,r00006,19,1,BR,,false,28,28,3,{}
2026-01-24_v3.84_enriched1,r00006_s020,r00006,20,1,Spacer,,true,29,29,0,{}
2026-01-24_v3.84_enriched1,r00006_s021,r00006,21,1,Type,,false,30,30,3,{}
2026-01-24_v3.84_enriched1,r00007_s001,r00007,1,2,Revision,,true,1,2,0,{}
2026-01-24_v3.84_enriched1,r00007_s002,r00007,2,1,Spacer,,true,3,3,0,{}
2026-01-24_v3.84_enriched1,r00007_s003,r00007,3,3,Cooling Ton,,true,4,6,0,{}
2026-01-24_v3.84_enriched1,r00007_s004,r00007,4,1,Spacer,,true,7,7,0,{}
2026-01-24_v3.84_enriched1,r00007_s005,r00007,5,1,PWR,,false,8,8,7,{}
2026-01-24_v3.84_enriched1,r00007_s006,r00007,6,1,Spacer,,true,9,9,0,{}
2026-01-24_v3.84_enriched1,r00007_s007,r00007,7,1,Revision,,true,10,10,0,{}
2026-01-24_v3.84_enriched1,r00007_s008,r00007,8,1,Spacer,,true,11,11,0,{}
2026-01-24_v3.84_enriched1,r00007_s009,r00007,9,1,COLG Style,,false,12,12,4,{}
2026-01-24_v3.84_enriched1,r00007_s010,r00007,10,1,COLG CONF,,false,13,13,4,{}
2026-01-24_v3.84_enriched1,r00007_s011,r00007,11,1,COLG CTD,,false,14,14,3,{}
2026-01-24_v3.84_enriched1,r00007_s012,r00007,12,1,COLG STG,,false,15,15,4,{}
2026-01-24_v3.84_enriched1,r00007_s013,r00007,13,1,Spacer,,true,16,16,0,{}
2026-01-24_v3.84_enriched1,r00007_s014,r00007,14,1,HT Type,,false,17,17,3,{}
2026-01-24_v3.84_enriched1,r00007_s015,r00007,15,1,HT Quantity,,false,18,18,5,{}
2026-01-24_v3.84_enriched1,r00007_s016,r00007,16,1,HT CPTY,,false,19,19,9,{}
2026-01-24_v3.84_enriched1,r00008_s001,r00008,1,2,Revision,,true,1,2,0,{}
2026-01-24_v3.84_enriched1,r00008_s002,r00008,2,1,Revision,,true,3,3,0,{}
2026-01-24_v3.84_enriched1,r00008_s003,r00008,3,3,Cooling,,true,4,6,0,{}
2026-01-24_v3.84_enriched1,r00008_s004,r00008,4,1,PWR,,false,7,7,6,{}
2026-01-24_v3.84_enriched1,r00008_s005,r00008,5,1,COMP Type,,false,8,8,4,{}
2026-01-24_v3.84_enriched1,r00008_s006,r00008,6,1,CKT,,false,9,9,1,{}
2026-01-24_v3.84_enriched1,r00009_s001,r00009,1,2,MDL,,false,1,2,1,{}
2026-01-24_v3.84_enriched1,r00009_s002,r00009,2,1,Spacer,,true,3,3,0,{}
2026-01-24_v3.84_enriched1,r00009_s003,r00009,3,1,Revision,,true,4,4,0,{}
2026-01-24_v3.84_enriched1,r00009_s004,r00009,4,1,Spacer,,true,5,5,0,{}
2026-01-24_v3.84_enriched1,r00009_s005,r00009,5,3,Cooling Ton,,true,6,8,0,{}
2026-01-24_v3.84_enriched1,r00009_s006,r00009,6,1,Spacer,,true,9,9,0,{}
2026-01-24_v3.84_enriched1,r00009_s007,r00009,7,1,PWR,,false,10,10,6,{}
2026-01-24_v3.84_enriched1,r00009_s008,r00009,8,1,Spacer,,true,11,11,0,{}
2026-01-24_v3.84_enriched1,r00009_s009,r00009,9,1,COMP Type,,false,12,12,8,{}
2026-01-24_v3.84_enriched1,r00009_s010,r00009,10,1,Spacer,,true,13,13,0,{}
2026-01-24_v3.84_enriched1,r00009_s011,r00009,11,1,CKT,,false,14,14,3,{}
2026-01-24_v3.84_enriched1,r00010_s001,r00010,1,2,MDL,,false,1,2,1,{}
2026-01-24_v3.84_enriched1,r00010_s002,r00010,2,1,Spacer,,true,3,3,0,{}
2026-01-24_v3.84_enriched1,r00010_s003,r00010,3,1,Revision,,true,4,4,0,{}
2026-01-24_v3.84_enriched1,r00010_s004,r00010,4,1,Spacer,,true,5,5,0,{}
2026-01-24_v3.84_enriched1,r00010_s005,r00010,5,3,Cooling,,true,6,8,0,{}
2026-01-24_v3.84_enriched1,r00010_s006,r00010,6,1,Spacer,,true,9,9,0,{}
2026-01-24_v3.84_enriched1,r00010_s007,r00010,7,1,PWR,,false,10,10,6,{}
2026-01-24_v3.84_enriched1,r00010_s008,r00010,8,1,Spacer,,true,11,11,0,{}
2026-01-24_v3.84_enriched1,r00010_s009,r00010,9,1,COMP Type,,false,12,12,8,{}
2026-01-24_v3.84_enriched1,r00010_s010,r00010,10,1,Spacer,,true,13,13,0,{}
2026-01-24_v3.84_enriched1,r00010_s011,r00010,11,1,CKT,,false,14,14,3,{}
2026-01-24_v3.84_enriched1,r00011_s001,r00011,1,2,MDL,,false,1,2,1,{}
2026-01-24_v3.84_enriched1,r00011_s002,r00011,2,1,Revision,,true,3,3,0,{}
2026-01-24_v3.84_enriched1,r00011_s003,r00011,3,1,Spacer,,true,4,4,0,{}
2026-01-24_v3.84_enriched1,r00011_s004,r00011,4,3,Cooling Ton,,true,5,7,0,{}
2026-01-24_v3.84_enriched1,r00011_s005,r00011,5,1,Spacer,,true,8,8,0,{}
2026-01-24_v3.84_enriched1,r00011_s006,r00011,6,1,SER,,false,9,9,4,{}
2026-01-24_v3.84_enriched1,r00011_s007,r00011,7,1,Spacer,,true,10,10,0,{}
2026-01-24_v3.84_enriched1,r00011_s008,r00011,8,1,Revision,,true,11,11,0,{}
2026-01-24_v3.84_enriched1,r00011_s009,r00011,9,1,Spacer,,true,12,12,0,{}
2026-01-24_v3.84_enriched1,r00011_s010,r00011,10,1,PWR,,false,13,13,6,{}
2026-01-24_v3.84_enriched1,r00011_s011,r00011,11,1,Spacer,,true,14,14,0,{}
2026-01-24_v3.84_enriched1,r00011_s012,r00011,12,1,COMP Style,,false,15,15,8,{}
2026-01-24_v3.84_enriched1,r00011_s013,r00011,13,1,COND Style,,false,16,16,3,{}
2026-01-24_v3.84_enriched1,r00011_s014,r00011,14,1,CONF,,false,17,17,1,{}
2026-01-24_v3.84_enriched1,r00011_s015,r00011,15,1,CTD,,false,18,18,5,{}
2026-01-24_v3.84_enriched1,r00011_s016,r00011,16,1,STG,,false,19,19,11,{}
2026-01-24_v3.84_enriched1,r00012_s001,r00012,1,2,Revision,,true,1,2,0,{}
2026-01-24_v3.84_enriched1,r00012_s002,r00012,2,1,Spacer,,true,3,3,0,{}
2026-01-24_v3.84_enriched1,r00012_s003,r00012,3,3,Cooling Ton,,true,4,6,0,{}
2026-01-24_v3.84_enriched1,r00012_s004,r00012,4,1,Spacer,,true,7,7,0,{}
2026-01-24_v3.84_enriched1,r00012_s005,r00012,5,1,PWR,,false,8,8,7,{}
2026-01-24_v3.84_enriched1,r00012_s006,r00012,6,1,Spacer,,true,9,9,0,{}
2026-01-24_v3.84_enriched1,r00012_s007,r00012,7,1,INT PROT / COMP,,false,10,10,12,{}
2026-01-24_v3.84_enriched1,r00012_s008,r00012,8,1,Spacer,,true,11,11,0,{}
2026-01-24_v3.84_enriched1,r00012_s009,r00012,9,1,Style,,false,12,12,18,{}
2026-01-24_v3.84_enriched1,r00012_s010,r00012,10,1,CONF,,false,13,13,30,{}
2026-01-24_v3.84_enriched1,r00012_s011,r00012,11,1,CL CTD,,false,14,14,10,{}
2026-01-24_v3.84_enriched1,r00012_s012,r00012,12,1,AC / HP Staging,,false,15,15,30,{}
2026-01-24_v3.84_enriched1,r00012_s013,r00012,13,1,Spacer,,true,16,16,0,{}
2026-01-24_v3.84_enriched1,r00012_s014,r00012,14,1,HTG Type,,false,17,17,16,{}
2026-01-24_v3.84_enriched1,r00012_s015,r00012,15,1,HTG DESN,,false,18,18,23,{}
2026-01-24_v3.84_enriched1,r00012_s016,r00012,16,1,HTG Staging,,false,19,19,17,{}
2026-01-24_v3.84_enriched1,r00013_s001,r00013,1,2,SER + Generation,,false,1,2,2,{}
2026-01-24_v3.84_enriched1,r00013_s002,r00013,2,1,Revision,,true,3,3,0,{}
2026-01-24_v3.84_enriched1,r00013_s003,r00013,3,1,Spacer,,true,4,4,0,{}
2026-01-24_v3.84_enriched1,r00013_s004,r00013,4,3,Cooling Ton,,true,5,7,0,{}
2026-01-24_v3.84_enriched1,r00013_s005,r00013,5,1,Spacer,,true,8,8,0,{}
2026-01-24_v3.84_enriched1,r00013_s006,r00013,6,1,SER,,false,9,9,5,{}
2026-01-24_v3.84_enriched1,r00013_s007,r00013,7,1,Revision,,true,10,10,0,{}
2026-01-24_v3.84_enriched1,r00013_s008,r00013,8,1,Spacer,,true,11,11,0,{}
2026-01-24_v3.84_enriched1,r00013_s009,r00013,9,1,PWR,,false,12,12,7,{}
2026-01-24_v3.84_enriched1,r00013_s010,r00013,10,1,Spacer,,true,13,13,0,{}
2026-01-24_v3.84_enriched1,r00013_s011,r00013,11,1,COMP Style,,false,14,14,5,{}
2026-01-24_v3.84_enriched1,r00013_s012,r00013,12,1,COND Style,,false,15,15,7,{}
2026-01-24_v3.84_enriched1,r00013_s013,r00013,13,1,INDR CL,,false,16,16,11,{}
2026-01-24_v3.84_enriched1,r00013_s014,r00013,14,1,COLG HX CNSTR,,false,17,17,7,{}
2026-01-24_v3.84_enriched1,r00013_s015,r00013,15,1,COLG STG,,false,18,18,11,{}
2026-01-24_v3.84_enriched1,r00013_s016,r00013,16,1,Spacer,,true,19,19,0,{}
2026-01-24_v3.84_enriched1,r00013_s017,r00013,17,1,HT Type,,false,20,20,13,{}
2026-01-24_v3.84_enriched1,r00013_s018,r00013,18,1,HT CNSTR,,false,21,21,7,{}
2026-01-24_v3.84_enriched1,r00013_s019,r00013,19,1,HT DESN,,false,22,22,17,{}
2026-01-24_v3.84_enriched1,r00013_s020,r00013,20,1,HT STG,,false,23,23,21,{}
2026-01-24_v3.84_enriched1,r00013_s021,r00013,21,1,HP AUX HT,,false,24,24,9,{}
2026-01-24_v3.84_enriched1,r00014_s001,r00014,1,2,MDL,,false,1,2,2,{}
2026-01-24_v3.84_enriched1,r00014_s002,r00014,2,1,Revision,,true,3,3,0,{}
2026-01-24_v3.84_enriched1,r00014_s003,r00014,3,1,Spacer,,true,4,4,0,{}
2026-01-24_v3.84_enriched1,r00014_s004,r00014,4,3,Cooling,,true,5,7,0,{}
2026-01-24_v3.84_enriched1,r00014_s005,r00014,5,1,Spacer,,true,8,8,0,{}
2026-01-24_v3.84_enriched1,r00014_s006,r00014,6,1,CAB,,false,9,9,7,{}
2026-01-24_v3.84_enriched1,r00014_s007,r00014,7,1,Spacer,,true,10,10,0,{}
2026-01-24_v3.84_enriched1,r00014_s008,r00014,8,1,Revision,,true,11,11,0,{}
2026-01-24_v3.84_enriched1,r00014_s009,r00014,9,1,Spacer,,true,12,12,0,{}
2026-01-24_v3.84_enriched1,r00014_s010,r00014,10,1,PWR,,false,13,13,6,{}
2026-01-24_v3.84_enriched1,r00014_s011,r00014,11,1,Spacer,,true,14,14,0,{}
2026-01-24_v3.84_enriched1,r00014_s012,r00014,12,1,EFF,,false,15,15,5,{}
2026-01-24_v3.84_enriched1,r00014_s013,r00014,13,1,Spacer,,true,16,16,0,{}
2026-01-24_v3.84_enriched1,r00014_s014,r00014,14,1,COMP,,false,17,17,2,{}
2026-01-24_v3.84_enriched1,r00014_s015,r00014,15,1,Loop Type,,false,18,18,3,{}
2026-01-24_v3.84_enriched1,r00014_s016,r00014,16,1,CL Type,,false,19,19,4,{}
2026-01-24_v3.84_enriched1,r00014_s017,r00014,17,1,Spacer,,true,20,20,0,{}
2026-01-24_v3.84_enriched1,r00014_s018,r00014,18,1,HT Type,,false,21,21,1,{}
2026-01-24_v3.84_enriched1,r00014_s019,r00014,19,1,HT STG,,false,22,22,1,{}
2026-01-24_v3.84_enriched1,r00015_s001,r00015,1,3,MDL,,false,1,3,1,{}
2026-01-24_v3.84_enriched1,r00015_s002,r00015,2,1,Type,,false,4,4,5,{}
2026-01-24_v3.84_enriched1,r00015_s003,r00015,3,3,Cooling,,true,5,7,0,{}
2026-01-24_v3.84_enriched1,r00015_s004,r00015,4,1,CAB Size,,false,8,8,3,{}
2026-01-24_v3.84_enriched1,r00015_s005,r00015,5,1,ARF,,false,9,9,4,{}
2026-01-24_v3.84_enriched1,r00015_s006,r00015,6,1,PWR,,false,10,10,3,{}
2026-01-24_v3.84_enriched1,r00015_s007,r00015,7,1,Revision,,true,11,11,0,{}
2026-01-24_v3.84_enriched1,r00016_s001,r00016,1,1,Type,,false,1,1,1,{}
2026-01-24_v3.84_enriched1,r00016_s002,r00016,2,1,CL,,false,2,2,2,{}
2026-01-24_v3.84_enriched1,r00016_s003,r00016,3,1,Slab,,true,3,3,0,{}
2026-01-24_v3.84_enriched1,r00016_s004,r00016,4,1,Metering,,false,4,4,10,{}
2026-01-24_v3.84_enriched1,r00016_s005,r00016,5,2,Cooling,,true,5,6,0,{}
2026-01-24_v3.84_enriched1,r00016_s006,r00016,6,2,Heat Kit,,true,7,8,0,{}
2026-01-24_v3.84_enriched1,r00017_s001,r00017,1,1,Brand,,false,1,1,3,{}
2026-01-24_v3.84_enriched1,r00017_s002,r00017,2,1,BLO MTR,,false,2,2,3,{}
2026-01-24_v3.84_enriched1,r00017_s003,r00017,3,1,ARF,,false,3,3,2,{}
2026-01-24_v3.84_enriched1,r00017_s004,r00017,4,3,Slab,,true,4,6,0,{}
2026-01-24_v3.84_enriched1,r00017_s005,r00017,5,1,Metering,,false,7,7,10,{}
2026-01-24_v3.84_enriched1,r00017_s006,r00017,6,2,Cooling,,true,8,9,0,{}
2026-01-24_v3.84_enriched1,r00017_s007,r00017,7,1,HT CONN,,false,10,10,3,{}
2026-01-24_v3.84_enriched1,r00017_s008,r00017,8,2,Heat Kit,,true,11,12,0,{}
2026-01-24_v3.84_enriched1,r00017_s009,r00017,9,1,PWR,,false,13,13,6,{}
2026-01-24_v3.84_enriched1,r00018_s001,r00018,1,1,Type,,false,1,1,1,{}
2026-01-24_v3.84_enriched1,r00018_s002,r00018,2,1,Motor,,true,2,2,0,{}
2026-01-24_v3.84_enriched1,r00018_s003,r00018,3,2,Cooling,,true,3,4,0,{}
2026-01-24_v3.84_enriched1,r00018_s004,r00018,4,2,Slab,,true,5,6,0,{}
2026-01-24_v3.84_enriched1,r00018_s005,r00018,5,1,CL,,false,7,7,2,{}
2026-01-24_v3.84_enriched1,r00018_s006,r00018,6,1,Metering,,false,8,8,2,{}
2026-01-24_v3.84_enriched1,r00018_s007,r00018,7,1,Configure,,true,9,9,0,{}
2026-01-24_v3.84_enriched1,r00018_s008,r00018,8,1,HT CONN,,false,10,10,4,{}
2026-01-24_v3.84_enriched1,r00018_s009,r00018,9,2,Heat Kit,,true,11,12,0,{}
2026-01-24_v3.84_enriched1,r00018_s010,r00018,10,1,PWR,,false,13,13,6,{}
2026-01-24_v3.84_enriched1,r00019_s001,r00019,1,1,Brand,,false,1,1,3,{}
2026-01-24_v3.84_enriched1,r00019_s002,r00019,2,1,Motor,,true,2,2,0,{}
2026-01-24_v3.84_enriched1,r00019_s003,r00019,3,1,Connection,,true,3,3,0,{}
2026-01-24_v3.84_enriched1,r00019_s004,r00019,4,1,Configure,,true,4,4,0,{}
2026-01-24_v3.84_enriched1,r00019_s005,r00019,5,2,Slab,,true,5,6,0,{}
2026-01-24_v3.84_enriched1,r00019_s006,r00019,6,1,Metering,,false,7,7,10,{}
2026-01-24_v3.84_enriched1,r00019_s007,r00019,7,2,Cooling,,true,8,9,0,{}
2026-01-24_v3.84_enriched1,r00019_s008,r00019,8,1,HT CONN,,false,10,10,4,{}
2026-01-24_v3.84_enriched1,r00019_s009,r00019,9,2,Heat Kit,,true,11,12,0,{}
2026-01-24_v3.84_enriched1,r00019_s010,r00019,10,1,PWR,,false,13,13,6,{}
2026-01-24_v3.84_enriched1,r00020_s001,r00020,1,1,Brand,,false,1,1,3,{}
2026-01-24_v3.84_enriched1,r00020_s002,r00020,2,1,BLO MTR,,false,2,2,3,{}
2026-01-24_v3.84_enriched1,r00020_s003,r00020,3,1,HORZ DP POS,,false,3,3,3,{}
2026-01-24_v3.84_enriched1,r00020_s004,r00020,4,1,Configure,,true,4,4,0,{}
2026-01-24_v3.84_enriched1,r00020_s005,r00020,5,2,Slab,,true,5,6,0,{}
2026-01-24_v3.84_enriched1,r00020_s006,r00020,6,1,Metering,,false,7,7,10,{}
2026-01-24_v3.84_enriched1,r00020_s007,r00020,7,2,Cooling,,true,8,9,0,{}
2026-01-24_v3.84_enriched1,r00020_s008,r00020,8,1,HT CONN,,false,10,10,4,{}
2026-01-24_v3.84_enriched1,r00020_s009,r00020,9,2,HT Assembly,,false,11,12,9,{}
2026-01-24_v3.84_enriched1,r00020_s010,r00020,10,1,PWR,,false,13,13,6,{}
2026-01-24_v3.84_enriched1,r00021_s001,r00021,1,3,Series,,false,1,3,1,{}
2026-01-24_v3.84_enriched1,r00021_s002,r00021,2,1,Motor,,true,4,4,0,{}
2026-01-24_v3.84_enriched1,r00021_s003,r00021,3,1,Tons CFM,,true,5,5,0,{}
2026-01-24_v3.84_enriched1,r00021_s004,r00021,4,1,Cabinet Width,,true,6,6,0,{}
2026-01-24_v3.84_enriched1,r00021_s005,r00021,5,2,Heat Kit,,true,7,8,0,{}
2026-01-24_v3.84_enriched1,r00021_s006,r00021,6,1,Line Voltage CONN,,false,9,9,1,{}
2026-01-24_v3.84_enriched1,r00021_s007,r00021,7,1,PWR,,false,10,10,1,{}
2026-01-24_v3.84_enriched1,r00021_s008,r00021,8,1,CAB Color,,false,11,11,1,{}
2026-01-24_v3.84_enriched1,r00021_s009,r00021,9,1,Front PNL Color,,false,12,12,9,{}
2026-01-24_v3.84_enriched1,r00021_s010,r00021,10,1,Revision,,true,13,13,0,{}
2026-01-24_v3.84_enriched1,r00022_s001,r00022,1,2,Type,,false,1,2,2,{}
2026-01-24_v3.84_enriched1,r00022_s002,r00022,2,1,Cooling Ton,,true,3,3,0,{}
2026-01-24_v3.84_enriched1,r00022_s003,r00022,3,1,Circuits,,true,4,4,0,{}
2026-01-24_v3.84_enriched1,r00022_s004,r00022,4,2,Class,,true,5,6,0,{}
2026-01-24_v3.84_enriched1,r00022_s005,r00022,5,1,Refrigerant,Refrigerant,true,7,7,0,{}
2026-01-24_v3.84_enriched1,r00023_s001,r00023,1,1,Revision,,true,1,1,0,{}
2026-01-24_v3.84_enriched1,r00023_s002,r00023,2,2,Cooling,,true,2,3,0,{}
2026-01-24_v3.84_enriched1,r00023_s003,r00023,3,1,Metal,,false,4,4,4,{}
2026-01-24_v3.84_enriched1,r00023_s004,r00023,4,2,Slab,,true,5,6,0,{}
2026-01-24_v3.84_enriched1,r00023_s005,r00023,5,1,Metering Device,,true,7,7,0,{}
2026-01-24_v3.84_enriched1,r00024_s001,r00024,1,2,Type,,false,1,2,2,{}
2026-01-24_v3.84_enriched1,r00024_s002,r00024,2,2,Cooling Ton,,true,3,4,0,{}
2026-01-24_v3.84_enriched1,r00024_s003,r00024,3,1,Circuits,,true,5,5,0,{}
2026-01-24_v3.84_enriched1,r00024_s004,r00024,4,2,Class,,true,6,7,0,{}
2026-01-24_v3.84_enriched1,r00024_s005,r00024,5,1,Refrigerant,Refrigerant,true,8,8,0,{}
2026-01-24_v3.84_enriched1,r00025_s001,r00025,1,1,Brand,,false,1,1,1,{}
2026-01-24_v3.84_enriched1,r00025_s002,r00025,2,1,Configure,,true,2,2,0,{}
2026-01-24_v3.84_enriched1,r00025_s003,r00025,3,2,Cooling Min,,true,3,4,0,{}
2026-01-24_v3.84_enriched1,r00025_s004,r00025,4,1,Divider,,false,5,5,1,{}
2026-01-24_v3.84_enriched1,r00025_s005,r00025,5,2,Cooling Max,,true,6,7,0,{}
2026-01-24_v3.84_enriched1,r00025_s006,r00025,6,1,Revision,,true,8,8,0,{}
2026-01-24_v3.84_enriched1,r00025_s007,r00025,7,1,Metering Device,,true,9,9,0,{}
2026-01-24_v3.84_enriched1,r00025_s008,r00025,8,1,Cabinet Width,,true,10,10,0,{}
2026-01-24_v3.84_enriched1,r00026_s001,r00026,1,1,CAB Color,,false,1,1,11,{}
2026-01-24_v3.84_enriched1,r00026_s002,r00026,2,2,Cooling,,true,2,3,0,{}
2026-01-24_v3.84_enriched1,r00026_s003,r00026,3,1,Configure,,true,4,4,0,{}
2026-01-24_v3.84_enriched1,r00026_s004,r00026,4,3,Cabinet Height,,true,5,7,0,{}
2026-01-24_v3.84_enriched1,r00026_s005,r00026,5,1,Metal,,false,8,8,4,{}
2026-01-24_v3.84_enriched1,r00026_s006,r00026,6,2,Slab,,true,9,10,0,{}
2026-01-24_v3.84_enriched1,r00026_s007,r00026,7,1,Metering Device,,true,11,11,0,{}
2026-01-24_v3.84_enriched1,r00027_s001,r00027,1,1,CAB Type,,false,1,1,1,{}
2026-01-24_v3.84_enriched1,r00027_s002,r00027,2,1,CAB Color,,false,2,2,1,{}
2026-01-24_v3.84_enriched1,r00027_s003,r00027,3,2,Cooling,,true,3,4,0,{}
2026-01-24_v3.84_enriched1,r00027_s004,r00027,4,1,Configure,,true,5,5,0,{}
2026-01-24_v3.84_enriched1,r00027_s005,r00027,5,3,Cabinet Height,,true,6,8,0,{}
2026-01-24_v3.84_enriched1,r00027_s006,r00027,6,1,Metal,,false,9,9,2,{}
2026-01-24_v3.84_enriched1,r00027_s007,r00027,7,2,Slab,,true,10,11,0,{}
2026-01-24_v3.84_enriched1,r00027_s008,r00027,8,1,Metering Device,,true,12,12,0,{}
